Grapheme	IPA	Frequency
^n	n̪	20
å	ɔ	150
$	NULL	169
^t	t̪	3
ū	uː	12
^h	h	13
n	n̪	38
ī	iː	22
ï	ɪ	1
^y	j	5
ai	ai	112
-	+	140
l	l	76
o	o	24
ṅ	ŋ	55
^k	k	12
h	h	74
^ai	ai	6
^ṅ	ŋ	2
^s	s	5
m	m	8
^d	d̪	10
i	i	63
^å	ɔ	8
b	b	23
k	k	26
š	ʃ	4
+	+	103
g	g	21
à	a	68
^à	a	2
^r	r	2
^w	w	10
v	v	6
^b	b	3
^ch	tʃ	9
d	d̪	34
^au	au	3
ñ	ɲ	5
^t’	t̪ʰ	2
au	au	9
k’	kʰ	21
p	p	11
^m	m	10
ē	eː	2
ch	tʃ	4
^ē	eː	1
^e	e	1
w	w	4
j	dʒ	9
^d’	d̪ʰ	3
r	r	9
t	t̪	8
^l	l	4
s	s	4
u	u	2
^j	dʒ	3
a	ʌ	14
^ky	kʲ	8
y	j	15
^p	p	5
ky	kʲ	7
^ū	uː	9
^o	o	1
^k’	kʰ	3
^g	g	3
^W	w	1
^B	b	1
d’	d̪ʰ	1
^p’	pʰ	1
ĩ	ĩ	1
