Grapheme	IPA	Frequency
^k	k	36
ā	ʌː	32
-	+	33
l	l	13
ī	iː	24
i	i	18
n	n̪	22
$	NULL	112
t	t̪	8
m	m	23
^n	n̪	8
ü	y	4
^g	g	4
r	r	13
ō	oː	8
ǒ	ɒ	1
a	ʌ	22
p	p	16
ṅ	ŋ	18
s	s	3
b	b	6
ai	ai	24
u	u	8
^t	t̪	4
ch	tʃ	6
e	e	10
o	o	15
w	w	5
oi	ɔɪ	2
+	+	13
š	ʃ	1
y	j	7
ē	eː	4
^r	r	4
^ch	tʃ	2
k	k	7
^s	s	8
ū	uː	4
^m	m	14
h	h	3
ũ	ũ	2
p’	pʰ	3
^ā	ʌː	2
^ñ	ɲ	2
d	d̪	4
^š	ʃ	3
g	g	6
^a	ʌ	1
^l	l	6
^p’	pʰ	1
^t’	t̪ʰ	1
^ṅ	ŋ	1
^w	w	4
å	ɔ	2
t’	t̪ʰ	2
^h	h	2
^p	p	3
ā̃	ãː	2
^y	j	1
õ	õ	1
ī̃	ĩː	1
j	dʒ	2
^ṯs̱	ts	1
^i	i	1
āi	aːi	1
^S	s	1
^b	b	1
^j	dʒ	1
ã	ã	1
