Grapheme	IPA	Frequency
^p	p	24
a	ʌ	67
-	+	142
ṅ	ŋ	23
ā	ʌː	119
$	NULL	151
r	r	17
ū	uː	36
k	k	38
s	s	9
i	i	58
e	e	6
y	j	3
t	t̪	23
o	o	26
k’	kʰ	1
^ṯs̱	ts	4
m	m	40
n	n̪	79
h	h	3
u	u	2
l	l	25
+	+	61
ch	tʃ	7
p	p	11
^n	n̪	20
^ū	uː	6
^m	m	5
^k	k	28
p’	pʰ	1
ṯs̱	ts	2
^f	f	3
^r	r	5
āi	aːi	5
^s	s	8
ē	eː	14
š	ʃ	11
w	w	1
^ā	ʌː	17
^t	t̪	8
^o	o	1
^z	z	3
ei	ei	8
^j	dʒ	1
d	d̪	1
^ch	tʃ	2
v	v	8
^å	ɔ	1
^ai	ai	1
ou	əʊ	1
-$	NULL	5
^h	h	1
^d	d̪	1
^t’	t̪ʰ	2
ī	iː	6
ä	ɛ	1
^a	ʌ	6
^v	v	3
ai	ai	3
b	b	1
^l	l	3
^ṅ	ŋ	1
°	NULL	3
^P	p	1
z	z	2
^i	i	1
å	ɔ	1
f	f	1
