Grapheme	IPA	Frequency
^p’	pʰ	3
ạ̄	ʌː	28
n	n̪	43
$	NULL	270
^t	t̪	11
å	ɔ	41
r	r	66
^p	p	21
ū	uː	16
ā	ʌː	55
ī	iː	37
m	m	43
^ū	uː	3
^h	h	8
l	l	42
ē	eː	56
ꭓ	x	33
^k	k	24
ȫ	øː	22
^ā	ʌː	2
^u	u	1
-	+	97
ai	ai	10
^å	ɔ	12
ä̌	ɛ	5
ō	oː	4
à	a	33
+	+	149
k	k	22
g	g	15
^m	m	22
^v	v	11
p	p	13
^ī	iː	7
^b	b	12
^r	r	9
a	ʌ	6
y	j	4
w	w	29
ñ	ɲ	2
ṅ	ŋ	30
ạ	ø̜	34
ǚ	y̆	6
ᵏ	k̚	12
t’	t̪ʰ	4
ǖ	yː	10
^à	a	9
°	NULL	24
o	o	9
^ch	tʃ	3
ᵗ	t̪̚	8
ch	tʃ	1
^j	dʒ	3
^y	j	16
v	v	1
ä	ɛ	27
^n	n̪	5
^d	d̪	16
ᵖ	p̚	3
e	e	1
^s’	sʰ	7
^ai	ai	3
b	b	1
s’	sʰ	2
š	ʃ	1
^š	ʃ	5
^i	i	3
’	NULL	2
^ȫ	øː	1
^ö	ø	1
˨˦$	²⁴	1
^l	l	5
ǒ	ɒ	16
i	i	27
au	au	2
^ä	ɛ	2
^g	g	16
^e	e	11
t	t̪	24
c	c	11
.	NULL	11
^ạ̄	ʌː	11
h	h	24
d	d̪	6
ḷ	ɭ	1
j	dʒ	1
^ṅ	ŋ	2
^hy	hʲ	1
u	u	1
ị̄	ɪː	3
^k’	kʰ	1
ā̃	ãː	1
^P	p	1
^ō	oː	1
^s	s	2
ȧ	ɔ	1
ky	kʲ	1
