Grapheme	IPA	Frequency
^ñ	ɲ	3
à	a	72
$	NULL	174
^θ	θ	13
ö	ø	51
+	+	175
θ	θ	23
o	o	12
t	t̪	8
^l	l	4
w	w	8
i	i	56
^t	t̪	12
^š	ʃ	2
^n	n̪	14
^p’	pʰ	6
ä	ɛ	83
^à	a	23
-$	NULL	3
^d	d̪	16
ō	oː	1
p’	pʰ	4
ā	ʌː	1
n	n̪	2
p	p	34
r	r	16
d	d̪	15
h	h	29
e	e	23
^ì	i	3
^m	m	7
^v	v	12
^p	p	17
m	m	19
å	ɔ	29
^k	k	10
y	j	38
^b	b	17
k	k	12
u	u	22
s	s	3
ᵗ	t̪̚	6
^j	dʒ	5
à̃	ã	1
^ky	kʲ	1
ñ	ɲ	3
ch	tʃ	1
^r	r	2
^å	ɔ	1
^ts’	tsʰ	1
^i	i	1
^o	o	1
s’	sʰ	2
v	v	1
ä̃	ɛ̃	1
^hy	hʲ	1
^g	g	2
l	l	26
^y	j	18
ts’	tsʰ	12
^ch	tʃ	1
°	NULL	1
ü	y	3
^s’	sʰ	2
t’	t̪ʰ	1
^t’	t̪ʰ	3
^z	z	1
b	b	1
^S	s	1
^B	b	1
z	z	1
g	g	1
^h	h	1
ⁱ	ĭ	1
