Grapheme	IPA	Frequency
^p	p	8
ī	iː	44
n	n̪	21
z	z	14
a	ʌ	96
$	NULL	172
^š	ʃ	5
p	p	19
ē	eː	42
ž	ʒ	14
^ō	oː	1
w	w	55
^a	ʌ	16
t	t̪	15
^n	n̪	3
^y	j	5
ō	oː	52
^l	l	7
s	s	25
^d	d̪	14
r	r	38
^ṯs̱	ts	2
l	l	26
ö	ø	9
ä	ɛ	4
ᵃ	ă	31
+	+	79
^t	t̪	20
ā	ʌː	7
y	j	35
^w	w	20
^m	m	13
^v	v	2
^ꭓ	x	4
^s	s	13
ṛ	ɽ	13
ai	ai	38
^ṣ̌	ʂ	6
k	k	11
^ž	ʒ	2
^z	z	8
ṇ	ɳ	1
^ɣ	ɣ	8
ṯs̱	ts	2
o	o	4
ã	ã	1
-	+	6
š	ʃ	5
^-	+	1
ṣ̌	ʂ	8
j	dʒ	1
i	i	4
^ch	tʃ	2
g	g	4
^k	k	4
d	d̪	7
^u	u	1
u	u	21
^ts	ts	2
^au	au	1
^ē	eː	10
-$	NULL	9
v	v	1
ḏẕ	dz	1
m	m	5
^r	r	1
ā̃	ãː	13
ɣ	ɣ	21
h	h	1
ts	ts	6
^h	h	1
dz	dz	1
e	e	1
b	b	3
^g	g	1
ḍ	ɖ	2
ü	y	1
^X	x	1
t̤	t	1
