Grapheme	IPA	Frequency
^p	p	14
ā̃	ãː	3
ṯs̱	ts	8
$	NULL	166
^s	s	5
ā	ʌː	138
h	h	23
t	t̪	33
^ā	ʌː	11
ṭ’	ʈʰ	3
^n	n̪	3
a’u	au	1
^ē	eː	1
k	k	11
^d	d̪	6
ō	oː	52
n	n̪	35
^t	t̪	40
ī	iː	49
^ch	tʃ	2
r	r	50
^b	b	19
p	p	14
-	+	10
s	s	15
ū	uː	16
+	+	51
b	b	4
i	i	3
^m	m	15
y	j	23
^b’	bʰ	2
a	ʌ	41
u	u	22
ᵃ	ă	35
g	g	16
^g’	gʰ	6
ḍ	ɖ	8
ē	eː	35
ai	ai	2
l	l	26
^g	g	5
^k	k	13
^h	h	5
^ts	ts	4
ṅ	ŋ	3
m	m	27
ng	ŋ	1
^v	v	4
āi	aːi	1
ṭ	ʈ	4
^u	u	2
ts	ts	1
^k’	kʰ	2
^dz	dz	2
v	v	5
ḷ	ɭ	2
^a	ʌ	1
d	d̪	5
-$	NULL	9
^ī	iː	1
^š	ʃ	1
b’	bʰ	3
ḏẕ	dz	3
’	NULL	2
m’	mʰ	16
^y	j	1
^d’	d̪ʰ	2
š	ʃ	1
dz	dz	6
^ḍ	ɖ	1
ṇ	ɳ	2
^j	dʒ	1
^l	l	1
k’	kʰ	1
^ṯs̱	ts	2
^D	d	1
ḍ’	ɖʰ	1
^ū̃	ũː	1
ṣ	ʂ	1
^i	i	1
