Grapheme	IPA	Frequency
^ṅ	ŋ	24
ā	ʌː	3
$	NULL	182
^ḍ’	ɖʰ	3
u	u	55
k	k	25
^d	d̪	6
ü	y	5
n	n̪	20
^gy	gʲ	4
ä	ɛ	3
°	NULL	50
^g	g	4
^ch	tʃ	7
i	i	50
^ñ	ɲ	4
ī	iː	10
^s	s	7
m	m	31
^š	ʃ	7
^a	ʌ	11
-	+	162
p’	pʰ	11
a	ʌ	103
^y	j	3
p	p	30
y	j	52
l	l	7
ǟ	ɛː	5
+	+	83
ñ	ɲ	1
ṯs̱’	tsʰ	16
o	o	102
^m	m	10
j’	dʒʰ	1
^n	n̪	4
w	w	8
ṅ	ŋ	49
ch’	tʃʰ	8
e	e	32
^b’	bʰ	10
^ch’	tʃʰ	3
^ky	kʲ	1
ē	eː	1
^ṭ’	ʈʰ	1
g	g	2
^p’	pʰ	3
^t	t̪	5
ö	ø	34
^l	l	6
ts’	tsʰ	25
k’	kʰ	5
^r	r	3
s	s	4
^t’	t̪ʰ	2
r	r	27
^ž	ʒ	1
^g’	gʰ	3
^d’	d̪ʰ	1
^ö	ø	1
ky	kʲ	5
š	ʃ	1
ch	tʃ	2
^k’	kʰ	39
d	d̪	36
ts	ts	3
‘	NULL	5
^k	k	4
g’	gʰ	13
ȫ	øː	12
^ṯs̱’	tsʰ	1
ḏẕ	dz	1
^K	k	1
^p	p	1
b	b	1
^j’	dʒʰ	2
ṯs̱	ts	1
