Grapheme	IPA	Frequency
^ṅ	ŋ	1
ā	ʌː	43
$	NULL	149
^t	t̪	28
r	r	31
ū	uː	9
ī	iː	25
^h	h	7
n	n̪	28
i	i	26
ē	eː	19
^k	k	12
^ī	iː	10
t	t̪	3
^s	s	2
^j	dʒ	2
u	u	30
ṛ	ɽ	7
^š	ʃ	8
m	m	16
^p	p	3
^b	b	5
-	+	74
ō	oː	14
b	b	6
+	+	26
d	d̪	34
o	o	22
ṯs̱	ts	1
^y	j	12
a	ʌ	18
g	g	19
^n	n̪	4
ī̃	ĩː	3
^m	m	9
^g	g	5
h	h	5
z	z	16
e	e	24
l	l	7
y	j	5
ā̃	ãː	6
ṅ	ŋ	8
^r	r	8
^k’	kʰ	5
^l	l	2
ṭ’	ʈʰ	2
k	k	2
^ts	ts	1
^ō	oː	3
^t’	t̪ʰ	2
^ā	ʌː	3
^ch’	tʃʰ	2
^a	ʌ	2
^z	z	1
^b’	bʰ	2
ō̃	õː	2
ü	y	1
š	ʃ	1
ã	ã	2
^d	d̪	5
ē̃	ẽː	6
^ē	eː	1
^ṭ	ʈ	1
^ṯs̱’	tsʰ	1
p	p	1
k’	kʰ	1
^ch	tʃ	1
m’	mʰ	1
^u	u	1
’	NULL	1
