Grapheme	IPA	Frequency
^n	n̪	15
ai	ai	16
$	NULL	173
^ṭ	ʈ	1
u	u	22
k	k	5
^h	h	24
n	n̪	57
i	i	44
s	s	60
^j	dʒ	16
y	j	15
a	ʌ	76
d	d̪	19
^g	g	24
v	v	22
ī	iː	50
^t	t̪	4
ā	ʌː	55
^ch	tʃ	6
^s	s	5
m	m	16
^p	p	6
^b	b	15
-	+	105
g	g	11
+	+	55
ē	eː	22
r	r	18
ch	tʃ	25
b	b	5
ã	ã	12
š	ʃ	19
ā̃	ãː	3
l	l	15
e	e	6
k’	kʰ	3
^m	m	7
^r	r	6
ṅ	ŋ	17
ch’	tʃʰ	7
^š	ʃ	4
b’	bʰ	1
^l	l	6
^k’	kʰ	7
^ch’	tʃʰ	2
ũ	ũ	1
^j’	dʒʰ	4
^y	j	3
ñ	ɲ	2
p	p	3
^b’	bʰ	2
^t’	t̪ʰ	1
ū	uː	6
^hy	hʲ	1
^a	ʌ	2
h	h	5
^d	d̪	2
^ñ	ɲ	1
^u	u	6
ī̃	ĩː	1
au	au	1
t	t̪	13
å	ɔ	3
ĩ	ĩ	1
ō	oː	2
j	dʒ	1
^ā	ʌː	1
^ḍ	ɖ	1
^P	p	1
ū̃	ũː	1
ṭ	ʈ	1
