Grapheme	IPA	Frequency
^z	z	4
e	e	55
$	NULL	164
^ꭓ	x	2
ō	oː	1
^n	n̪	9
u	u	68
i	i	27
^k	k	3
w	w	29
^d	d̪	17
ö	ø	28
^s	s	1
^š	ʃ	5
^t	t̪	3
^l	l	13
ä	ɛ	39
^à	a	93
+	+	303
p’	pʰ	5
à	a	151
p	p	65
-$	NULL	6
š	ʃ	2
ɣ	ɣ	47
l	l	61
m	m	24
f	f	8
^ö	ø	14
k	k	10
o	o	38
^p	p	20
d	d̪	13
^f	f	7
t’	t̪ʰ	1
^ì	i	1
^ch	tʃ	5
ā	ʌː	1
y	j	2
a	ʌ	2
^θ	θ	4
å	ɔ	8
t	t̪	14
ch	tʃ	3
h	h	3
^b	b	3
ky	kʲ	1
^j	dʒ	1
n	n̪	4
^y	j	1
s	s	6
^m	m	6
^ō	oː	1
z	z	3
^ɣ	ɣ	9
^h	h	3
^p’	pʰ	1
^s’	sʰ	2
-	+	1
b	b	13
g	g	7
j	dʒ	1
s’	sʰ	1
^t’	t̪ʰ	2
ꭓ	x	1
θ	θ	1
^G	g	1
ᵃ	ă	1
v	v	1
