Grapheme	IPA	Frequency
^ei	ei	2
d	d̪	65
u	u	67
$	NULL	182
v	v	54
a	ʌ	113
r	r	54
^ā	ʌː	7
^ē	eː	2
ḷ	ɭ	33
^e	e	5
ṇ	ɳ	22
ṭ	ʈ	8
^o	o	8
m	m	10
b’	bʰ	1
t	t̪	47
n	n̪	68
b	b	9
^p	p	3
^h	h	22
ḍ	ɖ	26
^i	i	5
^m	m	12
ū	uː	9
^n	n̪	44
ā	ʌː	42
l	l	15
k	k	22
^t	t̪	13
ᵉ	ĕ	39
e	e	46
y	j	24
ᵃ	ă	25
-	+	18
g	g	40
i	i	37
ᵘ	ŭ	100
+	+	55
ⁱ	ĭ	29
^a	ʌ	22
ṅ	ŋ	5
ṣ	ʂ	3
s	s	5
^k	k	17
ō	oː	17
ē	eː	13
^g	g	1
ch	tʃ	2
^ch	tʃ	3
h	h	34
^d	d̪	3
^y	j	2
au	au	1
ṛ	ɽ	1
p	p	2
^ai	ai	1
ī	iː	21
^b	b	7
^s	s	2
o	o	22
^ō	oː	1
ei	ei	1
^u	u	2
^b’	bʰ	1
^D	d	1
ñ	ɲ	1
j	dʒ	1
