Grapheme	IPA	Frequency
^p	p	10
ā̃	ãː	3
ch	tʃ	4
$	NULL	168
^ch’	tʃʰ	6
a	ʌ	62
^s	s	9
ā	ʌː	90
t	t̪	18
^ā	ʌː	5
ṭ’	ʈʰ	3
^n	n̪	7
w	w	5
^ē	eː	1
k	k	11
^d	d̪	6
s	s	9
^b	b	19
e	e	9
^t	t̪	39
r	r	55
ṇ	ɳ	12
^ch	tʃ	2
p	p	13
n	n̪	14
ō	oː	73
ē	eː	60
-	+	4
t’	t̪ʰ	5
ī	iː	31
+	+	50
b	b	3
^m	m	8
^b’	bʰ	4
h	h	8
y	j	22
ᵃ	ă	22
ḍ	ɖ	18
^w	w	3
u	u	8
ũ	ũ	25
k’	kʰ	3
o	o	1
^g’	gʰ	6
^g	g	7
d’	d̪ʰ	3
^k	k	8
^h	h	12
m	m	42
ch’	tʃʰ	9
^ū̃	ũː	2
^u	u	1
ū	uː	4
ṭ	ʈ	4
g	g	8
ḷ	ɭ	3
å	ɔ	1
^š	ʃ	2
^a	ʌ	10
^j	dʒ	2
-$	NULL	9
^k’	kʰ	2
^v	v	1
^ū	uː	1
b’	bʰ	2
i	i	2
ē̃	ẽː	2
š	ʃ	7
j	dʒ	7
^ā̃	ãː	1
ō̃	õː	1
^l	l	1
ḍ’	ɖʰ	1
^r	r	1
l	l	2
^Ī	iː	1
ṅ	ŋ	1
ṣ	ʂ	1
ᵉ	ĕ	1
d	d̪	1
