Grapheme	IPA	Frequency
^ei	ei	3
n	n̪	19
d	d̪	28
u	u	56
$	NULL	187
m	m	27
^ā	ʌː	6
r̤	ɻ	22
^a	ʌ	24
^ē	eː	2
ṛ	ɽ	3
^e	e	6
ṭ	ʈ	9
ṇ	ɳ	18
^o	o	4
b	b	5
a	ʌ	176
r	r	82
^ō	oː	2
^p	p	22
t	t̪	25
^i	i	7
ḍ	ɖ	38
^ī	iː	1
^m	m	14
ū	uː	7
^n	n̪	49
ā	ʌː	77
l	l	22
ṉ	n	72
g	g	73
^t	t̪	15
p	p	50
ei	ei	18
y	j	24
k	k	39
ᵘ	ŭ	19
i	i	80
ᵉ	ĕ	1
+	+	55
-	+	15
ḷ	ɭ	61
ᵃ	ă	7
ⁱ	ĭ	7
ṅ	ŋ	19
ch	tʃ	3
^s	s	1
ī	iː	28
e	e	13
^k	k	14
š	ʃ	5
v	v	24
s	s	1
ai	ai	1
^u	u	8
ē	eː	13
^y	j	1
ō	oː	20
^v	v	5
^š	ʃ	3
o	o	2
ṟ	r	2
ã	ã	1
^K	k	1
^ch	tʃ	1
ch’	tʃʰ	1
