Grapheme	IPA	Frequency
^h	h	16
ṅ	ŋ	51
o	o	17
$	NULL	180
^s’	sʰ	16
k	k	11
i	i	71
e	e	42
°	NULL	4
^k	k	3
å	ɔ	42
^m	m	4
ā	ʌː	25
t	t̪	24
a	ʌ	68
n	n̪	75
^t’	t̪ʰ	1
ü	y	63
m	m	54
l	l	13
^a	ʌ	37
-	+	214
p	p	15
ō	oː	16
w	w	4
g	g	3
+	+	78
h	h	25
hy	hʲ	24
au	au	30
b	b	4
^p	p	4
t’	t̪ʰ	5
k’	kʰ	6
^n	n̪	34
^p’	pʰ	3
y	j	22
^s	s	11
s	s	17
d	d̪	20
^u	u	5
à	a	1
j	dʒ	3
ī	iː	8
b’	bʰ	4
oi	ɔɪ	18
s’	sʰ	4
ū	uː	3
^b	b	4
^d	d̪	5
ai	ai	7
^ē	eː	1
^k’	kʰ	5
^g	g	1
ch	tʃ	1
^ch	tʃ	20
ē	eː	20
-$	NULL	2
^l	l	1
ᵏ	k̚	1
^y	j	2
u	u	3
^w	w	1
^à	a	1
^n’	n̪̊	1
ä	ɛ	2
^H	h	1
^t	t̪	1
^i	i	1
^š	ʃ	1
z	z	1
^ā	ʌː	2
