Grapheme	IPA	Frequency
^n	n̪	16
à	a	124
m	m	11
˨$	²	29
^š	ʃ	3
au	au	2
˦˥$	⁴⁵	58
^b	b	13
y	j	27
˨˧$	²³	1
^t	t̪	22
ì	i	1
^ch	tʃ	22
i	i	42
n	n̪	47
^m	m	21
ō	oː	20
t	t̪	24
ü	y	26
ö	ø	16
˨˩$	²¹	29
^t’	t̪ʰ	1
ȫ	øː	2
p	p	1
^h	h	3
ai	ai	20
˧$	³	47
^k	k	40
u	u	23
ṅ	ŋ	28
˨˩	²¹ +	19
ch	tʃ	12
˧	³ +	56
b	b	8
ē	eː	7
˨˦$	²⁴	4
k	k	43
˦˥	⁴⁵ +	45
e	e	8
^à	a	3
ñ	ɲ	20
^e	e	2
^ṅ	ŋ	6
˨˦	²⁴ +	29
˦˨$	⁴²	5
^v	v	4
o	o	64
r	r	8
g	g	3
˨	² +	9
d	d̪	54
ɔ	ɔ	1
a	ʌ	3
˦˨	⁴² +	25
^d	d̪	7
^g	g	2
^s	s	1
-	+	1
š	ʃ	1
^ai	ai	1
^y	j	1
á	á	1
^k’	kʰ	1
I	i	3
w	w	1
ā	ʌː	10
ė	ə	1
oi	ɔɪ	2
l	l	15
s	s	6
˨˧	²³ +	2
˧˨$	³²	2
^r	r	1
^l	l	3
^Ch	tʃ	1
^ñ	ɲ	1
v	v	1
ō̃	õː	1
