Grapheme	IPA	Frequency
^p	p	11
ā̃	ãː	30
ch	tʃ	4
$	NULL	181
^ch’	tʃʰ	1
ai	ai	29
^s	s	6
ā	ʌː	63
t	t̪	9
^ā	ʌː	5
ṭ’	ʈʰ	3
^n	n̪	4
au	au	2
^ē	eː	1
k	k	25
^ȳ	yː	1
e	e	2
^d	d̪	6
a	ʌ	53
s	s	9
ō	oː	70
^t	t̪	10
ī	iː	46
n	n̪	10
^ch	tʃ	9
y	j	26
r	r	34
^b	b	26
p	p	28
-	+	9
ū̃	ũː	8
+	+	50
b	b	5
^m	m	17
^b’	bʰ	5
ĩ	ĩ	9
ṇ	ɳ	9
i	i	8
k’	kʰ	8
d	d̪	7
ᵃ	ă	15
m	m	4
ṭ	ʈ	23
^l	l	3
u	u	10
g	g	17
ū	uː	17
^ṭ	ʈ	1
ḷ	ɭ	3
ē	eː	24
^g’	gʰ	7
ṛ	ɽ	9
ḍ	ɖ	5
^ā̃	ãː	3
l	l	14
^g	g	7
^k	k	9
^h	h	7
ch’	tʃʰ	15
^ū̃	ũː	2
^ū	uː	1
ī̃	ĩː	1
^ky	kʲ	1
ō̃	õː	2
^a	ʌ	1
^au	au	1
^ũ	ũ	1
ũ	ũ	1
^j	dʒ	3
-$	NULL	9
^k’	kʰ	1
^m’	mʰ	10
^t’	t̪ʰ	10
w	w	5
^u	u	2
h	h	1
^w	w	17
4$	NULL	1
j	dʒ	7
t’	t̪ʰ	1
ṅ	ŋ	1
^P	p	1
^r	r	1
ã	ã	1
