Grapheme	IPA	Frequency
^ṅ	ŋ	2
o	o	71
°	NULL	135
$	NULL	16
^ch’	tʃʰ	2
u	u	16
˨˧$	²³	3
^š	ʃ	4
ö	ø	60
^i	i	5
h	h	18
^k	k	13
˧˨$	³²	14
^t’	t̪ʰ	3
i	i	94
^ṯs̱’	tsʰ	2
^n	n̪	23
^s	s	2
^l	l	8
^a	ʌ	31
b	b	15
a	ʌ	68
˨$	²	55
m	m	28
^m	m	15
˨	² +	42
ch’	tʃʰ	1
ä	ɛ	19
˦˨$	⁴²	79
k’	kʰ	4
y	j	9
ē	eː	12
˦	⁴ +	6
v	v	2
˨˦$	²⁴	11
^z	z	7
p’	pʰ	5
ch	tʃ	9
˦˨	⁴² +	20
l	l	20
˧$	³	2
z	z	4
˦$	⁴	16
n	n̪	19
e	e	3
p	p	8
^k’	kʰ	9
˨˦	²⁴ +	3
k	k	19
^h	h	19
^ts’	tsʰ	2
ō	oː	6
d’	d̪ʰ	1
^v	v	1
^ch	tʃ	4
^r	r	2
^g	g	9
s	s	12
d	d̪	7
0	NULL	1
^y	j	5
^ē	eː	1
^w	w	1
^dz	dz	1
^ñ	ɲ	2
ṯs̱’	tsʰ	3
g	g	5
^d	d̪	17
ṅ	ŋ	11
˨˩$	²¹	1
^j	dʒ	2
å	ɔ	1
^å	ɔ	1
˨˧	²³ +	1
˧˨	³² +	1
ñ	ɲ	1
ā	ʌː	1
^o	o	3
ṯs̱	ts	1
^M	m	1
+	+	2
m̊°	mˤ	2
t	t̪	1
