Grapheme	IPA	Frequency
^ṅ	ŋ	19
w	w	39
à	a	138
$	NULL	166
^ṯs̱	ts	4
å	ɔ	58
^š	ʃ	3
ö	ø	22
^h	h	4
ĩ	ĩ	3
^k	k	3
u	u	14
^t	t̪	5
e	e	18
i	i	91
^ñ	ɲ	6
^s	s	3
^l	l	7
^ǎ	æ	33
b	b	21
+	+	176
t	t̪	30
ǎ	æ	50
ä	ɛ	9
ñ	ɲ	6
r	r	7
m	m	53
y	j	20
ṯs̱	ts	4
^ch	tʃ	6
p	p	15
n	n̪	20
^r	r	1
ṅ	ŋ	4
^m	m	9
o	o	11
^à	a	7
ch	tʃ	7
ü	y	2
ē	eː	1
^j	dʒ	5
l	l	29
ts	ts	4
j	dʒ	18
a	ʌ	2
k’	kʰ	1
š	ʃ	3
^n	n̪	22
^dz	dz	5
^ɣ́	ɣ	2
^b	b	1
ā	ʌː	1
hy	hʲ	1
-	+	4
ō	oː	17
^d	d̪	2
^g	g	1
^y	j	17
k	k	13
ī	iː	1
s	s	1
^w	w	1
d	d̪	2
dz	dz	1
^p	p	1
ɣ́	ɣ	1
^à̃	ã	1
ū	uː	1
