Grapheme	IPA	Frequency
^p	p	8
ā̃	ãː	9
ch	tʃ	7
$	NULL	170
^ch’	tʃʰ	2
ai	ai	12
^s	s	4
ā	ʌː	99
t	t̪	21
^ā	ʌː	5
ṭ’	ʈʰ	3
^n	n̪	3
au	au	18
^y	j	1
ē	eː	14
k	k	15
^d	d̪	6
a	ʌ	97
s	s	10
u	u	28
y	j	21
^t	t̪	25
ī	iː	22
n	n̪	24
^ch	tʃ	4
r	r	63
^b	b	21
p	p	10
-	+	14
ũ	ũ	8
+	+	50
b	b	2
^m	m	21
h	h	31
ᵃ	ă	13
^b’	bʰ	2
i	i	27
d	d̪	6
m	m	47
^l	l	4
ṭ	ʈ	10
^g’	gʰ	6
w	w	11
ō	oː	19
ṛ	ɽ	7
ī̃	ĩː	4
^g	g	6
āi	aːi	3
^k	k	12
g	g	12
^a	ʌ	4
ch’	tʃʰ	5
l	l	4
^ū̃	ũː	2
^ū	uː	2
^k’	kʰ	2
^ē̃	ẽː	1
ū	uː	4
ĩ	ĩ	21
^au	au	1
^h	h	13
^j	dʒ	2
-$	NULL	11
oi	ɔɪ	1
^ṭ’	ʈʰ	1
^d’	d̪ʰ	1
^w	w	10
^ũ	ũ	6
^u	u	3
ṇ	ɳ	1
j	dʒ	7
t’	t̪ʰ	1
^ā̃	ãː	1
k’	kʰ	1
o	o	1
ū̃	ũː	1
b’	bʰ	1
e	e	1
^r	r	1
^P	p	1
d’	d̪ʰ	1
ï	ɪ	2
