Grapheme	IPA	Frequency
^h	h	25
ā	ʌː	55
˧˨$	³²	7
o	o	16
k	k	14
˨$	²	26
^ch	tʃ	4
e	e	7
t	t̪	68
^p	p	6
ä	ɛ	9
^k	k	10
au	au	30
n	n̪	58
ụ	y̜	1
ṅ	ŋ	34
^s	s	6
i	i	14
p	p	27
å	ɔ	24
˨˧$	²³	10
m	m	22
^b	b	9
˦˨$	⁴²	31
^k’	kʰ	28
˨˦	²⁴ +	46
b	b	8
˨	² +	22
^t	t̪	14
˦˨	⁴² +	49
s	s	4
g	g	3
˧$	³	93
l	l	23
āi	aːi	20
h	h	13
^m	m	10
ī	iː	39
j	dʒ	5
^n	n̪	5
˦˦	⁴⁴ +	12
˨˦$	²⁴	12
^p’	pʰ	6
ū	uː	24
^g	g	4
ñ	ɲ	6
à	a	49
r	r	9
y	j	2
^l	l	6
˧˨	³² +	2
u	u	25
˧	³ +	39
p’	pʰ	12
^w	w	4
w	w	6
ä̌	ɛ	4
˦	⁴ +	5
˦$	⁴	3
I	i	1
ai	ai	45
^ǎ	æ	1
^d	d̪	21
āṁ	ʌ̃ː	3
ē	eː	13
ǎ	æ	11
^r	r	10
˧˧	³³ +	2
^ch’	tʃʰ	7
˨˧	²³ +	6
ch’	tʃʰ	1
d	d̪	4
^y	j	1
ụ̄n	uː n	1
ch	tʃ	8
ã	ã	1
a	ʌ	2
k’	kʰ	2
ụ̄	uː	3
$	NULL	1
^f	f	2
^ṅ	ŋ	1
ạ̄	ø̜ː	1
ṣ	ʂ	1
^j	dʒ	1
^B	b	1
ạ	ø̜	2
^ū	uː	1
ṭ’	ʈʰ	1
