Grapheme	IPA	Frequency
^p	p	16
ā̃	ãː	29
s	s	9
$	NULL	236
õ	õ	6
^s	s	12
ō	oː	73
^ꭓ	x	5
ā	ʌː	115
t	t̪	28
^ā	ʌː	18
ṭ’	ʈʰ	3
^n	n̪	7
a	ʌ	66
w	w	7
ó	o	1
^ē	eː	1
k	k	11
^d	d̪	10
ꭓ	x	23
^b	b	17
ē	eː	39
^t	t̪	23
ē̃	ẽː	11
ṇ	ɳ	12
y	j	26
r	r	73
^š	ʃ	1
p	p	6
d	d̪	12
n	n̪	26
-	+	8
ũ	ũ	51
t’	t̪ʰ	5
ī	iː	65
+	+	52
^m	m	12
^b’	bʰ	2
u	u	17
ᵃ	ă	25
m	m	46
ai	ai	6
^l	l	4
ã	ã	3
g	g	13
^k’	kʰ	14
ḷ	ɭ	7
ḍ	ɖ	10
^ṭ	ʈ	10
h	h	11
^k	k	16
ṭ	ʈ	11
^g	g	7
^w	w	17
^h	h	14
ū	uː	4
b	b	6
^ũ	ũ	4
^u	u	4
^v	v	10
^a	ʌ	12
v	v	1
^j	dʒ	2
-$	NULL	13
^t’	t̪ʰ	2
ō̃	õː	1
l	l	4
j	dʒ	20
o	o	2
^ī	iː	2
k’	kʰ	5
^ā̃	ãː	1
^õ	õ	1
ts	ts	1
^ō	oː	1
j’	dʒʰ	1
^r	r	1
^B	b	1
’	NULL	1
^g’	gʰ	2
