Grapheme	IPA	Frequency
^m	m	13
a	ʌ	24
-	+	113
ṅ	ŋ	52
ā	ʌː	133
$	NULL	169
^k’	kʰ	19
r	r	12
ū	uː	50
^s	s	12
i	i	21
n	n̪	42
t	t̪	10
s	s	23
à	a	13
^ch	tʃ	4
k	k	16
^ai	ai	1
ī	iː	57
+	+	81
ṯs̱	ts	1
^n’	n̪̊	4
k’	kʰ	3
o	o	17
m	m	28
l	l	7
^w	w	13
g	g	12
oi	ɔɪ	3
n’	n̪̊ʰ	3
b	b	14
^n	n̪	38
^p’	pʰ	1
au	au	3
^l	l	7
š	ʃ	11
p’	pʰ	6
ō	oː	8
^ṯs̱	ts	2
^g	g	10
^k	k	11
e	e	7
v	v	5
u	u	5
^b	b	4
ai	ai	17
j	dʒ	6
d	d̪	22
^d	d̪	3
^r	r	2
ē	eː	4
^š	ʃ	1
ch	tʃ	2
^ṅ	ŋ	9
^ñ	ɲ	2
^ī	iː	10
-$	NULL	3
p	p	22
^y	j	1
^j	dʒ	3
h	h	18
’	NULL	2
^m’	mʰ	1
y	j	2
^P	p	1
ṭ	ʈ	1
å	ɔ	1
