Grapheme	IPA	Frequency
^p	p	20
à	a	126
s	s	3
ǒ	ɒ	37
n	n̪	33
$	NULL	182
^k	k	41
r	r	39
au	au	9
^t	t̪	7
ä	ɛ	16
+	+	156
p	p	20
h	h	60
ì	i	2
j	dʒ	8
a	ʌ	29
m	m	27
i	i	36
t	t̪	46
^m	m	13
o	o	12
^j	dʒ	3
^b	b	9
å	ɔ	25
^^	NULL	6
^n	n̪	2
u	u	41
^à	a	26
b	b	12
g	g	17
l	l	32
ṅ	ŋ	30
e	e	34
ⁱ	ĭ	1
k	k	27
d	d̪	4
^s	s	4
p’	pʰ	1
ai	ai	14
ᵏ	k̚	49
^ch	tʃ	6
ö	ø	11
^g	g	6
^ä	ɛ	11
^h	h	5
^l	l	3
^ö	ø	1
^ñ	ɲ	17
ᵘ	ŭ	2
ᵗ	t̪̚	8
^y	j	1
s’	sʰ	1
^o	o	7
ñ	ɲ	1
^p’	pʰ	17
^k’	kʰ	1
^t’	t̪ʰ	2
t’	t̪ʰ	16
ʰ	h	1
^d	d̪	6
ä̌	ɛ	2
^ṅ	ŋ	2
^s’	sʰ	1
ᵃ	ă	3
^J	j	1
^K	k	1
y	j	1
-	+	1
^u	u	1
g’	gʰ	1
ky	kʲ	1
