Grapheme	IPA	Frequency
^b’	bʰ	3
ū	uː	25
o	o	25
ṅ	ŋ	13
$	NULL	109
^r	r	4
ā	ʌː	30
w	w	3
ē	eː	11
ĩ	ĩ	1
^t	t̪	3
u	u	11
a	ʌ	18
-	+	64
^s	s	8
k	k	16
p	p	19
y	j	17
l	l	14
^u	u	4
^i	i	5
^m	m	20
m	m	30
^l	l	4
s	s	9
b	b	11
^h	h	1
e	e	7
i	i	21
^ch	tʃ	1
ō	oː	5
ch	tʃ	5
+	+	10
^ū	uː	10
g’	gʰ	2
ḍ	ɖ	3
ī	iː	5
ai	ai	3
^b	b	4
^gy	gʲ	2
k’	kʰ	3
g	g	4
r	r	5
t	t̪	3
^ñ	ɲ	1
n	n̪	12
^y	j	4
^ch’	tʃʰ	1
^ã	ã	1
^k’	kʰ	4
^j	dʒ	1
^ā	ʌː	6
^ō	oː	2
^a	ʌ	2
^ī	iː	1
^o	o	1
^p	p	1
^g’	gʰ	2
^k	k	7
h	h	3
^ṅ	ŋ	1
^n	n̪	2
^d	d̪	2
^d’	d̪ʰ	1
p’	pʰ	1
