Grapheme	IPA	Frequency
^p	p	12
ā	ʌː	98
ch	tʃ	15
$	NULL	177
^ch’	tʃʰ	2
a	ʌ	82
w	w	10
^s	s	7
t	t̪	19
^ā	ʌː	9
ṭ’	ʈʰ	3
^n	n̪	6
^ē	eː	1
k	k	19
^d	d̪	9
s	s	14
u	u	25
i	i	7
^t	t̪	19
ī	iː	34
n	n̪	33
^ch	tʃ	3
r	r	48
^b	b	22
p	p	9
d	d̪	9
ō	oː	68
-	+	9
+	+	49
b	b	3
ᵃ	ă	25
ᵉ	ĕ	1
p’	pʰ	1
^m	m	7
y	j	20
^b’	bʰ	3
h	h	3
ē	eː	17
ṇ	ɳ	4
m	m	40
^a	ʌ	2
^l	l	3
ḍ	ɖ	14
ṭ	ʈ	7
^g’	gʰ	7
ā̃	ãː	11
^g	g	7
^k	k	13
^h	h	21
ch’	tʃʰ	11
^k’	kʰ	4
l	l	6
^ū	uː	1
^u	u	5
j	dʒ	12
ū	uː	13
g	g	9
^ky	kʲ	1
ũ	ũ	10
^w	w	15
^j	dʒ	2
-$	NULL	10
au	au	1
^m’	mʰ	1
^t’	t̪ʰ	1
o	o	1
t’	t̪ʰ	6
m’	mʰ	1
^ō	oː	1
^ā̃	ãː	1
k’	kʰ	2
ḍ’	ɖʰ	1
b’	bʰ	1
^D	d	1
d’	d̪ʰ	1
^ū̃	ũː	1
ã	ã	1
ñ	ɲ	1
