Grapheme	IPA	Frequency
^p	p	10
a	ʌ	111
n	n̪	54
ṯs̱	ts	4
$	NULL	169
^š	ʃ	7
o	o	27
h	h	3
^s	s	11
t	t̪	20
^a	ʌ	15
š	ʃ	15
ṭ	ʈ	8
^n	n̪	5
ū	uː	10
^y	j	1
k	k	14
^d	d̪	8
u	u	35
^t’	t̪ʰ	4
l	l	42
ē	eː	12
^ṯs̱	ts	3
r	r	18
^b	b	12
ā	ʌː	37
p	p	5
b	b	18
-	+	32
i	i	81
ã	ã	5
e	e	58
+	+	56
g	g	16
^j	dʒ	2
ai	ai	8
s	s	23
^l	l	7
au	au	5
ṛ	ɽ	12
^m	m	17
^z	z	3
^g	g	9
m	m	54
^e	e	3
ī	iː	7
ts	ts	3
^k	k	7
^h	h	3
ṅ	ŋ	1
^r	r	4
f	f	4
^k’	kʰ	5
^u	u	2
t’	t̪ʰ	26
d	d̪	11
z	z	1
^ē	eː	1
-$	NULL	9
^ž	ʒ	1
^i	i	2
^ā	ʌː	8
^t	t̪	24
ï	ɪ	7
ü	y	2
ō	oː	1
ĩ	ĩ	2
w	w	2
ě	e	1
^w	w	2
^X	x	1
āi	aːi	1
^ū	uː	1
ꭓ	x	1
ā̃	ãː	1
ch	tʃ	1
oi	ɔɪ	1
ng	ŋ	1
