Grapheme	IPA	Frequency
^p	p	9
a	ʌ	40
ñ	ɲ	2
j	dʒ	18
$	NULL	160
^ch’	tʃʰ	1
ē	eː	21
^s	s	7
t	t̪	20
^a	ʌ	19
ṭ	ʈ	2
ṭ’	ʈʰ	2
^n	n̪	6
ũ	ũ	1
^h	h	6
i	i	12
k	k	15
^d	d̪	7
s	s	29
ō	oː	15
^t	t̪	20
r	r	35
ä	ɛ	6
^ch	tʃ	7
ā	ʌː	81
ī	iː	37
n	n̪	32
ū̃	ũː	14
-	+	10
l	l	17
o	o	1
+	+	46
ā̃	ãː	28
^b	b	12
w	w	3
^b’	bʰ	3
ū	uː	3
^j	dʒ	6
ṇ	ɳ	8
b	b	2
au	au	3
ṛ	ɽ	18
u	u	27
^d’	d̪ʰ	2
^g’	gʰ	6
h	h	37
^g	g	4
ī̃	ĩː	3
^k	k	12
ṅ	ŋ	4
g	g	12
d	d̪	5
m	m	18
ai	ai	2
^u	u	7
ch	tʃ	3
p	p	2
ch’	tʃʰ	1
e	e	9
ō̃	õː	1
-$	NULL	9
^k’	kʰ	3
^w	w	1
^m	m	11
ä̃	ɛ̃	12
^m’	mʰ	1
^ā	ʌː	1
^ō	oː	13
ē̃	ẽː	1
n’	n̪̊ʰ	1
t’	t̪ʰ	1
k’	kʰ	2
b’	bʰ	1
^ḍ’	ɖʰ	1
ḍ	ɖ	2
ḍ’	ɖʰ	1
^l	l	1
^A	ʌ	1
^š	ʃ	1
^ū̃	ũː	1
