Grapheme	IPA	Frequency
^ṅ	ŋ	1
ā	ʌː	76
$	NULL	180
^g	g	4
ū	uː	30
p	p	39
^w	w	2
^s	s	14
a	ʌ	115
-	+	206
g	g	1
ī	iː	28
ē	eː	70
t	t̪	41
^k	k	26
ō	oː	35
^k’	kʰ	2
m	m	57
^n	n̪	29
^t’	t̪ʰ	2
^l	l	7
^-	+	10
+	+	94
k	k	26
o	o	21
n	n̪	61
i	i	51
^a	ʌ	24
^ū	uː	2
^p	p	5
s	s	7
l	l	31
^m	m	4
^y	j	5
^ī	iː	4
^ch	tʃ	6
ch	tʃ	27
^b	b	7
ṅ	ŋ	31
^h	h	11
u	u	8
^š	ʃ	4
g’	gʰ	3
p’	pʰ	6
ai	ai	14
oi	ɔɪ	3
^i	i	2
b	b	20
d	d̪	2
h	h	32
^t	t̪	7
k’	kʰ	1
-$	NULL	6
^d	d̪	1
^v	v	1
v	v	6
e	e	12
^oi	ɔɪ	1
^P	p	1
ou	əʊ	1
š	ʃ	3
d’	d̪ʰ	1
^ā	ʌː	4
