Grapheme	IPA	Frequency
^ū	uː	13
-	+	179
n	n̪	34
i	i	59
ṅ	ŋ	30
$	NULL	168
^ch’	tʃʰ	2
u	u	26
^k	k	5
o	o	76
l	l	21
^n	n̪	23
ā	ʌː	55
y	j	3
^b	b	5
ī	iː	5
p	p	22
ū	uː	17
+	+	43
k’	kʰ	22
e	e	44
a	ʌ	43
k	k	24
t	t̪	26
m	m	71
^d	d̪	3
^l	l	26
ō̃	õː	10
ch	tʃ	28
^s	s	5
^m	m	18
ᵍ	ɡ̚	1
^r	r	1
^ch	tʃ	6
ō	oː	29
^t	t̪	23
w	w	7
^g	g	12
ḍ	ɖ	5
s	s	13
°	NULL	41
g	g	4
ai	ai	5
r	r	5
ē	eː	7
ch’	tʃʰ	7
^j	dʒ	2
^y	j	1
^k’	kʰ	6
^h	h	3
^a	ʌ	2
^u	u	4
^p’	pʰ	1
^i	i	1
ᵗ	t̪̚	1
ᵖ	p̚	1
^w	w	4
t’	t̪ʰ	4
^ā	ʌː	1
^p	p	1
ē̃	ẽː	1
d	d̪	2
^v	v	1
v	v	2
ĩ	ĩ	1
