Grapheme	IPA	Frequency
^p	p	20
a	ʌ	57
ñ	ɲ	9
$	NULL	180
^ch’	tʃʰ	4
ē	eː	41
ī	iː	21
^s	s	10
t	t̪	25
^a	ʌ	13
ṭ	ʈ	2
ṭ’	ʈʰ	2
^n	n̪	5
å̃	ɔ	1
^h	h	7
i	i	26
k	k	21
e	e	9
^ḍ	ɖ	7
ā	ʌː	80
h	h	24
ū̃	ũː	18
^t	t̪	26
r	r	44
^ch	tʃ	8
ū	uː	10
d	d̪	14
-	+	4
n	n̪	22
+	+	49
p	p	1
w	w	6
ā̃	ãː	40
^m	m	17
^b’	bʰ	4
ä	ɛ	9
ṇ	ɳ	9
u	u	23
s	s	44
^z	z	1
l	l	10
m	m	21
^b	b	6
ō	oː	16
^d’	d̪ʰ	2
^g’	gʰ	6
ṛ	ɽ	10
n’	n̪̊ʰ	4
^g	g	6
ī̃	ĩː	1
^k	k	12
ṅ	ŋ	4
g	g	12
b	b	3
z	z	2
ch’	tʃʰ	3
^u	u	5
ch	tʃ	3
ḷ	ɭ	2
’	NULL	1
au	au	2
^v	v	3
-$	NULL	10
^k’	kʰ	2
å	ɔ	2
ä̃	ɛ̃	9
ĩ	ĩ	2
ḍ	ɖ	12
^ā	ʌː	2
^d	d̪	2
ē̃	ẽː	5
^ō	oː	14
v	v	8
^ū̃	ũː	1
^ū	uː	1
t’	t̪ʰ	1
k’	kʰ	3
ũ	ũ	1
^j	dʒ	1
b’	bʰ	1
^ḍ’	ɖʰ	1
ḍ’	ɖʰ	1
^l	l	1
^r	r	1
ṛ’	ɽʰ	1
j	dʒ	2
^X	x	1
^š	ʃ	1
j’	dʒʰ	1
