Grapheme	IPA	Frequency
^p	p	10
ō̃	õː	13
š	ʃ	19
$	NULL	188
^š	ʃ	7
ā	ʌː	68
^s	s	15
t	t̪	31
^a	ʌ	5
^n	n̪	3
au	au	3
^e	e	1
k	k	24
^d	d̪	16
ï	ɪ	1
s	s	30
ū	uː	10
^t	t̪	12
r	r	27
ē	eː	65
^ch	tʃ	6
^b	b	19
b	b	21
ō	oː	81
ai	ai	6
-	+	6
ž	ʒ	19
+	+	57
l	l	15
^ā	ʌː	6
z	z	2
^j	dʒ	4
^ž	ʒ	8
^k	k	13
ī	iː	41
^m	m	14
a	ʌ	29
n	n̪	33
u	u	35
e	e	14
^ṯs̱’	tsʰ	2
ṇ	ɳ	1
^ã	ã	3
p	p	6
ã	ã	1
i	i	27
^g	g	6
v	v	2
ũ	ũ	6
ṭ	ʈ	2
ē̃	ẽː	1
^āi	aːi	2
ch’	tʃʰ	3
^ch’	tʃʰ	4
m	m	6
ch	tʃ	6
ṅ	ŋ	1
^k’	kʰ	2
^ai	ai	1
ī̃	ĩː	2
^p’	pʰ	2
^y	j	2
h	h	9
y	j	3
-$	NULL	10
ü	y	1
o	o	9
d	d̪	5
āi	aːi	1
^t’	t̪ʰ	2
^ṯs̱	ts	3
^ē	eː	1
^u	u	2
t’	t̪ʰ	4
^r	r	13
^ts	ts	6
ā̃	ãː	2
g	g	4
gy	gʲ	3
^ō	oː	1
^h	h	2
ṯs̱’	tsʰ	1
^X	x	1
^D	d	1
^w	w	2
^l	l	1
ṭ’	ʈʰ	1
w	w	1
