Grapheme	IPA	Frequency
^r	r	3
a	ʌ	48
-	+	156
ṅ	ŋ	42
ā	ʌː	120
$	NULL	158
ū	uː	37
k	k	42
^s	s	7
r	r	19
i	i	58
e	e	22
t	t̪	15
^k	k	21
w	w	1
^p’	pʰ	8
^ṯs̱	ts	4
o	o	35
m	m	36
h	h	8
n	n̪	86
ī	iː	7
^t	t̪	5
l	l	35
^u	u	1
^p	p	11
+	+	69
p’	pʰ	2
ē	eː	13
^ṅ	ŋ	2
^n	n̪	27
^ch	tʃ	9
p	p	18
^m	m	11
s	s	3
j	dʒ	10
å	ɔ	7
ch	tʃ	19
^e	e	1
u	u	4
^ū	uː	5
ei	ei	16
ō	oː	2
^a	ʌ	7
^ā	ʌː	16
āi	aːi	3
°	NULL	3
^i	i	4
d	d̪	1
b	b	1
ai	ai	1
^å	ɔ	1
^h	h	3
^t’	t̪ʰ	3
^z	z	2
-$	NULL	5
^d	d̪	2
^j	dʒ	2
oi	ɔɪ	1
^l	l	5
^K	k	1
z	z	1
^v	v	2
