Grapheme	IPA	Frequency
^ɣ	ɣ	5
ā	ʌː	54
$	NULL	193
^t	t̪	2
r	r	24
u	u	49
k	k	26
^r	r	17
d	d̪	7
n	n̪	37
gy	gʲ	4
a	ʌ	106
t	t̪	76
g	g	11
^ch	tʃ	3
i	i	25
^s	s	11
ch	tʃ	4
ū	uː	13
^ñ	ɲ	4
ī	iː	32
s	s	46
m	m	25
^i	i	2
b	b	11
-	+	170
ž	ʒ	1
^a	ʌ	13
l	l	12
+	+	51
ñ	ɲ	1
ō	oː	50
ṅ	ŋ	88
^k	k	1
^p’	pʰ	2
š	ʃ	4
e	e	43
ṯs̱	ts	2
ē	eː	9
^m	m	7
^b	b	14
^z	z	2
o	o	36
^ch’	tʃʰ	4
ṯs̱’	tsʰ	2
^k’	kʰ	47
y	j	41
ky	kʲ	1
^š	ʃ	12
p’	pʰ	2
ɣ	ɣ	6
^l	l	13
ᵉ	ĕ	24
^t’	t̪ʰ	3
^y	j	2
t’	t̪ʰ	1
^d	d̪	4
p	p	17
^n	n̪	2
^o	o	2
f	f	1
^ṅ	ŋ	18
^g	g	2
^e	e	1
ꭓ	x	1
z	z	3
^X	x	1
ü	y	1
ḏẕ	dz	1
