Grapheme	IPA	Frequency
^s	s	15
i	i	76
ṅ	ŋ	11
g	g	23
$	NULL	175
a	ʌ	23
j	dʒ	31
^o	o	3
d	d̪	6
^ā	ʌː	28
ṭ	ʈ	11
u	u	119
^n	n̪	11
^r	r	3
o	o	30
^d	d̪	4
š	ʃ	2
^m	m	14
ñ	ɲ	24
ā	ʌː	177
l	l	28
b	b	15
^t	t̪	10
-	+	17
n	n̪	45
k	k	28
h	h	20
ē	eː	58
^a	ʌ	3
r	r	43
^i	i	6
y	j	1
m	m	41
s	s	52
^b	b	6
āi	aːi	4
ʰ	h	1
ḍ	ɖ	26
+	+	71
^p	p	10
ṛ	ɽ	10
ō	oː	9
ṇ	ɳ	2
^g	g	10
t	t̪	9
p	p	4
ĩ	ĩ	5
^ṛ	ɽ	2
oi	ɔɪ	2
^ḍ	ɖ	2
õ	õ	2
ũ	ũ	1
^u	u	2
^k	k	8
ā̃	ãː	1
ï	ɪ	2
^ī	iː	14
ī	iː	2
^ē	eː	16
ᵘ	ŭ	2
^l	l	2
^ṭ	ʈ	2
^ch	tʃ	1
^R	r	1
^ō	oː	1
ḷ	ɭ	1
^h	h	1
