Grapheme	IPA	Frequency
^m	m	12
ū	uː	26
-	+	129
ṅ	ŋ	38
o	o	42
$	NULL	195
^t	t̪	10
ī	iː	70
r	r	32
ō	oː	81
k	k	15
i	i	10
^ṯs̱	ts	1
s	s	10
a	ʌ	13
z	z	4
ā	ʌː	121
^e	e	25
k’	kʰ	12
å	ɔ	1
e	e	23
n	n̪	43
t’	t̪ʰ	3
m	m	21
ü	y	16
^ō	oː	32
p	p	45
^õ	õ	1
+	+	68
l	l	39
v	v	5
^ai	ai	3
y	j	11
t	t̪	29
ñ	ɲ	4
ē	eː	7
^ky	kʲ	3
ō̃	õː	3
ṯs̱	ts	4
^k	k	7
ö	ø	6
d	d̪	9
^f	f	6
’	NULL	6
^ñ	ɲ	3
^s	s	6
h	h	9
^n	n̪	33
m’	mʰ	2
ts	ts	2
^ch	tʃ	6
-$	NULL	2
^o	o	1
hy	hʲ	1
^l	l	1
w	w	18
ch	tʃ	20
^h	h	3
^w	w	2
^y	j	5
^ts	ts	1
^k’	kʰ	1
^ā	ʌː	10
ẽ	ẽ	2
^r	r	1
^p	p	4
ch’	tʃʰ	2
^š	ʃ	19
ĩ	ĩ	1
ã	ã	1
u	u	1
^P	p	1
