Grapheme	IPA	Frequency
^a	ʌ	7
y	j	13
i	i	50
d	d̪	21
u	u	70
$	NULL	167
^ā	ʌː	10
r	r	68
^y	j	9
ē	eː	21
ḍ	ɖ	51
e	e	18
n	n̪	63
m	m	35
^t	t̪	13
o	o	22
^o	o	1
k	k	52
a	ʌ	53
ṭ	ʈ	37
^p	p	9
^r	r	1
ṇ	ɳ	19
^m	m	32
ū	uː	5
^n	n̪	24
ā	ʌː	68
l	l	37
g	g	19
ⁱ	ĭ	27
-	+	20
ñ	ɲ	6
ch	tʃ	7
^i	i	8
ᵘ	ŭ	121
+	+	50
t	t̪	17
ᵃ	ă	33
^ch	tʃ	5
ᵉ	ĕ	5
š	ʃ	1
^k	k	11
v	v	25
^j	dʒ	2
ṅ	ŋ	4
s	s	1
ī	iː	19
p	p	16
^d	d̪	3
^v	v	19
^g	g	4
^l	l	2
ō	oː	14
ts	ts	2
ai	ai	2
b’	bʰ	1
^w	w	1
^ts	ts	1
^u	u	2
U	u	1
^e	e	1
h	h	1
^b	b	3
au	au	1
^D	d	1
ḷ	ɭ	2
ṣ	ʂ	1
ḏẕ	dz	1
^s	s	1
^ṯs̱	ts	1
