Grapheme	IPA	Frequency
^h	h	7
ā	ʌː	33
˧˨$	³²	7
o	o	15
k	k	5
˨$	²	25
^ch	tʃ	3
e	e	18
t	t̪	36
^p	p	6
ä	ɛ	9
^k	k	8
au	au	30
^n	n̪	6
ụ	y̜	1
ṅ	ŋ	33
^s	s	6
i	i	15
p	p	25
å	ɔ	24
˨˧$	²³	10
m	m	20
^p’	pʰ	15
˦˨$	⁴²	31
^k’	kʰ	31
˨˦	²⁴ +	45
p’	pʰ	19
˨	² +	23
^t	t̪	8
˦˨	⁴² +	49
s	s	4
k’	kʰ	5
n	n̪	57
˧$	³	90
^l	l	20
āi	aːi	20
l	l	9
˨4	²⁴ +	1
^m	m	13
ī	iː	36
ch’	tʃʰ	6
˦˦	⁴⁴ +	12
˨˦$	²⁴	12
ū	uː	23
y	j	7
à	a	68
ᵏ	k̚	9
^d	d̪	6
u	u	20
˧	³ +	33
^w	w	3
w	w	4
ä̌	ɛ	4
˦	⁴ +	5
˦$	⁴	3
^j’	dʒʰ	1
d	d̪	26
I	i	1
ai	ai	45
b	b	1
r	r	6
^ǎ	æ	1
^t’	t̪ʰ	20
ē	eː	2
ᵗ	t̪̚	5
ǎ	æ	10
˧˨	³² +	1
^r	r	10
˧˧	³³ +	2
^ch’	tʃʰ	9
˨˧	²³ +	6
t’	t̪ʰ	4
^y	j	1
ụ̄n	uː n	1
3	³	1
$	NULL	2
ch	tʃ	8
a	ʌ	3
ụ̄	uː	3
^f	f	2
^ṅ	ŋ	1
ạ̄	ʌː	1
^P	p	1
’	NULL	1
ạ	ø̜	2
^b	b	1
^ū	uː	1
