ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAPID	INFERRED_CLASS
23361	114_and	And	AKAKA	A_KA_KA	nä̃	nä̃	n̪ ɛ̃	akha1245	1577	21.2309	100.964		4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	n̪ɛ̃	0	3	And:3
23362	114_and	And	LISU	LISU	ᵃ ˧ bye	ᵃbye˧	ă b j e ³	lisu1250	1577	26.91	98.94		7 1 6 7 8	XBCYT	APJE6	81	81.A.V 81.P.C 81.J.C 81.E.V 81.6.T	3.0 1.3 1.2 3.0 1.0	ăbje³	0	18	And:18
23363	114_and	And	LISHAOYAOYIN	LISHAO_YAOYIN	bä	bä	b ɛ	lisu1250	1577	26.91	98.94		1 7	AX	PE	80	80.P.C 80.E.V	2.0 1.5	bɛ	0	8	And:8
23364	114_and	And	LAHU	LAHU	lä	lä	l ɛ	lahu1253	1577	21.2701	100.214		5 7	AX	LE	73	73.L.C 73.E.V	2.0 1.5	lɛ	0	1	And:1
23365	114_and	And	BHOTIATIBETANWRITTEN	BHOTIA_TIBETAN_WRITTEN	daṅ	daṅ	d̪ ʌ ŋ	sikk1242	1577	27.85795	88.59153		1 7 4	AXN	TEN	17	17.T.C 17.E.V 17.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23366	114_and	And	BHOTIATIBETANSPOKEN	BHOTIA_TIBETAN_SPOKEN	d’aṅ	d’aṅ	d̪ʰ ʌ ŋ	sikk1242	1577	27.85795	88.59153		1 7 4	AXN	TEN	16	16.T.C 16.E.V 16.N.c	2.0 1.5 0.8	d̪ʰʌŋ	0	7	And:7
23367	114_and	And	BALTI	BALTI	naṅ	naṅ	n̪ ʌ ŋ	balt1258	1577	34.4491	77.2859		4 7 4	AXN	NEN	12	12.N.C 12.E.V 12.N.c	2.0 1.5 0.8	n̪ʌŋ	0	3	And:3
23368	114_and	And	BALTI	BALTI	yaṅ	yaṅ	j ʌ ŋ	balt1258	1577	34.4491	77.2859		6 7 4	AXN	JEN	12	12.J.C 12.E.V 12.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23369	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	naṅ	naṅ	n̪ ʌ ŋ	puri1258	1577	34.3386	76.0127		4 7 4	AXN	NEN	15	15.N.C 15.E.V 15.N.c	2.0 1.5 0.8	n̪ʌŋ	0	3	And:3
23370	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	yaṅ	yaṅ	j ʌ ŋ	puri1258	1577	34.3386	76.0127		6 7 4	AXN	JEN	15	15.J.C 15.E.V 15.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23371	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	daṅ	daṅ	d̪ ʌ ŋ	puri1258	1577	34.3386	76.0127		1 7 4	AXN	TEN	15	15.T.C 15.E.V 15.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23372	114_and	And	LADAKHI	LADAKHI	daṅ	daṅ	d̪ ʌ ŋ	lada1244	1577	33.468	80.6013		1 7 4	AXN	TEN	71	71.T.C 71.E.V 71.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23373	114_and	And	LADAKHI	LADAKHI	yaṅ	yaṅ	j ʌ ŋ	lada1244	1577	33.468	80.6013		6 7 4	AXN	JEN	71	71.J.C 71.E.V 71.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23374	114_and	And	LADAKHIOFSPITI	LADAKHI_OF_SPITI	yaṅ	yaṅ	j ʌ ŋ	spit1240	1577	32.526	77.833		6 7 4	AXN	JEN	72	72.J.C 72.E.V 72.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23375	114_and	And	KAGATE	KAGATE	yaṅ	yaṅ	j ʌ ŋ	kaga1252	1577	27.4492	86.1675		6 7 4	AXN	JEN	55	55.J.C 55.E.V 55.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23376	114_and	And	SHARPA	SHARPA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sher1255	1577	27.674	86.9994		1 7 9 5 7 4	AX_AXN	TE_RYN	131	131.T.C 131.E.V 131._._ 131.R.C 131.Y.V 131.N.c	2.0 1.5 0.0 2.0 1.5 0.8	t̪ʌ+ruŋ	0	13	And:13
23377	114_and	And	DANJONGKA	DANJONGKA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sikk1242	1577	27.85795	88.59153		1 7 9 5 7 4	AX_AXN	TE_RYN	34	34.T.C 34.E.V 34._._ 34.R.C 34.Y.V 34.N.c	2.0 1.5 0.0 2.0 1.5 0.8	t̪ʌ+ruŋ	0	13	And:13
23378	114_and	And	HLOKE	HLOKE	ta-ru-ra	ta-ru-ra	t̪ ʌ + r u + r ʌ	lowa1242	1577	29.0324	83.8959		1 7 9 5 7 9 5 7	AX_AX_AX	TE_RY_RE	49	49.T.C 49.E.V 49._._ 49.R.C 49.Y.V 49._._ 49.R.C 49.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	t̪ʌ+ru+rʌ	0	13	And:13
23379	114_and	And	BODOORBARA	BODO_OR_BARA	bǔ	bǔ	b ŏ	bodo1269	1577	26.1	92.0		1 7	AX	PU	18	18.P.C 18.U.V	2.0 1.5	bŏ	0	8	And:8
23380	114_and	And	DEURICHUTIYA	DEURI_CHUTIYA	arke	arke	ʌ r k e	deor1238	1577	26.86152	93.70572		7 5 1 7	XMBZ	ERKE	36	36.E.V 36.R.c 36.K.C 36.E.V	1.5 1.1 1.75 0.8	ʌrke	0	14	And:14
23381	114_and	And	ANGAMI	ANGAMI	mu	mu	m u	anga1288	1577	25.6841	93.8668		4 7	AX	MY	7	7.M.C 7.Y.V	2.0 1.5	mu	0	5	And:5
23382	114_and	And	ANGAMI	ANGAMI	ri	ri	r i	anga1288	1577	25.6841	93.8668		5 7	AX	RI	7	7.R.C 7.I.V	2.0 1.5	ri	0	1	And:1
23383	114_and	And	SEMA	SEMA	-ṅwo	-ṅwo	+ ŋ w o	sumi1235	1577	25.9996	94.4235		9 4 6 7	_ACX	_NWU	127	127._._ 127.N.C 127.W.C 127.U.V	0.0 2.0 1.5 1.5	+ŋwo	0	23	And:23
23384	114_and	And	SEMA	SEMA	eno	eno	e n̪ o	sumi1235	1577	25.9996	94.4235		7 4 7	XBZ	ENU	127	127.E.V 127.N.C 127.U.V	1.5 1.75 0.8	en̪o	0	3	And:3
23385	114_and	And	SEMA	SEMA	ino	ino	i n̪ o	sumi1235	1577	25.9996	94.4235		7 4 7	XBZ	INU	127	127.I.V 127.N.C 127.U.V	1.5 1.75 0.8	in̪o	0	3	And:3
23386	114_and	And	RENGMA	RENGMA	tsonā-i	tsonā-i	ts o n̪ ʌː + i	nort2725	1577	26.4492	94.5683		2 7 4 7 9 7	AXBZ_X	CUNE_I	122	122.C.C 122.U.V 122.N.C 122.E.V 122._._ 122.I.V	2.0 1.5 1.75 0.8 0.0 1.5	tson̪ʌː+i	0	7	And:7
23387	114_and	And	KEZAMA	KEZAMA	yi	yi	j i	khez1235	1577	25.7078	94.3114		6 7	AX	JI	60	60.J.C 60.I.V	2.0 1.5	ji	0	10	And:10
23388	114_and	And	SOPVOMA	SOPVOMA	oṅē	oṅē	o ŋ eː	maon1238	1577	25.3836	94.0035		7 4 7	XBZ	UNE	137	137.U.V 137.N.C 137.E.V	1.5 1.75 0.8	oŋeː	0	3	And:3
23389	114_and	And	AO	AO	āseir	āseir	ʌː s ei r	aona1235	1577	26.3241	94.3824		7 3 7 5	XBYN	ESER	8	8.E.V 8.S.C 8.E.V 8.R.c	1.5 1.75 1.3 0.8	ʌːseir	0	6	And:6
23390	114_and	And	HLOTA	HLOTA	nā	nā	n̪ ʌː	loth1237	1577	26.01396	94.04355		4 7	AX	NE	50	50.N.C 50.E.V	2.0 1.5	n̪ʌː	0	3	And:3
23391	114_and	And	HLOTA	HLOTA	sūhā	sūhā	s uː h ʌː	loth1237	1577	26.01396	94.04355		3 7 3 7	AXBZ	SYHE	50	50.S.C 50.Y.V 50.H.C 50.E.V	2.0 1.5 1.75 0.8	suːhʌː	0	28	And:28
23392	114_and	And	THUKUMI	THUKUMI	apunu	apunu	ʌ p u n̪ u	sang1321	1577	25.8581	94.6279		7 1 7 4 7	XBYBZ	EPYNY	151	151.E.V 151.P.C 151.Y.V 151.N.C 151.Y.V	1.5 1.75 1.3 1.75 0.8	ʌpun̪u	0	3	And:3
23393	114_and	And	YACHUMI	YACHUMI	a-ṅibēyā	a-ṅibēyā	ʌ + ŋ i b eː j ʌː	yimc1240	1577	25.7675	94.8087		7 9 4 7 1 7 6 7	X_AXBYBZ	E_NIPEJE	158	158.E.V 158._._ 158.N.C 158.I.V 158.P.C 158.E.V 158.J.C 158.E.V	1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ʌ+ŋibeːjʌː	0	26	And:26
23394	114_and	And	TAMLU	TAMLU	ma	ma	m ʌ	phom1236	1577	26.4715	94.7476		4 7	AX	ME	141	141.M.C 141.E.V	2.0 1.5	mʌ	0	5	And:5
23395	114_and	And	CHANG	CHANG	tokē	tokē	t̪ o k eː	chan1313	1577	26.4336	94.9536		1 7 1 7	AXBZ	TUKE	26	26.T.C 26.U.V 26.K.C 26.E.V	2.0 1.5 1.75 0.8	t̪okeː	0	7	And:7
23396	114_and	And	KABUI	KABUI	ā-kum-nā	ā-kum-nā	ʌː + k u m + n̪ ʌː	rong1266	1577	25.098	93.7869		7 9 1 7 4 9 4 7	X_AXN_AX	E_KYM_NE	53	53.E.V 53._._ 53.K.C 53.Y.V 53.M.c 53._._ 53.N.C 53.E.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	ʌː+kum+n̪ʌː	0	15	And:15
23397	114_and	And	MIKIR	MIKIR	ānsi	ānsi	ʌː n̪ s i	karb1241	1577	25.7317	93.0462		7 4 3 7	XMBZ	ENSI	97	97.E.V 97.N.c 97.S.C 97.I.V	1.5 1.1 1.75 0.8	ʌːn̪si	0	21	And:21
23398	114_and	And	MIKIR	MIKIR	pen	pen	p e n̪	karb1241	1577	25.7317	93.0462		1 7 4	AXN	PEN	97	97.P.C 97.E.V 97.N.c	2.0 1.5 0.8	pen̪	0	21	And:21
23399	114_and	And	MIKIR	MIKIR	ā-kō	ā-kō	ʌː + k oː	karb1241	1577	25.7317	93.0462		7 9 1 7	X_AX	E_KU	97	97.E.V 97._._ 97.K.C 97.U.V	1.5 0.0 2.0 1.5	ʌː+koː	0	30	And:30
23400	114_and	And	TANGKHUL	TANGKHUL	āṅka-la	āṅka-la	ʌː ŋ k ʌ + l ʌ	ukhr1238	1577				7 4 1 7 9 5 7	XMBZ_AX	ENKE_LE	142	142.E.V 142.N.c 142.K.C 142.E.V 142._._ 142.L.C 142.E.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5	ʌːŋkʌ+lʌ	0	24	And:24
23401	114_and	And	TANGKHUL	TANGKHUL	la	la	l ʌ	ukhr1238	1577				5 7	AX	LE	142	142.L.C 142.E.V	2.0 1.5	lʌ	0	1	And:1
23402	114_and	And	MARING	MARING	-nuṅ	-nuṅ	+ n̪ u ŋ	mari1416	1577	24.2854	94.0723		9 4 7 4	_AXN	_NYN	93	93._._ 93.N.C 93.Y.V 93.N.c	0.0 2.0 1.5 0.8	+n̪uŋ	0	3	And:3
23403	114_and	And	CHINGPAORKACHIN	CHINGPA_OR_KACHIN	te	te	t̪ e	kach1280	1577	25.4634	97.3278		1 7	AX	TE	31	31.T.C 31.E.V	2.0 1.5	t̪e	0	7	And:7
23405	114_and	And	SINGPHO	SINGPHO	maṅ	maṅ	m ʌ ŋ	sing1264	1577	27.296	95.606		4 7 4	AXN	MEN	134	134.M.C 134.E.V 134.N.c	2.0 1.5 0.8	mʌŋ	0	5	And:5
23407	114_and	And	MEITHEI	MEITHEI	a-du-gā	a-du-gā	ʌ + d̪ u + g ʌː	mani1292	1577	24.4409	93.3426		7 9 1 7 9 1 7	X_AX_AX	E_TY_KE	95	95.E.V 95._._ 95.T.C 95.Y.V 95._._ 95.K.C 95.E.V	1.5 0.0 2.0 1.5 0.0 2.0 1.5	ʌ+d̪u+gʌː	0	20	And:20
23408	114_and	And	THADO	THADO	yōṅ	yōṅ	j oː ŋ	thad1238	1577	24.096	93.722		6 7 4	AXN	JUN	148	148.J.C 148.U.V 148.N.c	2.0 1.5 0.8	joːŋ	0	10	And:10
23409	114_and	And	THADO	THADO	lē	lē	l eː	thad1238	1577	24.096	93.722		5 7	AX	LE	148	148.L.C 148.E.V	2.0 1.5	leː	0	1	And:1
23410	114_and	And	SIYIN	SIYIN	lē	lē	l eː	siyi1240	1577	23.8192	93.6884		5 7	AX	LE	136	136.L.C 136.E.V	2.0 1.5	leː	0	1	And:1
23411	114_and	And	LAI	LAI	hẽ	hẽ	h ẽ	haka1240	1577	22.8735	92.8208		3 7	AX	HE	74	74.H.C 74.E.V	2.0 1.5	hẽ	0	16	And:16
23412	114_and	And	LUSHEI	LUSHEI	le°	le°	l e	lush1249	1577	22.6138	92.6247		5 7	AX	LE	85	85.L.C 85.E.V	2.0 1.5	le	0	1	And:1
23413	114_and	And	BANJOGI	BANJOGI	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	zotu1235	1577	22.5298	93.29		7 9 1 7 4	X_AXN	E_TEN	13	13.E.V 13._._ 13.T.C 13.E.V 13.N.c	1.5 0.0 2.0 1.5 0.8	ʌː+d̪ʌŋ	0	7	And:7
23414	114_and	And	PANKHU	PANKHU	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	pank1249	1577	22.6797	92.9461		7 9 1 7 4	X_AXN	E_TEN	112	112.E.V 112._._ 112.T.C 112.E.V 112.N.c	1.5 0.0 2.0 1.5 0.8	ʌː+d̪ʌŋ	0	7	And:7
23415	114_and	And	HALLAM	HALLAM	nūk-chū	nūk-chū	n̪ uː k + tʃ uː	fala1243	1577	23.7892833333	92.3254633333		4 7 1 9 1 7	AXN_AX	NYK_TY	47	47.N.C 47.Y.V 47.K.c 47._._ 47.T.C 47.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	n̪uːk+tʃuː	0	10	And:10
