ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAPID	INFERRED_CLASS
23283	114_and	And	GADABA	GADABA	bāhar	bāhar	b ʌː h ʌ r	bodo1267		18.3857	82.771		1 7 3 7 5	AXBYN	PEHER	6	6.P.C 6.E.V 6.H.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 0.8	bʌːhʌr	0	5	And:5
23295	114_and	And	VIETNAMESE	VIETNAMESE	˨˩ và	và˨˩	v a ²¹	viet1252		20.681188	105.774071		3 7 8	AXT	BA3	23	23.B.C 23.A.V 23.3.T	1.6 3.0 1.0	va²¹	0	9	And:9
56112	53_ass	Ass	KHMER	KHMER	leà	leà	l e a	cent1989		12.0515	105.015		5 7 7	AXZ	LEA	12	12.L.C 12.E.V 12.A.V	2.0 1.5 0.8	lea	0	15	Ass:15
56113	53_ass	Ass	TALAINGWRITTEN	TALAING_WRITTEN	māai	māai	m ʌː ai	monn1252		15.49394	98.122465		4 7 7	AXZ	MEA	22	22.M.C 22.E.V 22.A.V	2.0 1.5 0.8	mʌːai	0	18	Ass:18
56115	53_ass	Ass	PALAUNG	PALAUNG	lā	lā	l ʌː	ruma1248		23.6404	97.3172		5 7	AX	LE	16	16.L.C 16.E.V	2.0 1.5	lʌː	0	16	Ass:16
56116	53_ass	Ass	DARANG	DARANG	mà-lo (mule)	mà-lo	m a + l o	ruch1235		21.6176	98.0915		4 7 9 5 7	AX_AX	MA_LU	4	4.M.C 4.A.V 4._._ 4.L.C 4.U.V	2.0 1.5 0.0 2.0 1.5	ma+lo	0	12	Ass:12
56117	53_ass	Ass	WA	WA	màruàṅ	màruàṅ	m a r u a ŋ	nucl1290		23.1024	99.108		4 7 5 7 7 4	AXBYYN	MARYAN	24	24.M.C 24.A.V 24.R.C 24.Y.V 24.A.V 24.N.c	2.0 1.5 1.75 1.3 1.3 0.8	maruaŋ	0	20	Ass:20
56118	53_ass	Ass	SON	SON	mà-lå (mule)	mà-lå	m a + l ɔ	sonn1238					4 7 9 5 7	AX_AX	MA_LU	20	20.M.C 20.A.V 20._._ 20.L.C 20.U.V	2.0 1.5 0.0 2.0 1.5	ma+lɔ	0	12	Ass:12
56119	53_ass	Ass	EN	EN	m’blåṅ-hå (mule)	m’blåṅ-hå	mʰ b l ɔ ŋ + h ɔ	ennn1242					4 1 5 7 4 9 3 7	ACCYN_AX	MPLUN_HU	5	5.M.C 5.P.C 5.L.C 5.U.V 5.N.c 5._._ 5.H.C 5.U.V	2.0 1.5 1.5 1.3 0.8 0.0 2.0 1.5	mʰblɔŋ+hɔ	0	13	Ass:13
56120	53_ass	Ass	TAILOI	TAI_LOI	n’rāṅ-hå (mule)	n’rāṅ-hå	n̪̊ r ʌː ŋ + h ɔ	tail1246		21.4293	100.985		4 5 7 4 9 3 7	ACXN_AX	NREN_HU	21	21.N.C 21.R.C 21.E.V 21.N.c 21._._ 21.H.C 21.U.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	n̪̊rʌːŋ+hɔ	0	13	Ass:13
56121	53_ass	Ass	AMOK	A_MOK	m’làṅ-lå (mule)	m’làṅ-lå	mʰ l a ŋ + l ɔ	mokk1243		18.9117	99.5821		4 5 7 4 9 5 7	ACXN_AX	MLAN_LU	1	1.M.C 1.L.C 1.A.V 1.N.c 1._._ 1.L.C 1.U.V	2.0 1.5 1.5 0.8 0.0 2.0 1.5	mʰlaŋ+lɔ	0	12	Ass:12
56122	53_ass	Ass	ANGKU	ANG_KU	mà-lå (mule)	mà-lå	m a + l ɔ	huuu1240		22.0163	100.881		4 7 9 5 7	AX_AX	MA_LU	2	2.M.C 2.A.V 2._._ 2.L.C 2.U.V	2.0 1.5 0.0 2.0 1.5	ma+lɔ	0	12	Ass:12
56124	53_ass	Ass	YINRIANG	YIN_RIANG	lå-là (mule)	lå-là	l ɔ + l a	rian1261		24.0521	98.8333		5 7 9 5 7	AX_AX	LU_LA	26	26.L.C 26.U.V 26._._ 26.L.C 26.A.V	2.0 1.5 0.0 2.0 1.5	lɔ+la	0	12	Ass:12
56125	53_ass	Ass	KHASISTANDARD	KHASI_STANDARD	kàddà	kàddà	k a d̪ d̪ a	khas1269		24.977	91.9998		1 7 1 1 7	AXMBZ	KATTA	10	10.K.C 10.A.V 10.T.c 10.T.C 10.A.V	2.0 1.5 1.1 1.75 0.8	kad̪d̪a	0	14	Ass:14
56126	53_ass	Ass	WAR	WAR	kàddà	kàddà	k a d̪ d̪ a	warj1242		25.1154	91.6266		1 7 1 1 7	AXMBZ	KATTA	25	25.K.C 25.A.V 25.T.c 25.T.C 25.A.V	2.0 1.5 1.1 1.75 0.8	kad̪d̪a	0	14	Ass:14
56127	53_ass	Ass	SAVARA	SAVARA	pekui	pekui	p e k u i	sora1254		19.1213	84.19		1 7 1 7 7	AXBYZ	PEKYI	18	18.P.C 18.E.V 18.K.C 18.Y.V 18.I.V	2.0 1.5 1.75 1.3 0.8	pekui	0	17	Ass:17
56136	53_ass	Ass	VIETNAMESE	VIETNAMESE	˧ kon ˨˩ lüà	kon˧lüà˨˩	k o n̪ ³ + l y a ²¹	viet1252		20.681188	105.774071		1 7 4 8 9 5 7 7 8	AXLT_AXYT	KUN6_LYA3	23	23.K.C 23.U.V 23.N.c 23.6.T 23._._ 23.L.C 23.Y.V 23.A.V 23.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 3.0 1.0	kon̪³+lya²¹	0	19	Ass:19
51832	37_back	Back	KHMER	KHMER	k’nàṅ	k’nàṅ	kʰ n̪ a ŋ	cent1989		12.0515	105.015		1 4 7 4	ACXN	KNAN	12	12.K.C 12.N.C 12.A.V 12.N.c	2.0 1.5 1.5 0.8	kʰn̪aŋ	0	27	Back:27
51833	37_back	Back	TALAINGWRITTEN	TALAING_WRITTEN	chaḥ	chaḥ	tʃ ʌ h	monn1252		15.49394	98.122465		1 7 3	AXN	TEH	22	22.T.C 22.E.V 22.H.c	2.0 1.5 0.8	tʃʌh	0	31	Back:31
51835	37_back	Back	SAKAI	SAKAI	chᵉlōᵗ	chᵉlōᵗ	tʃ ĕ l oː t̪̚	seno1278					1 7 5 7 1	AXBYN	TELUT	17	17.T.C 17.E.V 17.L.C 17.U.V 17.T.c	2.0 1.5 1.75 1.3 0.8	tʃĕloːt̪̚	0	30	Back:30
51836	37_back	Back	SEMANG	SEMANG	krå’	krå’	k r ɔ	nort2682					1 5 7	ACX	KRU	19	19.K.C 19.R.C 19.U.V	2.0 1.5 1.5	krɔ	0	21	Back:21
51837	37_back	Back	SEMANG	SEMANG	kiå’	kiå’	k i ɔ	nort2682					1 7 7	AXZ	KIU	19	19.K.C 19.I.V 19.U.V	2.0 1.5 0.8	kiɔ	0	35	Back:35
51838	37_back	Back	PALAUNG	PALAUNG	kråṅ	kråṅ	k r ɔ ŋ	ruma1248		23.6404	97.3172		1 5 7 4	ACXN	KRUN	16	16.K.C 16.R.C 16.U.V 16.N.c	2.0 1.5 1.5 0.8	krɔŋ	0	21	Back:21
51840	37_back	Back	DARANG	DARANG	sààn-ke	sààn-ke	s a a n̪ + k e	ruch1235		21.6176	98.0915		3 7 7 4 9 1 7	AXYN_AX	SAAN_KE	4	4.S.C 4.A.V 4.A.V 4.N.c 4._._ 4.K.C 4.E.V	2.0 1.5 1.3 0.8 0.0 2.0 1.5	saan̪+ke	0	22	Back:22
51841	37_back	Back	DANAO	DANAO	kro θ’-kyen	kro θ’-kyen	k r o + θ + kʲ e n̪	dana1252		20.4957	96.998		1 5 7 9 3 9 1 7 4	ACX_A_AXN	KRU_D_KEN	3	3.K.C 3.R.C 3.U.V 3._._ 3.D.C 3._._ 3.K.C 3.E.V 3.N.c	2.0 1.5 1.5 0.0 2.0 0.0 2.0 1.5 0.8	kro+θ+kʲen̪	0	21	Back:21
51842	37_back	Back	KHASISTANDARD	KHASI_STANDARD	iṅdoṅ	iṅdoṅ	i ŋ d̪ o ŋ	khas1269		24.977	91.9998		7 4 1 7 4	XMBYN	INTUN	10	10.I.V 10.N.c 10.T.C 10.U.V 10.N.c	1.5 1.1 1.75 1.3 0.8	iŋd̪oŋ	0	25	Back:25
51843	37_back	Back	WAR	WAR	tümpoṅ	tümpoṅ	t̪ y m p o ŋ	warj1242		25.1154	91.6266		1 7 4 1 7 4	AXMBYN	TYMPUN	25	25.T.C 25.Y.V 25.M.c 25.P.C 25.U.V 25.N.c	2.0 1.5 1.1 1.75 1.3 0.8	t̪ympoŋ	0	33	Back:33
51844	37_back	Back	NICOBARESE	NICOBARESE	ok	ok	o k	cent1990		7.94812	93.3921		7 1	XN	UK	15	15.U.V 15.K.c	1.5 0.8	ok	0	29	Back:29
51845	37_back	Back	KHERWARISANTHALI	KHERWARI_SANTHALI	dēā	dēā	d̪ eː ʌː	sant1410		25.0317	87.8185		1 7 7	AXZ	TEE	11	11.T.C 11.E.V 11.E.V	2.0 1.5 0.8	d̪eːʌː	0	26	Back:26
51846	37_back	Back	MUNDARI	MUNDARI	dea	dea	d̪ e ʌ	mund1320		23.03	85.85		1 7 7	AXZ	TEE	14	14.T.C 14.E.V 14.E.V	2.0 1.5 0.8	d̪eʌ	0	26	Back:26
51847	37_back	Back	MUNDARI	MUNDARI	då̃yā	då̃yā	d̪ ɔ j ʌː	mund1320		23.03	85.85		1 7 6 7	AXBZ	TUJE	14	14.T.C 14.U.V 14.J.C 14.E.V	2.0 1.5 1.75 0.8	d̪ɔjʌː	0	26	Back:26
51848	37_back	Back	KURKU	KURKU	b’aurī	b’aurī	bʰ au r iː	kork1243		21.8358	77.5541		1 7 5 7	AXBZ	PARI	13	13.P.C 13.A.V 13.R.C 13.I.V	2.0 1.5 1.75 0.8	bʰauriː	0	28	Back:28
51849	37_back	Back	KHARIA	KHARIA	kuṇḍaᵖ	kuṇḍaᵖ	k u ɳ ɖ ʌ p̚	khar1287		22.3571	84.3922		1 7 4 1 7 1	AXMBYN	KYNTEP	9	9.K.C 9.Y.V 9.N.c 9.T.C 9.E.V 9.P.c	2.0 1.5 1.1 1.75 1.3 0.8	kuɳɖʌp̚	0	24	Back:24
51850	37_back	Back	JUANG	JUANG	kīnāp	kīnāp	k iː n̪ ʌː p	juan1238		21.2606	85.5845		1 7 4 7 1	AXBYN	KINEP	7	7.K.C 7.I.V 7.N.C 7.E.V 7.P.c	2.0 1.5 1.75 1.3 0.8	kiːn̪ʌːp	0	21	Back:21
51851	37_back	Back	SAVARA	SAVARA	kiṇḍoṅ	kiṇḍoṅ	k i ɳ ɖ o ŋ	sora1254		19.1213	84.19		1 7 4 1 7 4	AXMBYN	KINTUN	18	18.K.C 18.I.V 18.N.c 18.T.C 18.U.V 18.N.c	2.0 1.5 1.1 1.75 1.3 0.8	kiɳɖoŋ	0	25	Back:25
51852	37_back	Back	GADABA	GADABA	gīiḍāṅg	gīiḍāṅg	g iː i ɖ ʌː ŋ g	bodo1267		18.3857	82.771		1 7 7 1 7 4 1	AXYBYLN	KIITENK	6	6.K.C 6.I.V 6.I.V 6.T.C 6.E.V 6.N.c 6.K.c	2.0 1.5 1.3 1.75 1.3 1.1 0.8	giːiɖʌːŋg	0	23	Back:23
51853	37_back	Back	GADABA	GADABA	hāḍumnī	hāḍumnī	h ʌː ɖ u m n̪ iː	bodo1267		18.3857	82.771		3 7 1 7 4 4 7	AXBYMBZ	HETYMNI	6	6.H.C 6.E.V 6.T.C 6.Y.V 6.M.c 6.N.C 6.I.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hʌːɖumn̪iː	0	34	Back:34
51864	37_back	Back	VIETNAMESE	VIETNAMESE	˧ lüṅ	lüṅ˧	l y ŋ ³	viet1252		20.681188	105.774071		5 7 4 8	AXLT	LYN6	23	23.L.C 23.Y.V 23.N.c 23.6.T	1.6 3.0 1.1 1.0	lyŋ³	0	32	Back:32
35816	138_beat	Beat	KHMER	KHMER	veai chǒ	veai chǒ	v e ai + tʃ ɒ	cent1989		12.0515	105.015		3 7 7 9 1 7	AXZ_AX	BEA_TO	12	12.B.C 12.E.V 12.A.V 12._._ 12.T.C 12.O.V	2.0 1.5 0.8 0.0 2.0 1.5	veai+tʃɒ	0	43	Beat:43
35817	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ra	tak ra	t̪ ʌ k + r ʌ	monn1252		15.49394	98.122465		1 7 1 9 5 7	AXN_AX	TEK_RE	22	22.T.C 22.E.V 22.K.c 22._._ 22.R.C 22.E.V	2.0 1.5 0.8 0.0 2.0 1.5	t̪ʌk+rʌ	0	42	Beat:42
35818	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ñi	tak ñi	t̪ ʌ k + ɲ i	monn1252		15.49394	98.122465		1 7 1 9 4 7	AXN_AX	TEK_NI	22	22.T.C 22.E.V 22.K.c 22._._ 22.N.C 22.I.V	2.0 1.5 0.8 0.0 2.0 1.5	t̪ʌk+ɲi	0	42	Beat:42
35820	138_beat	Beat	SAKAI	SAKAI	biköh	biköh	b i k ø h	seno1278					1 7 1 7 3	AXBYN	PIKUH	17	17.P.C 17.I.V 17.K.C 17.U.V 17.H.c	2.0 1.5 1.75 1.3 0.8	bikøh	0	45	Beat:45
35821	138_beat	Beat	SAKAI	SAKAI	bikok	bikok	b i k o k	seno1278					1 7 1 7 1	AXBYN	PIKUK	17	17.P.C 17.I.V 17.K.C 17.U.V 17.K.c	2.0 1.5 1.75 1.3 0.8	bikok	0	45	Beat:45
35822	138_beat	Beat	SAKAI	SAKAI	båt	båt	b ɔ t̪	seno1278					1 7 1	AXN	PUT	17	17.P.C 17.U.V 17.T.c	2.0 1.5 0.8	bɔt̪	0	39	Beat:39
35823	138_beat	Beat	SEMANG	SEMANG	tᵉbåh	tᵉbåh	t̪ ĕ b ɔ h	nort2682					1 7 1 7 3	AXBYN	TEPUH	19	19.T.C 19.E.V 19.P.C 19.U.V 19.H.c	2.0 1.5 1.75 1.3 0.8	t̪ĕbɔh	0	46	Beat:46
35824	138_beat	Beat	SEMANG	SEMANG	tàṅkåh	tàṅkåh	t̪ a ŋ k ɔ h	nort2682					1 7 4 1 7 3	AXMBYN	TANKUH	19	19.T.C 19.A.V 19.N.c 19.K.C 19.U.V 19.H.c	2.0 1.5 1.1 1.75 1.3 0.8	t̪aŋkɔh	0	45	Beat:45
35825	138_beat	Beat	PALAUNG	PALAUNG	lạr	lạr	l a r	ruma1248		23.6404	97.3172		5 7 5	AXN	LAR	16	16.L.C 16.A.V 16.R.c	2.0 1.5 0.8	lar	0	38	Beat:38
35826	138_beat	Beat	PALAUNG	PALAUNG	(slap) tā	tā	t̪ ʌː	ruma1248		23.6404	97.3172		1 7	AX	TE	16	16.T.C 16.E.V	2.0 1.5	t̪ʌː	0	41	Beat:41
35828	138_beat	Beat	DARANG	DARANG	mà	mà	m a	ruch1235		21.6176	98.0915		4 7	AX	MA	4	4.M.C 4.A.V	2.0 1.5	ma	0	38	Beat:38
35829	138_beat	Beat	WA	WA	mün	mün	m y n̪	nucl1290		23.1024	99.108		4 7 4	AXN	MYN	24	24.M.C 24.Y.V 24.N.c	2.0 1.5 0.8	myn̪	0	38	Beat:38
35830	138_beat	Beat	SON	SON	lwe	lwe	l w e	sonn1238					5 6 7	ACX	LWE	20	20.L.C 20.W.C 20.E.V	2.0 1.5 1.5	lwe	0	37	Beat:37
35831	138_beat	Beat	EN	EN	min	min	m i n̪	ennn1242					4 7 4	AXN	MIN	5	5.M.C 5.I.V 5.N.c	2.0 1.5 0.8	min̪	0	38	Beat:38
35832	138_beat	Beat	TAILOI	TAI_LOI	pu	pu	p u	tail1246		21.4293	100.985		1 7	AX	PY	21	21.P.C 21.Y.V	2.0 1.5	pu	0	39	Beat:39
35833	138_beat	Beat	AMOK	A_MOK	klok-en	klok-en	k l o k + e n̪	mokk1243		18.9117	99.5821		1 5 7 1 9 7 4	ACXN_XN	KLUK_EN	1	1.K.C 1.L.C 1.U.V 1.K.c 1._._ 1.E.V 1.N.c	2.0 1.5 1.5 0.8 0.0 1.5 0.8	klok+en̪	0	36	Beat:36
35834	138_beat	Beat	ANGKU	ANG_KU	wup	wup	w u p	huuu1240		22.0163	100.881		6 7 1	AXN	WYP	2	2.W.C 2.Y.V 2.P.c	2.0 1.5 0.8	wup	0	37	Beat:37
35836	138_beat	Beat	DANAO	DANAO	löṅ	löṅ	l ø ŋ	dana1252		20.4957	96.998		5 7 4	AXN	LUN	3	3.L.C 3.U.V 3.N.c	2.0 1.5 0.8	løŋ	0	38	Beat:38
35837	138_beat	Beat	YINRIANG	YIN_RIANG	nàk	nàk	n̪ a k	rian1261		24.0521	98.8333		4 7 1	AXN	NAK	26	26.N.C 26.A.V 26.K.c	2.0 1.5 0.8	n̪ak	0	42	Beat:42
35838	138_beat	Beat	KHASISTANDARD	KHASI_STANDARD	šo°	šo°	ʃ o	khas1269		24.977	91.9998		3 7	AX	SU	10	10.S.C 10.U.V	2.0 1.5	ʃo	0	41	Beat:41
35839	138_beat	Beat	WAR	WAR	sümpàt	sümpàt	s y m p a t̪	warj1242		25.1154	91.6266		3 7 4 1 7 1	AXMBYN	SYMPAT	25	25.S.C 25.Y.V 25.M.c 25.P.C 25.A.V 25.T.c	2.0 1.5 1.1 1.75 1.3 0.8	sympat̪	0	48	Beat:48
35840	138_beat	Beat	WAR	WAR	cho°	cho°	tʃ o	warj1242		25.1154	91.6266		1 7	AX	TU	25	25.T.C 25.U.V	2.0 1.5	tʃo	0	41	Beat:41
35841	138_beat	Beat	NICOBARESE	NICOBARESE	orī	orī	o r iː	cent1990		7.94812	93.3921		7 5 7	XBZ	URI	15	15.U.V 15.R.C 15.I.V	1.5 1.75 0.8	oriː	0	44	Beat:44
35842	138_beat	Beat	KHERWARISANTHALI	KHERWARI_SANTHALI	dāl	dāl	d̪ ʌː l	sant1410		25.0317	87.8185		1 7 5	AXN	TEL	11	11.T.C 11.E.V 11.L.c	2.0 1.5 0.8	d̪ʌːl	0	42	Beat:42
35843	138_beat	Beat	MUNDARI	MUNDARI	dāl	dāl	d̪ ʌː l	mund1320		23.03	85.85		1 7 5	AXN	TEL	14	14.T.C 14.E.V 14.L.c	2.0 1.5 0.8	d̪ʌːl	0	42	Beat:42
35844	138_beat	Beat	KURKU	KURKU	mundā	mundā	m u n̪ d̪ ʌː	kork1243		21.8358	77.5541		4 7 4 1 7	AXMBZ	MYNTE	13	13.M.C 13.Y.V 13.N.c 13.T.C 13.E.V	2.0 1.5 1.1 1.75 0.8	mun̪d̪ʌː	0	38	Beat:38
35845	138_beat	Beat	KHARIA	KHARIA	gil	gil	g i l	khar1287		22.3571	84.3922		1 7 5	AXN	KIL	9	9.K.C 9.I.V 9.L.c	2.0 1.5 0.8	gil	0	40	Beat:40
35846	138_beat	Beat	JUANG	JUANG	ab’a	ab’a	ʌ bʰ ʌ	juan1238		21.2606	85.5845		7 1 7	XBZ	EPE	7	7.E.V 7.P.C 7.E.V	1.5 1.75 0.8	ʌbʰʌ	0	39	Beat:39
35847	138_beat	Beat	SAVARA	SAVARA	tiḍ	tiḍ	t̪ i ɖ	sora1254		19.1213	84.19		1 7 1	AXN	TIT	18	18.T.C 18.I.V 18.T.c	2.0 1.5 0.8	t̪iɖ	0	42	Beat:42
35848	138_beat	Beat	GADABA	GADABA	buk	buk	b u k	bodo1267		18.3857	82.771		1 7 1	AXN	PYK	6	6.P.C 6.Y.V 6.K.c	2.0 1.5 0.8	buk	0	39	Beat:39
35860	138_beat	Beat	VIETNAMESE	VIETNAMESE	˦˥ dàñ	dàñ˦˥	d̪ a ɲ ⁴⁵	viet1252		20.681188	105.774071		1 7 4 8	AXLT	TAN2	23	23.T.C 23.A.V 23.N.c 23.2.T	1.6 3.0 1.1 1.0	d̪aɲ⁴⁵	0	47	Beat:47
21268	109_before	Before	KHMER	KHMER	mun	mun	m u n̪	cent1989		12.0515	105.015		4 7 4	AXN	MYN	12	12.M.C 12.Y.V 12.N.c	2.0 1.5 0.8	mun̪	0	58	Before:58
21269	109_before	Before	TALAINGWRITTEN	TALAING_WRITTEN	gata	gata	g ʌ t̪ ʌ	monn1252		15.49394	98.122465		1 7 1 7	AXBZ	KETE	22	22.K.C 22.E.V 22.T.C 22.E.V	2.0 1.5 1.75 0.8	gʌt̪ʌ	0	59	Before:59
21271	109_before	Before	SAKAI	SAKAI	kui-ṅār	kui-ṅār	k u i + ŋ ʌː r	seno1278					1 7 7 9 4 7 5	AXZ_AXN	KYI_NER	17	17.K.C 17.Y.V 17.I.V 17._._ 17.N.C 17.E.V 17.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kui+ŋʌːr	0	53	Before:53
21272	109_before	Before	SAKAI	SAKAI	kui ‘ntöh	kui ‘ntöh	k u i + n̪ t̪ ø h	seno1278					1 7 7 9 4 1 7 3	AXZ_ACYN	KYI_NTUH	17	17.K.C 17.Y.V 17.I.V 17._._ 17.N.C 17.T.C 17.U.V 17.H.c	2.0 1.5 0.8 0.0 2.0 1.5 1.3 0.8	kui+n̪t̪øh	0	53	Before:53
21273	109_before	Before	SEMANG	SEMANG	kàseṅ (?)	kàseṅ	k a s e ŋ	nort2682					1 7 3 7 4	AXBYN	KASEN	19	19.K.C 19.A.V 19.S.C 19.E.V 19.N.c	2.0 1.5 1.75 1.3 0.8	kaseŋ	0	64	Before:64
21274	109_before	Before	SEMANG	SEMANG	chinàh	chinàh	tʃ i n̪ a h	nort2682					1 7 4 7 3	AXBYN	TINAH	19	19.T.C 19.I.V 19.N.C 19.A.V 19.H.c	2.0 1.5 1.75 1.3 0.8	tʃin̪ah	0	72	Before:72
21275	109_before	Before	PALAUNG	PALAUNG	(place) rààᵗ	rààᵗ	r a a t̪̚	ruma1248		23.6404	97.3172		5 7 7 1	AXYN	RAAT	16	16.R.C 16.A.V 16.A.V 16.T.c	2.0 1.5 1.3 0.8	raat̪̚	0	62	Before:62
21276	109_before	Before	PALAUNG	PALAUNG	(time) krǖ-ä̌	krǖ-ä̌	k r yː + ɛ	ruma1248		23.6404	97.3172		1 5 7 9 7	ACX_X	KRY_E	16	16.K.C 16.R.C 16.Y.V 16._._ 16.E.V	2.0 1.5 1.5 0.0 1.5	kryː+ɛ	0	71	Before:71
21277	109_before	Before	PALAUNG	PALAUNG	krä̌	krä̌	k r ɛ	ruma1248		23.6404	97.3172		1 5 7	ACX	KRE	16	16.K.C 16.R.C 16.E.V	2.0 1.5 1.5	krɛ	0	71	Before:71
21278	109_before	Before	PALAUNG	PALAUNG	ai°	ai°	ai	ruma1248		23.6404	97.3172		7	X	A	16	16.A.V	1.5	ai	0	74	Before:74
21279	109_before	Before	PALAUNG	PALAUNG	dåṅ	dåṅ	d̪ ɔ ŋ	ruma1248		23.6404	97.3172		1 7 4	AXN	TUN	16	16.T.C 16.U.V 16.N.c	2.0 1.5 0.8	d̪ɔŋ	0	75	Before:75
