ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	INFOMAPID	INFERRED_CLASS
50091	32_ear	Ear	KURUXORORAO	KURUX_OR_ORAO	ꭓebdā	ꭓebdā	x e b d̪ ʌː	kuru1302		24.4644	86.4657		3 7 1 1 7	AXMBZ	GEPTE	12	12.G.C 12.E.V 12.P.c 12.T.C 12.E.V	2.0 1.5 1.1 1.75 0.8	xebd̪ʌː	0	204	Ear:204
50092	32_ear	Ear	MALTOORMALER	MALTO_OR_MALER	qeθwuθ	qeθwuθ	q e θ w u θ	kuma1274		24.1217	87.2699		1 7 3 6 7 3	AXBCYN	KEDWYD	14	14.K.C 14.E.V 14.D.C 14.W.C 14.Y.V 14.D.c	2.0 1.5 1.75 1.5 1.3 0.8	qeθwuθ	0	205	Ear:205
50093	32_ear	Ear	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	kriu	kriu	k r i u	kuii1252		19.2043	83.5859		1 5 7 7	ACXZ	KRIY	11	11.K.C 11.R.C 11.I.V 11.Y.V	2.0 1.5 1.5 0.8	kriu	0	201	Ear:201
50094	32_ear	Ear	KOLAMI	KOLAMI	kēv	kēv	k eː v	nort2699		20.1022	78.4934		1 7 3	AXN	KEB	8	8.K.C 8.E.V 8.B.c	2.0 1.5 0.8	keːv	0	203	Ear:203
50095	32_ear	Ear	GONDI	GONDI	kawī	kawī	k ʌ w iː	sout2711		20.10446	80.27811		1 7 6 7	AXBZ	KEWI	3	3.K.C 3.E.V 3.W.C 3.I.V	2.0 1.5 1.75 0.8	kʌwiː	0	201	Ear:201
50096	32_ear	Ear	TELUGU	TELUGU	chev^i	chev^i	tʃ e v i	telu1262		16.4529	78.7024		1 7 3 7	AXBZ	TEBI	16	16.T.C 16.E.V 16.B.C 16.I.V	2.0 1.5 1.75 0.8	tʃevi	0	201	Ear:201
50097	32_ear	Ear	BRAHUI	BRAHUI	ꭓaf	ꭓaf	x ʌ f	brah1256		29.04	66.56		3 7 3	AXN	GEB	2	2.G.C 2.E.V 2.B.c	2.0 1.5 0.8	xʌf	0	201	Ear:201
25442	119_eat	Eat	TAMIL	TAMIL	tin	tin	t̪ i n̪	tami1289		10.520219	78.825989		1 7 4	AXN	TIN	15	15.T.C 15.I.V 15.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25443	119_eat	Eat	KORAVA	KORAVA	tin	tin	t̪ i n̪	yeru1240		17.3702	81.9748		1 7 4	AXN	TIN	9	9.T.C 9.I.V 9.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25444	119_eat	Eat	KAIKADI	KAIKADI	tin	tin	t̪ i n̪	kaik1244		18.3859	76.0003		1 7 4	AXN	TIN	5	5.T.C 5.I.V 5.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25445	119_eat	Eat	IRULA	IRULA	tiṇ	tiṇ	t̪ i ɳ	irul1243		12.70645	79.95209		1 7 4	AXN	TIN	4	4.T.C 4.I.V 4.N.c	2.0 1.5 0.8	t̪iɳ	0	206	Eat:206
25446	119_eat	Eat	MALAYALAM	MALAYALAM	tin	tin	t̪ i n̪	mala1464		9.59208	76.7651		1 7 4	AXN	TIN	13	13.T.C 13.I.V 13.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25447	119_eat	Eat	KANARESE	KANARESE	tin	tin	t̪ i n̪	nucl1305		13.5878	76.1198		1 7 4	AXN	TIN	6	6.T.C 6.I.V 6.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25448	119_eat	Eat	BADAGA	BADAGA	tin	tin	t̪ i n̪	bada1257		11.3094	76.5974		1 7 4	AXN	TIN	1	1.T.C 1.I.V 1.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25449	119_eat	Eat	KODAGU	KODAGU	tin	tin	t̪ i n̪	koda1255		12.2443	75.9161		1 7 4	AXN	TIN	7	7.T.C 7.I.V 7.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25450	119_eat	Eat	KODAGU	KODAGU	uṇṇ	uṇṇ	u ɳ ɳ	koda1255		12.2443	75.9161		7 4 4	XLN	YNN	7	7.Y.V 7.N.c 7.N.c	1.5 1.1 0.8	uɳɳ	0	206	Eat:206
25451	119_eat	Eat	TULU	TULU	tin	tin	t̪ i n̪	tulu1258		12.8114	75.2651		1 7 4	AXN	TIN	18	18.T.C 18.I.V 18.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25452	119_eat	Eat	TODA	TODA	tin	tin	t̪ i n̪	toda1252		11.4184	77.0168		1 7 4	AXN	TIN	17	17.T.C 17.I.V 17.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25453	119_eat	Eat	KOTA	KOTA	tin	tin	t̪ i n̪	kota1263		11.4978	76.9387		1 7 4	AXN	TIN	10	10.T.C 10.I.V 10.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25454	119_eat	Eat	KURUXORORAO	KURUX_OR_ORAO	mōꭓ	mōꭓ	m oː x	kuru1302		24.4644	86.4657		4 7 3	AXN	MUG	12	12.M.C 12.U.V 12.G.c	2.0 1.5 0.8	moːx	0	207	Eat:207
25455	119_eat	Eat	MALTOORMALER	MALTO_OR_MALER	lap	lap	l ʌ p	kuma1274		24.1217	87.2699		5 7 1	AXN	LEP	14	14.L.C 14.E.V 14.P.c	2.0 1.5 0.8	lʌp	0	208	Eat:208
25456	119_eat	Eat	MALTOORMALER	MALTO_OR_MALER	mōq	mōq	m oː q	kuma1274		24.1217	87.2699		4 7 1	AXN	MUK	14	14.M.C 14.U.V 14.K.c	2.0 1.5 0.8	moːq	0	209	Eat:209
25457	119_eat	Eat	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	tin	tin	t̪ i n̪	kuii1252		19.2043	83.5859		1 7 4	AXN	TIN	11	11.T.C 11.I.V 11.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25458	119_eat	Eat	GONDI	GONDI	tin	tin	t̪ i n̪	sout2711		20.10446	80.27811		1 7 4	AXN	TIN	3	3.T.C 3.I.V 3.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25459	119_eat	Eat	TELUGU	TELUGU	tin	tin	t̪ i n̪	telu1262		16.4529	78.7024		1 7 4	AXN	TIN	16	16.T.C 16.I.V 16.N.c	2.0 1.5 0.8	t̪in̪	0	206	Eat:206
25460	119_eat	Eat	BRAHUI	BRAHUI	kun	kun	k u n̪	brah1256		29.04	66.56		1 7 4	AXN	KYN	2	2.K.C 2.Y.V 2.N.c	2.0 1.5 0.8	kun̪	0	206	Eat:206
1363	8_eight	Eight	TAMIL	TAMIL	eṭṭu	eṭṭu	e ʈ ʈ u	tami1289		10.520219	78.825989		7 1 1 7	XMBZ	ETTY	15	15.E.V 15.T.c 15.T.C 15.Y.V	1.5 1.1 1.75 0.8	eʈʈu	0	210	Eight:210
1364	8_eight	Eight	TAMIL	TAMIL	eṇ	eṇ	e ɳ	tami1289		10.520219	78.825989		7 4	XN	EN	15	15.E.V 15.N.c	1.5 0.8	eɳ	0	210	Eight:210
1365	8_eight	Eight	KORAVA	KORAVA	aṭṭa	aṭṭa	ʌ ʈ ʈ ʌ	yeru1240		17.3702	81.9748		7 1 1 7	XMBZ	ETTE	9	9.E.V 9.T.c 9.T.C 9.E.V	1.5 1.1 1.75 0.8	ʌʈʈʌ	0	210	Eight:210
1366	8_eight	Eight	KAIKADI	KAIKADI	aṭṭa	aṭṭa	ʌ ʈ ʈ ʌ	kaik1244		18.3859	76.0003		7 1 1 7	XMBZ	ETTE	5	5.E.V 5.T.c 5.T.C 5.E.V	1.5 1.1 1.75 0.8	ʌʈʈʌ	0	210	Eight:210
1367	8_eight	Eight	IRULA	IRULA	yeṭṭu	yeṭṭu	j e ʈ ʈ u	irul1243		12.70645	79.95209		6 7 1 1 7	AXMBZ	JETTY	4	4.J.C 4.E.V 4.T.c 4.T.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	jeʈʈu	0	210	Eight:210
1368	8_eight	Eight	MALAYALAM	MALAYALAM	yeṭṭu	yeṭṭu	j e ʈ ʈ u	mala1464		9.59208	76.7651		6 7 1 1 7	AXMBZ	JETTY	13	13.J.C 13.E.V 13.T.c 13.T.C 13.Y.V	2.0 1.5 1.1 1.75 0.8	jeʈʈu	0	210	Eight:210
1369	8_eight	Eight	KANARESE	KANARESE	eṇṭu	eṇṭu	e ɳ ʈ u	nucl1305		13.5878	76.1198		7 4 1 7	XMBZ	ENTY	6	6.E.V 6.N.c 6.T.C 6.Y.V	1.5 1.1 1.75 0.8	eɳʈu	0	210	Eight:210
1370	8_eight	Eight	BADAGA	BADAGA	yeṭṭu	yeṭṭu	j e ʈ ʈ u	bada1257		11.3094	76.5974		6 7 1 1 7	AXMBZ	JETTY	1	1.J.C 1.E.V 1.T.c 1.T.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	jeʈʈu	0	210	Eight:210
1371	8_eight	Eight	KODAGU	KODAGU	yeṭṭü	yeṭṭü	j e ʈ ʈ y	koda1255		12.2443	75.9161		6 7 1 1 7	AXMBZ	JETTY	7	7.J.C 7.E.V 7.T.c 7.T.C 7.Y.V	2.0 1.5 1.1 1.75 0.8	jeʈʈy	0	210	Eight:210
1372	8_eight	Eight	TULU	TULU	yeṇma	yeṇma	j e ɳ m ʌ	tulu1258		12.8114	75.2651		6 7 4 4 7	AXMBZ	JENME	18	18.J.C 18.E.V 18.N.c 18.M.C 18.E.V	2.0 1.5 1.1 1.75 0.8	jeɳmʌ	0	213	Eight:213
1373	8_eight	Eight	TODA	TODA	eṭṭ	eṭṭ	e ʈ ʈ	toda1252		11.4184	77.0168		7 1 1	XLN	ETT	17	17.E.V 17.T.c 17.T.c	1.5 1.1 0.8	eʈʈ	0	210	Eight:210
1374	8_eight	Eight	KOTA	KOTA	yeṭṭe	yeṭṭe	j e ʈ ʈ e	kota1263		11.4978	76.9387		6 7 1 1 7	AXMBZ	JETTE	10	10.J.C 10.E.V 10.T.c 10.T.C 10.E.V	2.0 1.5 1.1 1.75 0.8	jeʈʈe	0	210	Eight:210
1375	8_eight	Eight	KURUXORORAO	KURUX_OR_ORAO	āṭh (Aryan)	āṭh	ʌː ʈ h	kuru1302		24.4644	86.4657		7 1 3	XBC	ETH	12	12.E.V 12.T.C 12.H.C	1.5 1.75 1.5	ʌːʈh	0	210	Eight:210
1376	8_eight	Eight	MALTOORMALER	MALTO_OR_MALER	aṭ (Aryan)	aṭ	ʌ ʈ	kuma1274		24.1217	87.2699		7 1	XN	ET	14	14.E.V 14.T.c	1.5 0.8	ʌʈ	0	210	Eight:210
1377	8_eight	Eight	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	āṭu	āṭu	ʌː ʈ u	kuii1252		19.2043	83.5859		7 1 7	XBZ	ETY	11	11.E.V 11.T.C 11.Y.V	1.5 1.75 0.8	ʌːʈu	0	210	Eight:210
1378	8_eight	Eight	GONDI	GONDI	aṛmur	aṛmur	ʌ ɽ m u r	sout2711		20.10446	80.27811		7 5 4 7 5	XMBYN	ERMYR	3	3.E.V 3.R.c 3.M.C 3.Y.V 3.R.c	1.5 1.1 1.75 1.3 0.8	ʌɽmur	0	212	Eight:212
1379	8_eight	Eight	TELUGU	TELUGU	yenimidi	yenimidi	j e n̪ i m i d̪ i	telu1262		16.4529	78.7024		6 7 4 7 4 7 1 7	AXBYBYBZ	JENIMITI	16	16.J.C 16.E.V 16.N.C 16.I.V 16.M.C 16.I.V 16.T.C 16.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	jen̪imid̪i	0	213	Eight:213
1380	8_eight	Eight	BRAHUI	BRAHUI	hašt (Aryan)	hašt	h ʌ ʃ t̪	brah1256		29.04	66.56		3 7 3 1	AXLN	HEST	2	2.H.C 2.E.V 2.S.c 2.T.c	2.0 1.5 1.1 0.8	hʌʃt̪	0	211	Eight:211
48878	29_eye	Eye	TAMIL	TAMIL	kaṇa	kaṇa	k ʌ ɳ ʌ	tami1289		10.520219	78.825989		1 7 4 7	AXBZ	KENE	15	15.K.C 15.E.V 15.N.C 15.E.V	2.0 1.5 1.75 0.8	kʌɳʌ	0	214	Eye:214
48879	29_eye	Eye	KORAVA	KORAVA	k’aṇṇa	k’aṇṇa	kʰ ʌ ɳ ɳ ʌ	yeru1240		17.3702	81.9748		1 7 4 4 7	AXMBZ	KENNE	9	9.K.C 9.E.V 9.N.c 9.N.C 9.E.V	2.0 1.5 1.1 1.75 0.8	kʰʌɳɳʌ	0	214	Eye:214
48880	29_eye	Eye	KAIKADI	KAIKADI	kanna	kanna	k ʌ n̪ n̪ ʌ	kaik1244		18.3859	76.0003		1 7 4 4 7	AXMBZ	KENNE	5	5.K.C 5.E.V 5.N.c 5.N.C 5.E.V	2.0 1.5 1.1 1.75 0.8	kʌn̪n̪ʌ	0	214	Eye:214
48881	29_eye	Eye	IRULA	IRULA	kaṇṇu	kaṇṇu	k ʌ ɳ ɳ u	irul1243		12.70645	79.95209		1 7 4 4 7	AXMBZ	KENNY	4	4.K.C 4.E.V 4.N.c 4.N.C 4.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳu	0	214	Eye:214
48882	29_eye	Eye	MALAYALAM	MALAYALAM	kaṇṇu	kaṇṇu	k ʌ ɳ ɳ u	mala1464		9.59208	76.7651		1 7 4 4 7	AXMBZ	KENNY	13	13.K.C 13.E.V 13.N.c 13.N.C 13.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳu	0	214	Eye:214
48883	29_eye	Eye	KANARESE	KANARESE	kaṇṇu	kaṇṇu	k ʌ ɳ ɳ u	nucl1305		13.5878	76.1198		1 7 4 4 7	AXMBZ	KENNY	6	6.K.C 6.E.V 6.N.c 6.N.C 6.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳu	0	214	Eye:214
48884	29_eye	Eye	BADAGA	BADAGA	kaṇṇu	kaṇṇu	k ʌ ɳ ɳ u	bada1257		11.3094	76.5974		1 7 4 4 7	AXMBZ	KENNY	1	1.K.C 1.E.V 1.N.c 1.N.C 1.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳu	0	214	Eye:214
48885	29_eye	Eye	KODAGU	KODAGU	kaṇṇ	kaṇṇ	k ʌ ɳ ɳ	koda1255		12.2443	75.9161		1 7 4 4	AXLN	KENN	7	7.K.C 7.E.V 7.N.c 7.N.c	2.0 1.5 1.1 0.8	kʌɳɳ	0	214	Eye:214
48886	29_eye	Eye	TULU	TULU	kaṇṇü	kaṇṇü	k ʌ ɳ ɳ y	tulu1258		12.8114	75.2651		1 7 4 4 7	AXMBZ	KENNY	18	18.K.C 18.E.V 18.N.c 18.N.C 18.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳy	0	214	Eye:214
48887	29_eye	Eye	TODA	TODA	kaṇṇ	kaṇṇ	k ʌ ɳ ɳ	toda1252		11.4184	77.0168		1 7 4 4	AXLN	KENN	17	17.K.C 17.E.V 17.N.c 17.N.c	2.0 1.5 1.1 0.8	kʌɳɳ	0	214	Eye:214
48888	29_eye	Eye	KOTA	KOTA	kaṇṇu	kaṇṇu	k ʌ ɳ ɳ u	kota1263		11.4978	76.9387		1 7 4 4 7	AXMBZ	KENNY	10	10.K.C 10.E.V 10.N.c 10.N.C 10.Y.V	2.0 1.5 1.1 1.75 0.8	kʌɳɳu	0	214	Eye:214
48889	29_eye	Eye	KURUXORORAO	KURUX_OR_ORAO	ꭓann	ꭓann	x ʌ n̪ n̪	kuru1302		24.4644	86.4657		3 7 4 4	AXLN	GENN	12	12.G.C 12.E.V 12.N.c 12.N.c	2.0 1.5 1.1 0.8	xʌn̪n̪	0	214	Eye:214
48890	29_eye	Eye	MALTOORMALER	MALTO_OR_MALER	qanuθ	qanuθ	q ʌ n̪ u θ	kuma1274		24.1217	87.2699		1 7 4 7 3	AXBYN	KENYD	14	14.K.C 14.E.V 14.N.C 14.Y.V 14.D.c	2.0 1.5 1.75 1.3 0.8	qʌn̪uθ	0	214	Eye:214
48891	29_eye	Eye	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	kānu	kānu	k ʌː n̪ u	kuii1252		19.2043	83.5859		1 7 4 7	AXBZ	KENY	11	11.K.C 11.E.V 11.N.C 11.Y.V	2.0 1.5 1.75 0.8	kʌːn̪u	0	214	Eye:214
48892	29_eye	Eye	KOLAMI	KOLAMI	kanul (plural) (?)	kanul	k ʌ n̪ u l	nort2699		20.1022	78.4934		1 7 4 7 5	AXBYN	KENYL	8	8.K.C 8.E.V 8.N.C 8.Y.V 8.L.c	2.0 1.5 1.75 1.3 0.8	kʌn̪ul	0	214	Eye:214
48893	29_eye	Eye	GONDI	GONDI	kan	kan	k ʌ n̪	sout2711		20.10446	80.27811		1 7 4	AXN	KEN	3	3.K.C 3.E.V 3.N.c	2.0 1.5 0.8	kʌn̪	0	214	Eye:214
48894	29_eye	Eye	TELUGU	TELUGU	kannu	kannu	k ʌ n̪ n̪ u	telu1262		16.4529	78.7024		1 7 4 4 7	AXMBZ	KENNY	16	16.K.C 16.E.V 16.N.c 16.N.C 16.Y.V	2.0 1.5 1.1 1.75 0.8	kʌn̪n̪u	0	214	Eye:214
48895	29_eye	Eye	BRAHUI	BRAHUI	ꭓan	ꭓan	x ʌ n̪	brah1256		29.04	66.56		3 7 4	AXN	GEN	2	2.G.C 2.E.V 2.N.c	2.0 1.5 0.8	xʌn̪	0	214	Eye:214
21093	108_far	Far	TAMIL	TAMIL	tūram (Aryan)	tūram	t̪ uː r ʌ m	tami1289		10.520219	78.825989		1 7 5 7 4	AXBYN	TYREM	15	15.T.C 15.Y.V 15.R.C 15.E.V 15.M.c	2.0 1.5 1.75 1.3 0.8	t̪uːrʌm	0	215	Far:215
21094	108_far	Far	KORAVA	KORAVA	dūr (Aryan)	dūr	d̪ uː r	yeru1240		17.3702	81.9748		1 7 5	AXN	TYR	9	9.T.C 9.Y.V 9.R.c	2.0 1.5 0.8	d̪uːr	0	215	Far:215
21095	108_far	Far	KAIKADI	KAIKADI	t’ūr (Aryan)	t’ūr	t̪ʰ uː r	kaik1244		18.3859	76.0003		1 7 5	AXN	TYR	5	5.T.C 5.Y.V 5.R.c	2.0 1.5 0.8	t̪ʰuːr	0	215	Far:215
21096	108_far	Far	IRULA	IRULA	dūra (Aryan)	dūra	d̪ uː r ʌ	irul1243		12.70645	79.95209		1 7 5 7	AXBZ	TYRE	4	4.T.C 4.Y.V 4.R.C 4.E.V	2.0 1.5 1.75 0.8	d̪uːrʌ	0	215	Far:215
21097	108_far	Far	MALAYALAM	MALAYALAM	dūrᵃ (Aryan)	dūrᵃ	d̪ uː r ă	mala1464		9.59208	76.7651		1 7 5 7	AXBZ	TYRA	13	13.T.C 13.Y.V 13.R.C 13.A.V	2.0 1.5 1.75 0.8	d̪uːră	0	215	Far:215
21098	108_far	Far	KANARESE	KANARESE	dūrᵃ (Aryan)	dūrᵃ	d̪ uː r ă	nucl1305		13.5878	76.1198		1 7 5 7	AXBZ	TYRA	6	6.T.C 6.Y.V 6.R.C 6.A.V	2.0 1.5 1.75 0.8	d̪uːră	0	215	Far:215
21099	108_far	Far	BADAGA	BADAGA	dura (Aryan)	dura	d̪ u r ʌ	bada1257		11.3094	76.5974		1 7 5 7	AXBZ	TYRE	1	1.T.C 1.Y.V 1.R.C 1.E.V	2.0 1.5 1.75 0.8	d̪urʌ	0	215	Far:215
21100	108_far	Far	TULU	TULU	akara	akara	ʌ k ʌ r ʌ	tulu1258		12.8114	75.2651		7 1 7 5 7	XBYBZ	EKERE	18	18.E.V 18.K.C 18.E.V 18.R.C 18.E.V	1.5 1.75 1.3 1.75 0.8	ʌkʌrʌ	0	221	Far:221
21101	108_far	Far	TODA	TODA	podθchi	podθchi	p o d̪ θ tʃ i	toda1252		11.4184	77.0168		1 7 1 3 1 7	AXBYBZ	PUTDTI	17	17.P.C 17.U.V 17.T.C 17.D.V 17.T.C 17.I.V	2.0 1.5 1.75 1.3 1.75 0.8	pod̪θtʃi	0	220	Far:220
21102	108_far	Far	TODA	TODA	batꭓi	batꭓi	b ʌ t̪ x i	toda1252		11.4184	77.0168		1 7 1 3 7	AXBCZ	PETGI	17	17.P.C 17.E.V 17.T.C 17.G.C 17.I.V	2.0 1.5 1.75 1.5 0.8	bʌt̪xi	0	222	Far:222
21103	108_far	Far	KOTA	KOTA	dūrame (Aryan)	dūrame	d̪ uː r ʌ m e	kota1263		11.4978	76.9387		1 7 5 7 4 7	AXBYBZ	TYREME	10	10.T.C 10.Y.V 10.R.C 10.E.V 10.M.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	d̪uːrʌme	0	215	Far:215
21104	108_far	Far	KURUXORORAO	KURUX_OR_ORAO	gech’ā	gech’ā	g e tʃʰ ʌː	kuru1302		24.4644	86.4657		1 7 1 7	AXBZ	KETE	12	12.K.C 12.E.V 12.T.C 12.E.V	2.0 1.5 1.75 0.8	getʃʰʌː	0	219	Far:219
21105	108_far	Far	MALTOORMALER	MALTO_OR_MALER	geche	geche	g e tʃ e	kuma1274		24.1217	87.2699		1 7 1 7	AXBZ	KETE	14	14.K.C 14.E.V 14.T.C 14.E.V	2.0 1.5 1.75 0.8	getʃe	0	219	Far:219
21106	108_far	Far	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	durā (Aryan)	durā	d̪ u r ʌː	kuii1252		19.2043	83.5859		1 7 5 7	AXBZ	TYRE	11	11.T.C 11.Y.V 11.R.C 11.E.V	2.0 1.5 1.75 0.8	d̪urʌː	0	215	Far:215
21107	108_far	Far	KOLAMI	KOLAMI	pērdāv	pērdāv	p eː r d̪ ʌː v	nort2699		20.1022	78.4934		1 7 5 1 7 3	AXMBYN	PERTEB	8	8.P.C 8.E.V 8.R.c 8.T.C 8.E.V 8.B.c	2.0 1.5 1.1 1.75 1.3 0.8	peːrd̪ʌːv	0	218	Far:218
21108	108_far	Far	GONDI	GONDI	lak	lak	l ʌ k	sout2711		20.10446	80.27811		5 7 1	AXN	LEK	3	3.L.C 3.E.V 3.K.c	2.0 1.5 0.8	lʌk	0	217	Far:217
21109	108_far	Far	TELUGU	TELUGU	dūramᵘ (Aryan)	dūramᵘ	d̪ uː r ʌ m ŭ	telu1262		16.4529	78.7024		1 7 5 7 4 7	AXBYBZ	TYREMY	16	16.T.C 16.Y.V 16.R.C 16.E.V 16.M.C 16.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	d̪uːrʌmŭ	0	215	Far:215
21110	108_far	Far	BRAHUI	BRAHUI	murr	murr	m u r r	brah1256		29.04	66.56		4 7 5 5	AXLN	MYRR	2	2.M.C 2.Y.V 2.R.c 2.R.c	2.0 1.5 1.1 0.8	murr	0	216	Far:216
4198	61_father	Father	TAMIL	TAMIL	tagappaṉār	tagappaṉār	t̪ ʌ g ʌ p p ʌ n ʌː r	tami1289		10.520219	78.825989		1 7 1 7 1 1 7 4 7 5	AXBYMBYBYN	TEKEPPENER	15	15.T.C 15.E.V 15.K.C 15.E.V 15.P.c 15.P.C 15.E.V 15.N.C 15.E.V 15.R.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	t̪ʌgʌppʌnʌːr	0	233	Father:233
4199	61_father	Father	KORAVA	KORAVA	āvu	āvu	ʌː v u	yeru1240		17.3702	81.9748		7 3 7	XBZ	EBY	9	9.E.V 9.B.C 9.Y.V	1.5 1.75 0.8	ʌːvu	0	229	Father:229
4200	61_father	Father	KAIKADI	KAIKADI	gāv	gāv	g ʌː v	kaik1244		18.3859	76.0003		1 7 3	AXN	KEB	5	5.K.C 5.E.V 5.B.c	2.0 1.5 0.8	gʌːv	0	227	Father:227
4201	61_father	Father	IRULA	IRULA	āmme	āmme	ʌː m m e	irul1243		12.70645	79.95209		7 4 4 7	XMBZ	EMME	4	4.E.V 4.M.c 4.M.C 4.E.V	1.5 1.1 1.75 0.8	ʌːmme	0	226	Father:226
4202	61_father	Father	MALAYALAM	MALAYALAM	āchch’an	āchch’an	ʌː tʃ tʃʰ ʌ n̪	mala1464		9.59208	76.7651		7 1 1 7 4	XMBYN	ETTEN	13	13.E.V 13.T.c 13.T.C 13.E.V 13.N.c	1.5 1.1 1.75 1.3 0.8	ʌːtʃtʃʰʌn̪	0	231	Father:231
4203	61_father	Father	KANARESE	KANARESE	tandᵉ	tandᵉ	t̪ ʌ n̪ d̪ ĕ	nucl1305		13.5878	76.1198		1 7 4 1 7	AXMBZ	TENTE	6	6.T.C 6.E.V 6.N.c 6.T.C 6.E.V	2.0 1.5 1.1 1.75 0.8	t̪ʌn̪d̪ĕ	0	228	Father:228
4204	61_father	Father	BADAGA	BADAGA	appa	appa	ʌ p p ʌ	bada1257		11.3094	76.5974		7 1 1 7	XMBZ	EPPE	1	1.E.V 1.P.c 1.P.C 1.E.V	1.5 1.1 1.75 0.8	ʌppʌ	0	223	Father:223
4205	61_father	Father	BADAGA	BADAGA	tande	tande	t̪ ʌ n̪ d̪ e	bada1257		11.3094	76.5974		1 7 4 1 7	AXMBZ	TENTE	1	1.T.C 1.E.V 1.N.c 1.T.C 1.E.V	2.0 1.5 1.1 1.75 0.8	t̪ʌn̪d̪e	0	228	Father:228
4206	61_father	Father	TULU	TULU	amme	amme	ʌ m m e	tulu1258		12.8114	75.2651		7 4 4 7	XMBZ	EMME	18	18.E.V 18.M.c 18.M.C 18.E.V	1.5 1.1 1.75 0.8	ʌmme	0	226	Father:226
4207	61_father	Father	TODA	TODA	eyan	eyan	e j ʌ n̪	toda1252		11.4184	77.0168		7 6 7 4	XBYN	EJEN	17	17.E.V 17.J.C 17.E.V 17.N.c	1.5 1.75 1.3 0.8	ejʌn̪	0	230	Father:230
4208	61_father	Father	TODA	TODA	enin	enin	e n̪ i n̪	toda1252		11.4184	77.0168		7 4 7 4	XBYN	ENIN	17	17.E.V 17.N.C 17.I.V 17.N.c	1.5 1.75 1.3 0.8	en̪in̪	0	236	Father:236
4209	61_father	Father	KOTA	KOTA	eyan	eyan	e j ʌ n̪	kota1263		11.4978	76.9387		7 6 7 4	XBYN	EJEN	10	10.E.V 10.J.C 10.E.V 10.N.c	1.5 1.75 1.3 0.8	ejʌn̪	0	230	Father:230
4210	61_father	Father	KURUXORORAO	KURUX_OR_ORAO	bābā	bābā	b ʌː b ʌː	kuru1302		24.4644	86.4657		1 7 1 7	AXBZ	PEPE	12	12.P.C 12.E.V 12.P.C 12.E.V	2.0 1.5 1.75 0.8	bʌːbʌː	0	224	Father:224
4211	61_father	Father	MALTOORMALER	MALTO_OR_MALER	abba	abba	ʌ b b ʌ	kuma1274		24.1217	87.2699		7 1 1 7	XMBZ	EPPE	14	14.E.V 14.P.c 14.P.C 14.E.V	1.5 1.1 1.75 0.8	ʌbbʌ	0	232	Father:232
4212	61_father	Father	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	ābā	ābā	ʌː b ʌː	kuii1252		19.2043	83.5859		7 1 7	XBZ	EPE	11	11.E.V 11.P.C 11.E.V	1.5 1.75 0.8	ʌːbʌː	0	224	Father:224
4213	61_father	Father	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	tāñji	tāñji	t̪ ʌː ɲ dʒ i	kuii1252		19.2043	83.5859		1 7 4 1 7	AXMBZ	TENTI	11	11.T.C 11.E.V 11.N.c 11.T.C 11.I.V	2.0 1.5 1.1 1.75 0.8	t̪ʌːɲdʒi	0	228	Father:228
