# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
21479	109_before	Before	BADAGA	BADAGA	munde	munde	m u n̪ d̪ e	bada1257		11.3094	76.5974	
21480	109_before	Before	BADAGA	BADAGA	munche	munche	m u n̪ tʃ e	bada1257		11.3094	76.5974	
21481	109_before	Before	TULU	TULU	dumbu	dumbu	d̪ u m b u	tulu1258		12.8114	75.2651	
21482	109_before	Before	TODA	TODA	muddk	muddk	m u d̪ d̪ k	toda1252		11.4184	77.0168	
21483	109_before	Before	TODA	TODA	muchche	muchche	m u tʃ tʃ e	toda1252		11.4184	77.0168	
21484	109_before	Before	KURUXORORAO	KURUX_OR_ORAO	mund-bhārē	mund-bhārē	m u n̪ d̪ + b h ʌː r eː	kuru1302		24.4644	86.4657	
21485	109_before	Before	MALTOORMALER	MALTO_OR_MALER	agdu (Aryan)	agdu	ʌ g d̪ u	kuma1274		24.1217	87.2699	
21486	109_before	Before	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	muhũtā	muhũtā	m u h ũ t̪ ʌː	kuii1252		19.2043	83.5859	
21487	109_before	Before	KOLAMI	KOLAMI	muttī siddēn	muttī siddēn	m u t̪ t̪ iː + s i d̪ d̪ eː n̪	nort2699		20.1022	78.4934	
21488	109_before	Before	GONDI	GONDI	munnē	munnē	m u n̪ n̪ eː	sout2711		20.10446	80.27811	
21489	109_before	Before	TELUGU	TELUGU	mundaṭᵃ	mundaṭᵃ	m u n̪ d̪ ʌ ʈ ă	telu1262		16.4529	78.7024	
21490	109_before	Before	BRAHUI	BRAHUI	mōne-ṭī	mōne-ṭī	m oː n̪ e + ʈ iː	brah1256		29.04	66.56	
21491	109_before	Before	BRAHUI	BRAHUI	mōn-ān	mōn-ān	m oː n̪ + ʌː n̪	brah1256		29.04	66.56	
#
21862	110_behind	Behind	TAMIL	TAMIL	piṉpᵘ	piṉpᵘ	p i n p ŭ	tami1289		10.520219	78.825989	
21863	110_behind	Behind	KORAVA	KORAVA	parka	parka	p ʌ r k ʌ	yeru1240		17.3702	81.9748	
21864	110_behind	Behind	KAIKADI	KAIKADI	p’ārgi	p’ārgi	pʱ ʌː r g i	kaik1244		18.3859	76.0003	
21865	110_behind	Behind	MALAYALAM	MALAYALAM	pinnālē	pinnālē	p i n̪ n̪ ʌː l eː	mala1464		9.59208	76.7651	
21866	110_behind	Behind	KANARESE	KANARESE	hindᵉ	hindᵉ	h i n̪ d̪ ĕ	nucl1305		13.5878	76.1198	
21867	110_behind	Behind	BADAGA	BADAGA	hinde	hinde	h i n̪ d̪ e	bada1257		11.3094	76.5974	
21868	110_behind	Behind	TULU	TULU	piravu	piravu	p i r ʌ ʋ u	tulu1258		12.8114	75.2651	
21869	110_behind	Behind	TODA	TODA	pindalk	pindalk	p i n̪ d̪ ʌ l k	toda1252		11.4184	77.0168	
21870	110_behind	Behind	KURUXORORAO	KURUX_OR_ORAO	ꭓōꭓā	ꭓōꭓā	x oː x ʌː	kuru1302		24.4644	86.4657	
21871	110_behind	Behind	MALTOORMALER	MALTO_OR_MALER	qōq	qōq	q oː q	kuma1274		24.1217	87.2699	
21872	110_behind	Behind	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	bētoṭi	bētoṭi	b eː t̪ o ʈ i	kuii1252		19.2043	83.5859	
21873	110_behind	Behind	GONDI	GONDI	pijjā	pijjā	p i dʑ dʑ ʌː	sout2711		20.10446	80.27811	
21874	110_behind	Behind	TELUGU	TELUGU	venukᵃ	venukᵃ	ʋ e n̪ u k ă	telu1262		16.4529	78.7024	
21875	110_behind	Behind	BRAHUI	BRAHUI	pade-ṭi	pade-ṭi	p ʌ d̪ e + ʈ i	brah1256		29.04	66.56	
21876	110_behind	Behind	BRAHUI	BRAHUI	pad-ān	pad-ān	p ʌ d̪ + ʌː n̪	brah1256		29.04	66.56	
#
51664	36_belly	Belly	TAMIL	TAMIL	vayarᵘ	vayarᵘ	ʋ ʌ j ʌ r ŭ	tami1289		10.520219	78.825989	
51665	36_belly	Belly	KORAVA	KORAVA	varag	varag	ʋ ʌ r ʌ g	yeru1240		17.3702	81.9748	
51666	36_belly	Belly	KAIKADI	KAIKADI	vārga	vārga	ʋ ʌː r g ʌ	kaik1244		18.3859	76.0003	
51667	36_belly	Belly	MALAYALAM	MALAYALAM	vayar̤ᵃ	vayar̤ᵃ	ʋ ʌ j ʌ ɻ ă	mala1464		9.59208	76.7651	
51668	36_belly	Belly	KANARESE	KANARESE	hoṭṭᵉ	hoṭṭᵉ	h o ʈ ʈ ĕ	nucl1305		13.5878	76.1198	
51669	36_belly	Belly	BADAGA	BADAGA	hoṭṭᵉ	hoṭṭᵉ	h o ʈ ʈ ĕ	bada1257		11.3094	76.5974	
51670	36_belly	Belly	TULU	TULU	bañji	bañji	b ʌ ɲ dʑ i	tulu1258		12.8114	75.2651	
51671	36_belly	Belly	TODA	TODA	bir	bir	b i r	toda1252		11.4184	77.0168	
51672	36_belly	Belly	KURUXORORAO	KURUX_OR_ORAO	kūl	kūl	k uː l	kuru1302		24.4644	86.4657	
51673	36_belly	Belly	MALTOORMALER	MALTO_OR_MALER	puṛaθ	puṛaθ	p u ɽ ʌ θ	kuma1274		24.1217	87.2699	
51674	36_belly	Belly	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	ṭuṭu	ṭuṭu	ʈ u ʈ u	kuii1252		19.2043	83.5859	
51675	36_belly	Belly	KOLAMI	KOLAMI	pōṭṭā	pōṭṭā	p oː ʈ ʈ ʌː	nort2699		20.1022	78.4934	
51676	36_belly	Belly	GONDI	GONDI	pīr	pīr	p iː r	sout2711		20.10446	80.27811	
51677	36_belly	Belly	TELUGU	TELUGU	kaḍupᵘ	kaḍupᵘ	k ʌ ɖ u p ŭ	telu1262		16.4529	78.7024	
51678	36_belly	Belly	BRAHUI	BRAHUI	pīḍ	pīḍ	p iː ɖ	brah1256		29.04	66.56	
51679	36_belly	Belly	BRAHUI	BRAHUI	p’īḍ	p’īḍ	pʱ iː ɖ	brah1256		29.04	66.56	
#
58040	58_bird	Bird	TAMIL	TAMIL	par̤avei	par̤avei	p ʌ ɻ ʌ ʋ ei	tami1289		10.520219	78.825989	
58041	58_bird	Bird	KORAVA	KORAVA	hakki	hakki	h ʌ k k i	yeru1240		17.3702	81.9748	
58042	58_bird	Bird	IRULA	IRULA	pāki	pāki	p ʌː k i	irul1243		12.70645	79.95209	
58043	58_bird	Bird	MALAYALAM	MALAYALAM	paksⁱ (Aryan)	paksⁱ	p ʌ k s ĭ	mala1464		9.59208	76.7651	
58044	58_bird	Bird	KANARESE	KANARESE	hakkⁱ	hakkⁱ	h ʌ k k ĭ	nucl1305		13.5878	76.1198	
58045	58_bird	Bird	BADAGA	BADAGA	hakkilu	hakkilu	h ʌ k k i l u	bada1257		11.3094	76.5974	
58046	58_bird	Bird	KODAGU	KODAGU	pakki	pakki	p ʌ k k i	koda1255		12.2443	75.9161	
58047	58_bird	Bird	TULU	TULU	pakki	pakki	p ʌ k k i	tulu1258		12.8114	75.2651	
58048	58_bird	Bird	TODA	TODA	bitti	bitti	b i t̪ t̪ i	toda1252		11.4184	77.0168	
58049	58_bird	Bird	TODA	TODA	belṭ	belṭ	b e l ʈ	toda1252		11.4184	77.0168	
58050	58_bird	Bird	KOTA	KOTA	pēkē	pēkē	p eː k eː	kota1263		11.4978	76.9387	
58051	58_bird	Bird	KURUXORORAO	KURUX_OR_ORAO	oṛā	oṛā	o ɽ ʌː	kuru1302		24.4644	86.4657	
58052	58_bird	Bird	MALTOORMALER	MALTO_OR_MALER	pujuθ	pujuθ	p u dʑ u θ	kuma1274		24.1217	87.2699	
58053	58_bird	Bird	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	poṭā	poṭā	p o ʈ ʌː	kuii1252		19.2043	83.5859	
58054	58_bird	Bird	KOLAMI	KOLAMI	sidemugi (?)	sidemugi	s i d̪ e m u g i	nort2699		20.1022	78.4934	
58055	58_bird	Bird	GONDI	GONDI	piṭṭē	piṭṭē	p i ʈ ʈ eː	sout2711		20.10446	80.27811	
58056	58_bird	Bird	TELUGU	TELUGU	pakṣⁱ (Aryan)	pakṣⁱ	p ʌ k ʂ ĭ	telu1262		16.4529	78.7024	
58057	58_bird	Bird	BRAHUI	BRAHUI	chuk	chuk	tʃ u k	brah1256		29.04	66.56	
#
14705	89_bitch	Bitch	TAMIL	TAMIL	peṇ nāy	peṇ nāy	p e ɳ + n̪ ʌː j	tami1289		10.520219	78.825989	
14706	89_bitch	Bitch	KORAVA	KORAVA	paṭ k’avāl	paṭ k’avāl	p ʌ ʈ + kʱ ʌ ʋ ʌː l	yeru1240		17.3702	81.9748	
14707	89_bitch	Bitch	KAIKADI	KAIKADI	nāy	nāy	n̪ ʌː j	kaik1244		18.3859	76.0003	
14708	89_bitch	Bitch	MALAYALAM	MALAYALAM	paṭṭⁱ	paṭṭⁱ	p ʌ ʈ ʈ ĭ	mala1464		9.59208	76.7651	
14709	89_bitch	Bitch	KANARESE	KANARESE	heṇṇᵘ nāyⁱ	heṇṇᵘ nāyⁱ	h e ɳ ɳ ŭ + n̪ ʌː j ĭ	nucl1305		13.5878	76.1198	
14710	89_bitch	Bitch	BADAGA	BADAGA	heṇṇu nāi	heṇṇu nāi	h e ɳ ɳ u + n̪ aːi	bada1257		11.3094	76.5974	
14711	89_bitch	Bitch	TULU	TULU	boggi	boggi	b o g g i	tulu1258		12.8114	75.2651	
14712	89_bitch	Bitch	TULU	TULU	poṇṇu nāyi	poṇṇu nāyi	p o ɳ ɳ u + n̪ ʌː j i	tulu1258		12.8114	75.2651	
14713	89_bitch	Bitch	KURUXORORAO	KURUX_OR_ORAO	kuṭi allā	kuṭi allā	k u ʈ i + ʌ l l ʌː	kuru1302		24.4644	86.4657	
14714	89_bitch	Bitch	MALTOORMALER	MALTO_OR_MALER	ḍaḍi aleθ	ḍaḍi aleθ	ɖ ʌ ɖ i + ʌ l e θ	kuma1274		24.1217	87.2699	
14715	89_bitch	Bitch	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	tāli nākuḍi	tāli nākuḍi	t̪ ʌː l i + n̪ ʌː k u ɖ i	kuii1252		19.2043	83.5859	
14716	89_bitch	Bitch	GONDI	GONDI	siṭṭī	siṭṭī	s i ʈ ʈ iː	sout2711		20.10446	80.27811	
14717	89_bitch	Bitch	TELUGU	TELUGU	āḍᵃ kukkᵃ	āḍᵃ kukkᵃ	ʌː ɖ ă + k u k k ă	telu1262		16.4529	78.7024	
14718	89_bitch	Bitch	BRAHUI	BRAHUI	miṇḍ	miṇḍ	m i ɳ ɖ	brah1256		29.04	66.56	
#
7725	71_brother	Brother	TAMIL	TAMIL	(E.) aṇṇaṉ	aṇṇaṉ	ʌ ɳ ɳ ʌ n	tami1289		10.520219	78.825989	
7726	71_brother	Brother	TAMIL	TAMIL	(Y.) tambⁱ	tambⁱ	t̪ ʌ m b ĭ	tami1289		10.520219	78.825989	
7727	71_brother	Brother	KORAVA	KORAVA	(E.) aṇṇa	aṇṇa	ʌ ɳ ɳ ʌ	yeru1240		17.3702	81.9748	
7728	71_brother	Brother	KORAVA	KORAVA	(Y.) tembi	tembi	t̪ e m b i	yeru1240		17.3702	81.9748	
7729	71_brother	Brother	KAIKADI	KAIKADI	tembī	tembī	t̪ e m b iː	kaik1244		18.3859	76.0003	
7730	71_brother	Brother	IRULA	IRULA	(E.) aṇṇa	aṇṇa	ʌ ɳ ɳ ʌ	irul1243		12.70645	79.95209	
7731	71_brother	Brother	IRULA	IRULA	(Y.) tambē	tambē	t̪ ʌ m b eː	irul1243		12.70645	79.95209	
7732	71_brother	Brother	MALAYALAM	MALAYALAM	(E.) aṇṇan	aṇṇan	ʌ ɳ ɳ ʌ n̪	mala1464		9.59208	76.7651	
7733	71_brother	Brother	KANARESE	KANARESE	(E.) aṇṇᵃ	aṇṇᵃ	ʌ ɳ ɳ ă	nucl1305		13.5878	76.1198	
7734	71_brother	Brother	KANARESE	KANARESE	(Y.) tammᵃ	tammᵃ	t̪ ʌ m m ă	nucl1305		13.5878	76.1198	
7735	71_brother	Brother	BADAGA	BADAGA	(E.) aṇṇa	aṇṇa	ʌ ɳ ɳ ʌ	bada1257		11.3094	76.5974	
7736	71_brother	Brother	BADAGA	BADAGA	(Y.) tamma	tamma	t̪ ʌ m m ʌ	bada1257		11.3094	76.5974	
7737	71_brother	Brother	TULU	TULU	(E.) aṇṇe	aṇṇe	ʌ ɳ ɳ e	tulu1258		12.8114	75.2651	
7738	71_brother	Brother	TULU	TULU	(Y.) meggye	meggye	m e g gʲ e	tulu1258		12.8114	75.2651	
7739	71_brother	Brother	TODA	TODA	(E.) ennon etud	ennon etud	e n̪ n̪ o n̪ + e t̪ u d̪	toda1252		11.4184	77.0168	
7740	71_brother	Brother	TODA	TODA	(Y.) ennon kinnud	ennon kinnud	e n̪ n̪ o n̪ + k i n̪ n̪ u d̪	toda1252		11.4184	77.0168	
7741	71_brother	Brother	KOTA	KOTA	(E.) aṇṇan	aṇṇan	ʌ ɳ ɳ ʌ n̪	kota1263		11.4978	76.9387	
7742	71_brother	Brother	KOTA	KOTA	(Y.) kirāl	kirāl	k i r ʌː l	kota1263		11.4978	76.9387	
7743	71_brother	Brother	KURUXORORAO	KURUX_OR_ORAO	b’āi (Aryan)	b’āi	bʱ aːi	kuru1302		24.4644	86.4657	
7744	71_brother	Brother	MALTOORMALER	MALTO_OR_MALER	baya (Aryan)	baya	b ʌ j ʌ	kuma1274		24.1217	87.2699	
7745	71_brother	Brother	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	(E.) dādā	dādā	d̪ ʌː d̪ ʌː	kuii1252		19.2043	83.5859	
7746	71_brother	Brother	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	(Y.) tāmēsā	tāmēsā	t̪ ʌː m eː s ʌː	kuii1252		19.2043	83.5859	
7747	71_brother	Brother	KOLAMI	KOLAMI	(E.) annak	annak	ʌ n̪ n̪ ʌ k	nort2699		20.1022	78.4934	
7748	71_brother	Brother	KOLAMI	KOLAMI	(Y.) tōrēn	tōrēn	t̪ oː r eː n̪	nort2699		20.1022	78.4934	
7749	71_brother	Brother	GONDI	GONDI	(E.) tannal	tannal	t̪ ʌ n̪ n̪ ʌ l	sout2711		20.10446	80.27811	
7750	71_brother	Brother	GONDI	GONDI	(Y.) tammur	tammur	t̪ ʌ m m u r	sout2711		20.10446	80.27811	
7751	71_brother	Brother	TELUGU	TELUGU	(E.) annᵃ	annᵃ	ʌ n̪ n̪ ă	telu1262		16.4529	78.7024	
7752	71_brother	Brother	TELUGU	TELUGU	(Y.) tammuḍᵘ	tammuḍᵘ	t̪ ʌ m m u ɖ ŭ	telu1262		16.4529	78.7024	
7753	71_brother	Brother	BRAHUI	BRAHUI	īlum	īlum	iː l u m	brah1256		29.04	66.56	
#
13001	84_bull	Bull	TAMIL	TAMIL	māḍᵘ	māḍᵘ	m ʌː ɖ ŭ	tami1289		10.520219	78.825989	
13002	84_bull	Bull	KORAVA	KORAVA	māḍ	māḍ	m ʌː ɖ	yeru1240		17.3702	81.9748	
13003	84_bull	Bull	KAIKADI	KAIKADI	māṭ	māṭ	m ʌː ʈ	kaik1244		18.3859	76.0003	
13004	84_bull	Bull	MALAYALAM	MALAYALAM	kāḷᵃ	kāḷᵃ	k ʌː ɭ ă	mala1464		9.59208	76.7651	
13005	84_bull	Bull	KANARESE	KANARESE	hōrⁱ	hōrⁱ	h oː r ĭ	nucl1305		13.5878	76.1198	
13006	84_bull	Bull	KANARESE	KANARESE	ettᵘ	ettᵘ	e t̪ t̪ ŭ	nucl1305		13.5878	76.1198	
13007	84_bull	Bull	BADAGA	BADAGA	hōri	hōri	h oː r i	bada1257		11.3094	76.5974	
13008	84_bull	Bull	TULU	TULU	bōri	bōri	b oː r i	tulu1258		12.8114	75.2651	
13009	84_bull	Bull	TODA	TODA	hōri	hōri	h oː r i	toda1252		11.4184	77.0168	
13010	84_bull	Bull	KURUXORORAO	KURUX_OR_ORAO	sāṇḍ’ (Aryan)	sāṇḍ’	s ʌː ɳ ɖʱ	kuru1302		24.4644	86.4657	
13011	84_bull	Bull	MALTOORMALER	MALTO_OR_MALER	saṇḍeθ (Aryan)	saṇḍeθ	s ʌ ɳ ɖ e θ	kuma1274		24.1217	87.2699	
13012	84_bull	Bull	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	soṇḍo koḍi	soṇḍo koḍi	s o ɳ ɖ o + k o ɖ i	kuii1252		19.2043	83.5859	
13013	84_bull	Bull	KOLAMI	KOLAMI	kōḍē	kōḍē	k oː ɖ eː	nort2699		20.1022	78.4934	
13014	84_bull	Bull	GONDI	GONDI	koṇḍā	koṇḍā	k o ɳ ɖ ʌː	sout2711		20.10446	80.27811	
13015	84_bull	Bull	TELUGU	TELUGU	yeddᵘ	yeddᵘ	j e d̪ d̪ ŭ	telu1262		16.4529	78.7024	
13016	84_bull	Bull	BRAHUI	BRAHUI	ꭓarās	ꭓarās	x ʌ r ʌː s	brah1256		29.04	66.56	
#
23778	115_but	But	TAMIL	TAMIL	āṉāl	āṉāl	ʌː n ʌː l	tami1289		10.520219	78.825989	
23779	115_but	But	KORAVA	KORAVA	ānāka	ānāka	ʌː n̪ ʌː k ʌ	yeru1240		17.3702	81.9748	
23780	115_but	But	KAIKADI	KAIKADI	pan (Aryan)	pan	p ʌ n̪	kaik1244		18.3859	76.0003	
23781	115_but	But	MALAYALAM	MALAYALAM	eṅgilum	eṅgilum	e ŋ g i l u m	mala1464		9.59208	76.7651	
23782	115_but	But	KANARESE	KANARESE	ādarᵉ	ādarᵉ	ʌː d̪ ʌ r ĕ	nucl1305		13.5878	76.1198	
23783	115_but	But	BADAGA	BADAGA	āle	āle	ʌː l e	bada1257		11.3094	76.5974	
23784	115_but	But	TULU	TULU	āṇḍalā	āṇḍalā	ʌː ɳ ɖ ʌ l ʌː	tulu1258		12.8114	75.2651	
23785	115_but	But	TODA	TODA	āle	āle	ʌː l e	toda1252		11.4184	77.0168	
23786	115_but	But	KURUXORORAO	KURUX_OR_ORAO	mudā	mudā	m u d̪ ʌː	kuru1302		24.4644	86.4657	
23787	115_but	But	MALTOORMALER	MALTO_OR_MALER	je (Aryan)	je	dʑ e	kuma1274		24.1217	87.2699	
23788	115_but	But	KUIKANDHIORKHOND	KUI_KANDHI_OR_KHOND	gē	gē	g eː	kuii1252		19.2043	83.5859	
23789	115_but	But	GONDI	GONDI	pē	pē	p eː	sout2711		20.10446	80.27811	
23790	115_but	But	TELUGU	TELUGU	gānⁱ	gānⁱ	g ʌː n̪ ĭ	telu1262		16.4529	78.7024	
23791	115_but	But	BRAHUI	BRAHUI	magar (Aryan)	magar	m ʌ g ʌ r	brah1256		29.04	66.56	
#
56446	54_camel	Camel	TAMIL	TAMIL	oṭṭei	oṭṭei	o ʈ ʈ ei	tami1289		10.520219	78.825989	
56447	54_camel	Camel	KORAVA	KORAVA	vaṇṭi	vaṇṭi	ʋ ʌ ɳ ʈ i	yeru1240		17.3702	81.9748	
