ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	INFERRED_CLASS
28883	17_our	Our	KASHMIRI	KASHMIRI	sånu	sånu	s ɔ n̪ u	kash1277		34.166825	74.330455		3 7 4 7	AXBZ	SUNY	47	47.S.C 47.U.V 47.N.C 47.Y.V	2.0 1.5 1.75 0.8	sɔn̪u	0	488	Our:488
28884	17_our	Our	KASHTAWARI	KASHTAWARI	asun	asun	ʌ s u n̪	kish1245					7 3 7 4	XBYN	ESYN	48	48.E.V 48.S.C 48.Y.V 48.N.c	1.5 1.75 1.3 0.8	ʌsun̪	0	488	Our:488
28885	17_our	Our	POGULI	POGULI	asau	asau	ʌ s au	pogu1238					7 3 7	XBZ	ESA	84	84.E.V 84.S.C 84.A.V	1.5 1.75 0.8	ʌsau	0	488	Our:488
28886	17_our	Our	POGULI	POGULI	asaū	asaū	ʌ s ʌ uː	pogu1238					7 3 7 7	XBYZ	ESEY	84	84.E.V 84.S.C 84.E.V 84.Y.V	1.5 1.75 1.3 0.8	ʌsʌuː	0	488	Our:488
28887	17_our	Our	DODASIRAJI	DODA_SIRAJI	āhmō	āhmō	ʌː h m oː	sira1264					7 3 4 7	XBCZ	EHMU	27	27.E.V 27.H.C 27.M.C 27.U.V	1.5 1.75 1.5 0.8	ʌːhmoː	0	486	Our:486
28888	17_our	Our	RAMBANI	RAMBANI	asaũ	asaũ	ʌ s ʌ ũ	ramb1240					7 3 7 7	XBYZ	ESEY	90	90.E.V 90.S.C 90.E.V 90.Y.V	1.5 1.75 1.3 0.8	ʌsʌũ	0	488	Our:488
28889	17_our	Our	KOHISTANIGARWI	KOHISTANI_GARWI	mō	mō	m oː	indu1241		35.3389	73.0154		4 7	AX	MU	55	55.M.C 55.U.V	2.0 1.5	moː	0	487	Our:487
28890	17_our	Our	TORWALI	TORWALI	mun	mun	m u n̪	torw1241		35.3101	72.5316		4 7 4	AXN	MYN	102	102.M.C 102.Y.V 102.N.c	2.0 1.5 0.8	mun̪	0	487	Our:487
28891	17_our	Our	MAIYA	MAIYA	zā̃	zā̃	z ãː	indu1241		35.3389	73.0154		3 7	AX	SA	62	62.S.C 62.A.V	2.0 1.5	zãː	0	488	Our:488
28894	17_our	Our	SANSKRIT	SANSKRIT	asmākam	asmākam	ʌ s m ʌː k ʌ m	sans1269		20.0	77.0		7 3 4 7 1 7 4	XBCYBYN	ESMEKEM	91	91.E.V 91.S.C 91.M.C 91.E.V 91.K.C 91.E.V 91.M.c	1.5 1.75 1.5 1.3 1.75 1.3 0.8	ʌsmʌːkʌm	0	486	Our:486
28895	17_our	Our	SANSKRIT	SANSKRIT	naḥ	naḥ	n̪ ʌ h	sans1269		20.0	77.0		4 7 3	AXN	NEH	91	91.N.C 91.E.V 91.H.c	2.0 1.5 0.8	n̪ʌh	0	496	Our:496
28896	17_our	Our	SANSKRIT	SANSKRIT	asmadīyaḥ	asmadīyaḥ	ʌ s m ʌ d̪ iː j ʌ h	sans1269		20.0	77.0		7 3 4 7 1 7 6 7 3	XBCYBYBYN	ESMETIJEH	91	91.E.V 91.S.C 91.M.C 91.E.V 91.T.C 91.I.V 91.J.C 91.E.V 91.H.c	1.5 1.75 1.5 1.3 1.75 1.3 1.75 1.3 0.8	ʌsmʌd̪iːjʌh	0	492	Our:492
28897	17_our	Our	PRAKRIT	PRAKRIT	am’aṁ	am’aṁ	ʌ m̥ ã	saur1252		27.46	77.56		7 4 7	XBZ	EMA	87	87.E.V 87.M.C 87.A.V	1.5 1.75 0.8	ʌm̥ã	0	486	Our:486
28898	17_our	Our	PRAKRIT	PRAKRIT	am’āru	am’āru	ʌ m̥ ʌː r u	saur1252		27.46	77.56		7 4 7 5 7	XBYBZ	EMERY	87	87.E.V 87.M.C 87.E.V 87.R.C 87.Y.V	1.5 1.75 1.3 1.75 0.8	ʌm̥ʌːru	0	486	Our:486
28899	17_our	Our	LAHNDAOFSHAHPUR	LAHNDA_OF_SHAHPUR	asāḍā	asāḍā	ʌ s ʌː ɖ ʌː	west2386		30.0948	75.3474		7 3 7 1 7	XBYBZ	ESETE	59	59.E.V 59.S.C 59.E.V 59.T.C 59.E.V	1.5 1.75 1.3 1.75 0.8	ʌsʌːɖʌː	0	488	Our:488
28900	17_our	Our	LAHNDAOFSHAHPUR	LAHNDA_OF_SHAHPUR	hasāḍā	hasāḍā	h ʌ s ʌː ɖ ʌː	west2386		30.0948	75.3474		3 7 3 7 1 7	AXBYBZ	HESETE	59	59.H.C 59.E.V 59.S.C 59.E.V 59.T.C 59.E.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌsʌːɖʌː	0	488	Our:488
28901	17_our	Our	LAHNDAOFSHAHPUR	LAHNDA_OF_SHAHPUR	sāḍā	sāḍā	s ʌː ɖ ʌː	west2386		30.0948	75.3474		3 7 1 7	AXBZ	SETE	59	59.S.C 59.E.V 59.T.C 59.E.V	2.0 1.5 1.75 0.8	sʌːɖʌː	0	488	Our:488
28902	17_our	Our	MULTANI	MULTANI	assāḍā	assāḍā	ʌ s s ʌː ɖ ʌː	mult1243					7 3 3 7 1 7	XMBYBZ	ESSETE	67	67.E.V 67.S.c 67.S.C 67.E.V 67.T.C 67.E.V	1.5 1.1 1.75 1.3 1.75 0.8	ʌssʌːɖʌː	0	488	Our:488
28903	17_our	Our	MULTANI	MULTANI	sāḍā	sāḍā	s ʌː ɖ ʌː	mult1243					3 7 1 7	AXBZ	SETE	67	67.S.C 67.E.V 67.T.C 67.E.V	2.0 1.5 1.75 0.8	sʌːɖʌː	0	488	Our:488
28904	17_our	Our	HINDKI	HINDKI	asāḍḍā	asāḍḍā	ʌ s ʌː ɖ ɖ ʌː	sout2668		33.2122	72.1702		7 3 7 1 1 7	XBYMBZ	ESETTE	40	40.E.V 40.S.C 40.E.V 40.T.c 40.T.C 40.E.V	1.5 1.75 1.3 1.1 1.75 0.8	ʌsʌːɖɖʌː	0	488	Our:488
28905	17_our	Our	THALI	THALI	asāḍā	asāḍā	ʌ s ʌː ɖ ʌː	thal1241					7 3 7 1 7	XBYBZ	ESETE	101	101.E.V 101.S.C 101.E.V 101.T.C 101.E.V	1.5 1.75 1.3 1.75 0.8	ʌsʌːɖʌː	0	488	Our:488
28909	17_our	Our	POTHWARI	POTHWARI	asāḍā	asāḍā	ʌ s ʌː ɖ ʌː	poth1238					7 3 7 1 7	XBYBZ	ESETE	85	85.E.V 85.S.C 85.E.V 85.T.C 85.E.V	1.5 1.75 1.3 1.75 0.8	ʌsʌːɖʌː	0	488	Our:488
28910	17_our	Our	POTHWARI	POTHWARI	sāḍā	sāḍā	s ʌː ɖ ʌː	poth1238					3 7 1 7	AXBZ	SETE	85	85.S.C 85.E.V 85.T.C 85.E.V	2.0 1.5 1.75 0.8	sʌːɖʌː	0	488	Our:488
28911	17_our	Our	CHIBHALI	CHIBHALI	sāhṛā	sāhṛā	s ʌː h ɽ ʌː	chib1247					3 7 3 5 7	AXBCZ	SEHRE	22	22.S.C 22.E.V 22.H.C 22.R.C 22.E.V	2.0 1.5 1.75 1.5 0.8	sʌːhɽʌː	0	486	Our:486
28912	17_our	Our	PUNCHHI	PUNCHHI	sāhṛā	sāhṛā	s ʌː h ɽ ʌː	punc1239					3 7 3 5 7	AXBCZ	SEHRE	88	88.S.C 88.E.V 88.H.C 88.R.C 88.E.V	2.0 1.5 1.75 1.5 0.8	sʌːhɽʌː	0	486	Our:486
28913	17_our	Our	SINDHIVICHOLI	SINDHI_VICHOLI	asā̃-jō	asā̃-jō	ʌ s ãː + dʑ oː	sind1272		26.0	69.0		7 3 7 9 2 7	XBZ_AX	ESA_CU	96	96.E.V 96.S.C 96.A.V 96._._ 96.C.C 96.U.V	1.5 1.75 0.8 0.0 2.0 1.5	ʌsãː+dʑoː	0	488	Our:488
28914	17_our	Our	LARI	LARI	asā̃-jō	asā̃-jō	ʌ s ãː + dʑ oː	lari1254					7 3 7 9 2 7	XBZ_AX	ESA_CU	60	60.E.V 60.S.C 60.A.V 60._._ 60.C.C 60.U.V	1.5 1.75 0.8 0.0 2.0 1.5	ʌsãː+dʑoː	0	488	Our:488
28915	17_our	Our	KACHCHHI	KACHCHHI	asā̃-jo (Ex.)	asā̃-jo	ʌ s ãː + dʑ o	kach1277		23.83	69.0		7 3 7 9 2 7	XBZ_AX	ESA_CU	43	43.E.V 43.S.C 43.A.V 43._._ 43.C.C 43.U.V	1.5 1.75 0.8 0.0 2.0 1.5	ʌsãː+dʑo	0	488	Our:488
28916	17_our	Our	KACHCHHI	KACHCHHI	pā̃-jō (In.)	pā̃-jō	p ãː + dʑ oː	kach1277		23.83	69.0		1 7 9 2 7	AX_AX	PA_CU	43	43.P.C 43.A.V 43._._ 43.C.C 43.U.V	2.0 1.5 0.0 2.0 1.5	pãː+dʑoː	0	488	Our:488
28917	17_our	Our	MARATHIDESHI	MARATHI_DESHI	ām-ṯs̱ā	ām-ṯs̱ā	ʌː m + ts ʌː	mara1378		17.9344	76.6665		7 4 9 2 7	XN_AX	EM_CE	65	65.E.V 65.M.c 65._._ 65.C.C 65.E.V	1.5 0.8 0.0 2.0 1.5	ʌːm+tsʌː	0	490	Our:490
28918	17_our	Our	NAGPURI	NAGPURI	ām-ṯs̱ā	ām-ṯs̱ā	ʌː m + ts ʌː	varh1239		20.7139	79.7516		7 4 9 2 7	XN_AX	EM_CE	69	69.E.V 69.M.c 69._._ 69.C.C 69.E.V	1.5 0.8 0.0 2.0 1.5	ʌːm+tsʌː	0	490	Our:490
28919	17_our	Our	KONKANI	KONKANI	ām-ṯs̱ǒ	ām-ṯs̱ǒ	ʌː m + ts ɒ	konk1267		19.2414	73.9166		7 4 9 2 7	XN_AX	EM_CO	56	56.E.V 56.M.c 56._._ 56.C.C 56.O.V	1.5 0.8 0.0 2.0 1.5	ʌːm+tsɒ	0	490	Our:490
28920	17_our	Our	SINGHALESE	SINGHALESE	apē	apē	ʌ p eː	sinh1246		8.0	81.0		7 1 7	XBZ	EPE	97	97.E.V 97.P.C 97.E.V	1.5 1.75 0.8	ʌpeː	0	489	Our:489
28921	17_our	Our	SINGHALESE	SINGHALESE	apagē	apagē	ʌ p ʌ g eː	sinh1246		8.0	81.0		7 1 7 1 7	XBYBZ	EPEKE	97	97.E.V 97.P.C 97.E.V 97.K.C 97.E.V	1.5 1.75 1.3 1.75 0.8	ʌpʌgeː	0	489	Our:489
28922	17_our	Our	ORIYA	ORIYA	āmb’amānaṅkara	āmb’amānaṅkara	ʌː m bʱ ʌ m ʌː n̪ ʌ ŋ k ʌ r ʌ	oriy1255		21.0	85.0		7 4 1 7 4 7 4 7 4 1 7 5 7	XMBYBYBYMBYBZ	EMPEMENENKERE	73	73.E.V 73.M.c 73.P.C 73.E.V 73.M.C 73.E.V 73.N.C 73.E.V 73.N.c 73.K.C 73.E.V 73.R.C 73.E.V	1.5 1.1 1.75 1.3 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ʌːmbʱʌmʌːn̪ʌŋkʌrʌ	0	492	Our:492
28923	17_our	Our	ORIYA	ORIYA	āmmānaṅkara	āmmānaṅkara	ʌː m m ʌː n̪ ʌ ŋ k ʌ r ʌ	oriy1255		21.0	85.0		7 4 4 7 4 7 4 1 7 5 7	XMBYBYMBYBZ	EMMENENKERE	73	73.E.V 73.M.c 73.M.C 73.E.V 73.N.C 73.E.V 73.N.c 73.K.C 73.E.V 73.R.C 73.E.V	1.5 1.1 1.75 1.3 1.75 1.3 1.1 1.75 1.3 1.75 0.8	ʌːmmʌːn̪ʌŋkʌrʌ	0	492	Our:492
28924	17_our	Our	BIHARIMAITHILI	BIHARI_MAITHILI	hamarā sabahik	hamarā sabahik	h ʌ m ʌ r ʌː + s ʌ b ʌ h i k	mait1250		26.3817	86.2211		3 7 4 7 5 7 9 3 7 1 7 3 7 1	AXBYBZ_AXBYBYN	HEMERE_SEPEHIK	14	14.H.C 14.E.V 14.M.C 14.E.V 14.R.C 14.E.V 14._._ 14.S.C 14.E.V 14.P.C 14.E.V 14.H.C 14.I.V 14.K.c	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 1.75 1.3 1.75 1.3 0.8	hʌmʌrʌː+sʌbʌhik	0	486	Our:486
28925	17_our	Our	MAGAHI	MAGAHI	hamaniī-ke	hamaniī-ke	h ʌ m ʌ n̪ i iː + k e	maga1260		25.0915	85.3335		3 7 4 7 4 7 7 9 1 7	AXBYBYZ_AX	HEMENII_KE	61	61.H.C 61.E.V 61.M.C 61.E.V 61.N.C 61.I.V 61.I.V 61._._ 61.K.C 61.E.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8 0.0 2.0 1.5	hʌmʌn̪iiː+ke	0	486	Our:486
28926	17_our	Our	MAGAHI	MAGAHI	ham sab-ke	ham sab-ke	h ʌ m + s ʌ b + k e	maga1260		25.0915	85.3335		3 7 4 9 3 7 1 9 1 7	AXN_AXN_AX	HEM_SEP_KE	61	61.H.C 61.E.V 61.M.c 61._._ 61.S.C 61.E.V 61.P.c 61._._ 61.K.C 61.E.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5	hʌm+sʌb+ke	0	490	Our:490
28927	17_our	Our	BHOJPURINORTHERN	BHOJPURI_NORTHERN	hamanī-ke	hamanī-ke	h ʌ m ʌ n̪ iː + k e	nort2656					3 7 4 7 4 7 9 1 7	AXBYBZ_AX	HEMENI_KE	12	12.H.C 12.E.V 12.M.C 12.E.V 12.N.C 12.I.V 12._._ 12.K.C 12.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	hʌmʌn̪iː+ke	0	486	Our:486
28928	17_our	Our	BHOJPURISOUTHERN	BHOJPURI_SOUTHERN	hamanī-ke	hamanī-ke	h ʌ m ʌ n̪ iː + k e	sout2661					3 7 4 7 4 7 9 1 7	AXBYBZ_AX	HEMENI_KE	13	13.H.C 13.E.V 13.M.C 13.E.V 13.N.C 13.I.V 13._._ 13.K.C 13.E.V	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5	hʌmʌn̪iː+ke	0	486	Our:486
28929	17_our	Our	NAGPURIA	NAGPURIA	hamarē-kēr	hamarē-kēr	h ʌ m ʌ r eː + k eː r	sadr1248		23.6585	84.8114		3 7 4 7 5 7 9 1 7 5	AXBYBZ_AXN	HEMERE_KER	70	70.H.C 70.E.V 70.M.C 70.E.V 70.R.C 70.E.V 70._._ 70.K.C 70.E.V 70.R.c	2.0 1.5 1.75 1.3 1.75 0.8 0.0 2.0 1.5 0.8	hʌmʌreː+keːr	0	486	Our:486
28930	17_our	Our	BENGALIWRITTEN	BENGALI_WRITTEN	āmāder	āmāder	ʌː m ʌː d̪ e r	beng1280		24.0	90.0		7 4 7 1 7 5	XBYBYN	EMETER	9	9.E.V 9.M.C 9.E.V 9.T.C 9.E.V 9.R.c	1.5 1.75 1.3 1.75 1.3 0.8	ʌːmʌːd̪er	0	486	Our:486
28931	17_our	Our	BENGALIWRITTEN	BENGALI_WRITTEN	āmādiger	āmādiger	ʌː m ʌː d̪ i g e r	beng1280		24.0	90.0		7 4 7 1 7 1 7 5	XBYBYBYN	EMETIKER	9	9.E.V 9.M.C 9.E.V 9.T.C 9.I.V 9.K.C 9.E.V 9.R.c	1.5 1.75 1.3 1.75 1.3 1.75 1.3 0.8	ʌːmʌːd̪iger	0	492	Our:492
28934	17_our	Our	SOUTHWESTERNBENGALI	SOUTH_WESTERN_BENGALI	mōr-men-kār	mōr-men-kār	m oː r + m e n̪ + k ʌː r	beng1280		24.0	90.0		4 7 5 9 4 7 4 9 1 7 5	AXN_AXN_AXN	MUR_MEN_KER	100	100.M.C 100.U.V 100.R.c 100._._ 100.M.C 100.E.V 100.N.c 100._._ 100.K.C 100.E.V 100.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8 0.0 2.0 1.5 0.8	moːr+men̪+kʌːr	0	495	Our:495
28935	17_our	Our	SOUTHWESTERNBENGALI	SOUTH_WESTERN_BENGALI	monne-kār	monne-kār	m o n̪ n̪ e + k ʌː r	beng1280		24.0	90.0		4 7 4 4 7 9 1 7 5	AXMBZ_AXN	MUNNE_KER	100	100.M.C 100.U.V 100.N.c 100.N.C 100.E.V 100._._ 100.K.C 100.E.V 100.R.c	2.0 1.5 1.1 1.75 0.8 0.0 2.0 1.5 0.8	mon̪n̪e+kʌːr	0	495	Our:495
28936	17_our	Our	SOUTHWESTERNBENGALI	SOUTH_WESTERN_BENGALI	āmānne-kār	āmānne-kār	ʌː m ʌː n̪ n̪ e + k ʌː r	beng1280		24.0	90.0		7 4 7 4 4 7 9 1 7 5	XBYMBZ_AXN	EMENNE_KER	100	100.E.V 100.M.C 100.E.V 100.N.c 100.N.C 100.E.V 100._._ 100.K.C 100.E.V 100.R.c	1.5 1.75 1.3 1.1 1.75 0.8 0.0 2.0 1.5 0.8	ʌːmʌːn̪n̪e+kʌːr	0	486	Our:486
28937	17_our	Our	SIRIPURIA	SIRIPURIA	hām-sār	hām-sār	h ʌː m + s ʌː r	siri1268					3 7 4 9 3 7 5	AXN_AXN	HEM_SER	98	98.H.C 98.E.V 98.M.c 98._._ 98.S.C 98.E.V 98.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	hʌːm+sʌːr	0	490	Our:490
28938	17_our	Our	EASTERNBENGALI	EASTERN_BENGALI	āmrār	āmrār	ʌː m r ʌː r	east2744					7 4 5 7 5	XBCYN	EMRER	29	29.E.V 29.M.C 29.R.C 29.E.V 29.R.c	1.5 1.75 1.5 1.3 0.8	ʌːmrʌːr	0	486	Our:486
28939	17_our	Our	EASTERNBENGALIOFCACHAR	EASTERN_BENGALI_OF_CACHAR	āmrār	āmrār	ʌː m r ʌː r	sylh1242		24.83724	92.25347		7 4 5 7 5	XBCYN	EMRER	30	30.E.V 30.M.C 30.R.C 30.E.V 30.R.c	1.5 1.75 1.5 1.3 0.8	ʌːmrʌːr	0	486	Our:486
28940	17_our	Our	EASTERNBENGALIOFCHITTAGONG	EASTERN_BENGALI_OF_CHITTAGONG	ā̃rār	ā̃rār	ãː r ʌː r	chit1275		20.831	93.1695		7 5 7 5	XBYN	ARER	31	31.A.V 31.R.C 31.E.V 31.R.c	1.5 1.75 1.3 0.8	ãːrʌːr	0	486	Our:486
28941	17_our	Our	EASTERNBENGALIOFCHITTAGONG	EASTERN_BENGALI_OF_CHITTAGONG	ā̃yarār	ā̃yarār	ãː j ʌ r ʌː r	chit1275		20.831	93.1695		7 6 7 5 7 5	XBYBYN	AJERER	31	31.A.V 31.J.C 31.E.V 31.R.C 31.E.V 31.R.c	1.5 1.75 1.3 1.75 1.3 0.8	ãːjʌrʌːr	0	486	Our:486
28942	17_our	Our	CHAKMA	CHAKMA	āmār	āmār	ʌː m ʌː r	chak1266		23.00148	92.339		7 4 7 5	XBYN	EMER	18	18.E.V 18.M.C 18.E.V 18.R.c	1.5 1.75 1.3 0.8	ʌːmʌːr	0	486	Our:486
28943	17_our	Our	CHAKMA	CHAKMA	āmārār	āmārār	ʌː m ʌː r ʌː r	chak1266		23.00148	92.339		7 4 7 5 7 5	XBYBYN	EMERER	18	18.E.V 18.M.C 18.E.V 18.R.C 18.E.V 18.R.c	1.5 1.75 1.3 1.75 1.3 0.8	ʌːmʌːrʌːr	0	486	Our:486
28944	17_our	Our	ASSAMESE	ASSAMESE	āmār	āmār	ʌː m ʌː r	assa1263		26.0876	91.2932		7 4 7 5	XBYN	EMER	1	1.E.V 1.M.C 1.E.V 1.R.c	1.5 1.75 1.3 0.8	ʌːmʌːr	0	486	Our:486
28945	17_our	Our	EASTERNHINDIAWADHI	EASTERN_HINDI_AWADHI	hamār	hamār	h ʌ m ʌː r	awad1243		27.5907	82.4663		3 7 4 7 5	AXBYN	HEMER	32	32.H.C 32.E.V 32.M.C 32.E.V 32.R.c	2.0 1.5 1.75 1.3 0.8	hʌmʌːr	0	486	Our:486
28946	17_our	Our	BAGHELI	BAGHELI	ham’ār	ham’ār	h ʌ m̥ ʌː r	bagh1251		24.6837	87.4994		3 7 4 7 5	AXBYN	HEMER	4	4.H.C 4.E.V 4.M.C 4.E.V 4.R.c	2.0 1.5 1.75 1.3 0.8	hʌm̥ʌːr	0	486	Our:486
28947	17_our	Our	CHHATTISGARHI	CHHATTISGARHI	hamār	hamār	h ʌ m ʌː r	chha1249		20.3601	82.0483		3 7 4 7 5	AXBYN	HEMER	21	21.H.C 21.E.V 21.M.C 21.E.V 21.R.c	2.0 1.5 1.75 1.3 0.8	hʌmʌːr	0	486	Our:486
28948	17_our	Our	WESTERNHINDIHINDOSTANI	WESTERN_HINDI_HINDOSTANI	hamārā	hamārā	h ʌ m ʌː r ʌː	hind1269		25.0	77.0		3 7 4 7 5 7	AXBYBZ	HEMERE	108	108.H.C 108.E.V 108.M.C 108.E.V 108.R.C 108.E.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːrʌː	0	486	Our:486
28949	17_our	Our	VERNACULARHINDOSTANI	VERNACULAR_HINDOSTANI	mhārā	mhārā	m h ʌː r ʌː	hind1269		25.0	77.0		4 3 7 5 7	ACYBZ	MHERE	103	103.M.C 103.H.C 103.E.V 103.R.C 103.E.V	2.0 1.5 1.3 1.75 0.8	mhʌːrʌː	0	486	Our:486
28950	17_our	Our	DAKHINI	DAKHINI	apnā (In.)	apnā	ʌ p n̪ ʌː	decc1239		18.5919	75.717		7 1 4 7	XBCZ	EPNE	26	26.E.V 26.P.C 26.N.C 26.E.V	1.5 1.75 1.5 0.8	ʌpn̪ʌː	0	489	Our:489
28951	17_our	Our	DAKHINI	DAKHINI	hamārā (Ex.)	hamārā	h ʌ m ʌː r ʌː	decc1239		18.5919	75.717		3 7 4 7 5 7	AXBYBZ	HEMERE	26	26.H.C 26.E.V 26.M.C 26.E.V 26.R.C 26.E.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːrʌː	0	486	Our:486
28952	17_our	Our	BANGARU	BANGARU	mhārā	mhārā	m h ʌː r ʌː	hary1238		29.0166	76.0432		4 3 7 5 7	ACYBZ	MHERE	7	7.M.C 7.H.C 7.E.V 7.R.C 7.E.V	2.0 1.5 1.3 1.75 0.8	mhʌːrʌː	0	486	Our:486
28953	17_our	Our	BRAJBHAKHA	BRAJ_BHAKHA	hamārau	hamārau	h ʌ m ʌː r au	braj1242		26.4758	78.0813		3 7 4 7 5 7	AXBYBZ	HEMERA	15	15.H.C 15.E.V 15.M.C 15.E.V 15.R.C 15.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːrau	0	486	Our:486
28954	17_our	Our	BRAJBHAKHA	BRAJ_BHAKHA	hamāryau	hamāryau	h ʌ m ʌː r j au	braj1242		26.4758	78.0813		3 7 4 7 5 6 7	AXBYBCZ	HEMERJA	15	15.H.C 15.E.V 15.M.C 15.E.V 15.R.C 15.J.C 15.A.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	hʌmʌːrjau	0	486	Our:486
28955	17_our	Our	KANAUJI	KANAUJI	hamārō	hamārō	h ʌ m ʌː r oː	kana1281		27.1074	79.2883		3 7 4 7 5 7	AXBYBZ	HEMERU	45	45.H.C 45.E.V 45.M.C 45.E.V 45.R.C 45.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːroː	0	486	Our:486
28956	17_our	Our	BUNDELI	BUNDELI	hamārō	hamārō	h ʌ m ʌː r oː	bund1253		24.8982	78.9542		3 7 4 7 5 7	AXBYBZ	HEMERU	16	16.H.C 16.E.V 16.M.C 16.E.V 16.R.C 16.U.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːroː	0	486	Our:486
28957	17_our	Our	BUNDELI	BUNDELI	hamāō	hamāō	h ʌ m ʌː oː	bund1253		24.8982	78.9542		3 7 4 7 7	AXBYZ	HEMEU	16	16.H.C 16.E.V 16.M.C 16.E.V 16.U.V	2.0 1.5 1.75 1.3 0.8	hʌmʌːoː	0	486	Our:486
28958	17_our	Our	BUNDELI	BUNDELI	ham-kō	ham-kō	h ʌ m + k oː	bund1253		24.8982	78.9542		3 7 4 9 1 7	AXN_AX	HEM_KU	16	16.H.C 16.E.V 16.M.c 16._._ 16.K.C 16.U.V	2.0 1.5 0.8 0.0 2.0 1.5	hʌm+koː	0	490	Our:490
28959	17_our	Our	BANAPHARI	BANAPHARI	hamār	hamār	h ʌ m ʌː r	bana1281					3 7 4 7 5	AXBYN	HEMER	6	6.H.C 6.E.V 6.M.C 6.E.V 6.R.c	2.0 1.5 1.75 1.3 0.8	hʌmʌːr	0	486	Our:486
28960	17_our	Our	BANAPHARI	BANAPHARI	hamārau	hamārau	h ʌ m ʌː r au	bana1281					3 7 4 7 5 7	AXBYBZ	HEMERA	6	6.H.C 6.E.V 6.M.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌːrau	0	486	Our:486
28961	17_our	Our	BANAPHARI	BANAPHARI	hamarau	hamarau	h ʌ m ʌ r au	bana1281					3 7 4 7 5 7	AXBYBZ	HEMERA	6	6.H.C 6.E.V 6.M.C 6.E.V 6.R.C 6.A.V	2.0 1.5 1.75 1.3 1.75 0.8	hʌmʌrau	0	486	Our:486
28962	17_our	Our	PANJABIWRITTEN	PANJABI_WRITTEN	sīḍḍā	sīḍḍā	s iː ɖ ɖ ʌː	panj1256		30.0368	75.6702		3 7 1 1 7	AXMBZ	SITTE	78	78.S.C 78.I.V 78.T.c 78.T.C 78.E.V	2.0 1.5 1.1 1.75 0.8	siːɖɖʌː	0	488	Our:488
28964	17_our	Our	POWADHI	POWADHI	sāḍā	sāḍā	s ʌː ɖ ʌː	powa1246		21.797	79.239		3 7 1 7	AXBZ	SETE	86	86.S.C 86.E.V 86.T.C 86.E.V	2.0 1.5 1.75 0.8	sʌːɖʌː	0	488	Our:488
28965	17_our	Our	DOGRI	DOGRI	sāṛā	sāṛā	s ʌː ɽ ʌː	dogr1250		32.5534	75.7111		3 7 5 7	AXBZ	SERE	28	28.S.C 28.E.V 28.R.C 28.E.V	2.0 1.5 1.75 0.8	sʌːɽʌː	0	486	Our:486
28966	17_our	Our	KANGRA	KANGRA	mhārā	mhārā	m h ʌː r ʌː	kang1280		31.915	76.366		4 3 7 5 7	ACYBZ	MHERE	46	46.M.C 46.H.C 46.E.V 46.R.C 46.E.V	2.0 1.5 1.3 1.75 0.8	mhʌːrʌː	0	486	Our:486
28967	17_our	Our	GUJARATISTANDARD	GUJARATI_STANDARD	amārō	amārō	ʌ m ʌː r oː	guja1252		22.687	71.0962		7 4 7 5 7	XBYBZ	EMERU	38	38.E.V 38.M.C 38.E.V 38.R.C 38.U.V	1.5 1.75 1.3 1.75 0.8	ʌmʌːroː	0	486	Our:486
28968	17_our	Our	CHAROTARI	CHAROTARI	amārō	amārō	ʌ m ʌː r oː	guja1252		22.687	71.0962		7 4 7 5 7	XBYBZ	EMERU	20	20.E.V 20.M.C 20.E.V 20.R.C 20.U.V	1.5 1.75 1.3 1.75 0.8	ʌmʌːroː	0	486	Our:486
28969	17_our	Our	CHAROTARI	CHAROTARI	ahmārō	ahmārō	ʌ h m ʌː r oː	guja1252		22.687	71.0962		7 3 4 7 5 7	XBCYBZ	EHMERU	20	20.E.V 20.H.C 20.M.C 20.E.V 20.R.C 20.U.V	1.5 1.75 1.5 1.3 1.75 0.8	ʌhmʌːroː	0	486	Our:486
