# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
23312	114_and	And	PADAUNG	PADAUNG	då	då	d̪ ɔ	kaya1315	1577	19.5183	97.4138	
23313	114_and	And	YEINBA	YEINBA	lö (between nouns and phrases)	lö	l ø	yinb1236	1577	19.0383	97.2134	
23314	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lö	lö	l ø	bili1249	1577			
23315	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lä (between nouns)	lä	l ɛ	bili1249	1577			
23316	114_and	And	MOPWABILICHI	MOPWA_BILICHI	då (bet. phrases)	då	d̪ ɔ	bili1249	1577			
23317	114_and	And	MOPWADERMUHA	MOPWA_DERMUHA	lö (between nouns and phrases)	lö	l ø	derm1238	1577			
23323	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	uï	uï	u ɪ	karb1241	1577	25.7317	93.0462	
23324	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	e	e	e	karb1241	1577	25.7317	93.0462	
23325	114_and	And	KANASHI	KANASHI	hed	hed	h e d̪	kana1283	1577	32.2843	77.1553	
23326	114_and	And	KANAURI	KANAURI	ai	ai	ai	kinn1249	1577	31.3688	78.3148	
23327	114_and	And	RANGKAS	RANGKAS	gār	gār	g ʌː r	rang1266	1577	29.2278	80.0845	
23328	114_and	And	RANGKAS	RANGKAS	gāṅr	gāṅr	g ʌː ŋ r	rang1266	1577	29.2278	80.0845	
23329	114_and	And	DHIMAL	DHIMAL	ai-dauṅ (?)	ai-dauṅ	ai + d̪ au ŋ	dhim1246	1577	26.6283	88.3798	
23330	114_and	And	THAMI	THAMI	ani	ani	ʌ n̪ i	than1259	1577	28.7554	85.7657	
23331	114_and	And	LIMBU	LIMBU	nū	nū	n̪ uː	limb1266	1577	27.2703	87.8859	
23332	114_and	And	YAKHA	YAKHA	i-k’ok	i-k’ok	i + kʰ o k	yakk1236	1577	27.3714	87.9306	
23333	114_and	And	KHAMBU	KHAMBU	aiyāh	aiyāh	ai j ʌː h	kham1288	1577			
23334	114_and	And	LAMBICHHONG	LAMBICHHONG	lā	lā	l ʌː	yakk1236	1577	27.3714	87.9306	
23335	114_and	And	LAMBICHHONG	LAMBICHHONG	ch’ā	ch’ā	tʃʰ ʌː	yakk1236	1577	27.3714	87.9306	
23336	114_and	And	WALING	WALING	ch’a	ch’a	tʃʰ ʌ	wali1261	1577	26.6369	86.4837	
23337	114_and	And	CHHINGTANG	CHHINGTANG	yē	yē	j eː	chhi1245	1577	26.961	87.1899	
23338	114_and	And	CHHINGTANG	CHHINGTANG	naṅ	naṅ	n̪ ʌ ŋ	chhi1245	1577	26.961	87.1899	
23339	114_and	And	CHHINGTANG	CHHINGTANG	yāṅ	yāṅ	j ʌː ŋ	chhi1245	1577	26.961	87.1899	
23340	114_and	And	NACHHERENG	NACHHERENG	sa	sa	s ʌ	nach1240	1577	27.4202	86.7001	
23341	114_and	And	NACHHERENG	NACHHERENG	lō	lō	l oː	nach1240	1577	27.4202	86.7001	
23342	114_and	And	KULUNG	KULUNG	sō	sō	s oː	kulu1253	1577	27.1606	87.5717	
23343	114_and	And	THULUNG	THULUNG	nuṅ	nuṅ	n̪ u ŋ	drun1238	1577	28.00792	98.49449	
23344	114_and	And	THULUNG	THULUNG	bō	bō	b oː	drun1238	1577	28.00792	98.49449	
23345	114_and	And	CHAURASYA	CHAURASYA	yē	yē	j eː	wamb1257	1577	27.14808	86.47646	
23346	114_and	And	RAIORJIMDAR	RAI_OR_JIMDAR	kāi	kāi	k aːi	athp1241	1577	26.8794	87.3296	
23347	114_and	And	GURUNG	GURUNG	ra	ra	r ʌ	east2345	1577	28.4368	84.58145	
23348	114_and	And	MURMI	MURMI	ra	ra	r ʌ	west2415	1577	28.0239	85.0563	
23349	114_and	And	SUNWAR	SUNWAR	āni	āni	ʌː n̪ i	sunw1242	1577	27.5201	86.2476	
23350	114_and	And	MAGARI	MAGARI	ra	ra	r ʌ	west2418	1577	28.2462	83.511	
23351	114_and	And	NEWARI	NEWARI	o	o	o	newa1246	1577	27.2614	84.9577	
23352	114_and	And	PADIPAHRIORPAHI	PADI_PAHRI_OR_PAHI	o	o	o	newa1246	1577	27.2614	84.9577	
23353	114_and	And	RONGORLEPCHA	RONG_OR_LEPCHA	un	un	u n̪	lepc1244	1577	27.0869	88.5726	
23355	114_and	And	ABOR	ABOR	lāṅ	lāṅ	l ʌː ŋ	bori1243	1577	27.62812	94.3538	
23356	114_and	And	MIRI	MIRI	lāṅ	lāṅ	l ʌː ŋ	misi1242	1577	27.418	94.69	
23357	114_and	And	DAFLA	DAFLA	lā	lā	l ʌː	nyis1236	1577	27.278263	93.675529	
23358	114_and	And	LOLONI	LOLO_NI	˦˨ nä	nä˦˨	n̪ ɛ ⁴²	axiy1235	1577	24.6009	103.713	
23360	114_and	And	LOLOPHO	LOLO_PHO	˦˨ lä	lä˦˨	l ɛ ⁴²	lagh1245	1577	22.2674	103.929	
23361	114_and	And	AKAKA	A_KA_KA	nä̃	nä̃	n̪ ɛ̃	akha1245	1577	21.2309	100.964	
23362	114_and	And	LISU	LISU	ᵃ ˧ bye	ᵃbye˧	ă b j e ³	lisu1250	1577	26.91	98.94	
23363	114_and	And	LISHAOYAOYIN	LISHAO_YAOYIN	bä	bä	b ɛ	lisu1250	1577	26.91	98.94	
23364	114_and	And	LAHU	LAHU	lä	lä	l ɛ	lahu1253	1577	21.2701	100.214	
23365	114_and	And	BHOTIATIBETANWRITTEN	BHOTIA_TIBETAN_WRITTEN	daṅ	daṅ	d̪ ʌ ŋ	sikk1242	1577	27.85795	88.59153	
23366	114_and	And	BHOTIATIBETANSPOKEN	BHOTIA_TIBETAN_SPOKEN	d’aṅ	d’aṅ	d̪ʰ ʌ ŋ	sikk1242	1577	27.85795	88.59153	
23367	114_and	And	BALTI	BALTI	naṅ	naṅ	n̪ ʌ ŋ	balt1258	1577	34.4491	77.2859	
23368	114_and	And	BALTI	BALTI	yaṅ	yaṅ	j ʌ ŋ	balt1258	1577	34.4491	77.2859	
23369	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	naṅ	naṅ	n̪ ʌ ŋ	puri1258	1577	34.3386	76.0127	
23370	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	yaṅ	yaṅ	j ʌ ŋ	puri1258	1577	34.3386	76.0127	
23371	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	daṅ	daṅ	d̪ ʌ ŋ	puri1258	1577	34.3386	76.0127	
23372	114_and	And	LADAKHI	LADAKHI	daṅ	daṅ	d̪ ʌ ŋ	lada1244	1577	33.468	80.6013	
23373	114_and	And	LADAKHI	LADAKHI	yaṅ	yaṅ	j ʌ ŋ	lada1244	1577	33.468	80.6013	
23374	114_and	And	LADAKHIOFSPITI	LADAKHI_OF_SPITI	yaṅ	yaṅ	j ʌ ŋ	spit1240	1577	32.526	77.833	
23375	114_and	And	KAGATE	KAGATE	yaṅ	yaṅ	j ʌ ŋ	kaga1252	1577	27.4492	86.1675	
23376	114_and	And	SHARPA	SHARPA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sher1255	1577	27.674	86.9994	
23377	114_and	And	DANJONGKA	DANJONGKA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sikk1242	1577	27.85795	88.59153	
23378	114_and	And	HLOKE	HLOKE	ta-ru-ra	ta-ru-ra	t̪ ʌ + r u + r ʌ	lowa1242	1577	29.0324	83.8959	
23379	114_and	And	BODOORBARA	BODO_OR_BARA	bǔ	bǔ	b ŏ	bodo1269	1577	26.1	92.0	
23380	114_and	And	DEURICHUTIYA	DEURI_CHUTIYA	arke	arke	ʌ r k e	deor1238	1577	26.86152	93.70572	
23381	114_and	And	ANGAMI	ANGAMI	mu	mu	m u	anga1288	1577	25.6841	93.8668	
23382	114_and	And	ANGAMI	ANGAMI	ri	ri	r i	anga1288	1577	25.6841	93.8668	
23383	114_and	And	SEMA	SEMA	-ṅwo	-ṅwo	+ ŋ w o	sumi1235	1577	25.9996	94.4235	
23384	114_and	And	SEMA	SEMA	eno	eno	e n̪ o	sumi1235	1577	25.9996	94.4235	
23385	114_and	And	SEMA	SEMA	ino	ino	i n̪ o	sumi1235	1577	25.9996	94.4235	
23386	114_and	And	RENGMA	RENGMA	tsonā-i	tsonā-i	ts o n̪ ʌː + i	nort2725	1577	26.4492	94.5683	
23387	114_and	And	KEZAMA	KEZAMA	yi	yi	j i	khez1235	1577	25.7078	94.3114	
23388	114_and	And	SOPVOMA	SOPVOMA	oṅē	oṅē	o ŋ eː	maon1238	1577	25.3836	94.0035	
23389	114_and	And	AO	AO	āseir	āseir	ʌː s ei r	aona1235	1577	26.3241	94.3824	
23390	114_and	And	HLOTA	HLOTA	nā	nā	n̪ ʌː	loth1237	1577	26.01396	94.04355	
23391	114_and	And	HLOTA	HLOTA	sūhā	sūhā	s uː h ʌː	loth1237	1577	26.01396	94.04355	
23392	114_and	And	THUKUMI	THUKUMI	apunu	apunu	ʌ p u n̪ u	sang1321	1577	25.8581	94.6279	
23393	114_and	And	YACHUMI	YACHUMI	a-ṅibēyā	a-ṅibēyā	ʌ + ŋ i b eː j ʌː	yimc1240	1577	25.7675	94.8087	
23394	114_and	And	TAMLU	TAMLU	ma	ma	m ʌ	phom1236	1577	26.4715	94.7476	
23395	114_and	And	CHANG	CHANG	tokē	tokē	t̪ o k eː	chan1313	1577	26.4336	94.9536	
23396	114_and	And	KABUI	KABUI	ā-kum-nā	ā-kum-nā	ʌː + k u m + n̪ ʌː	rong1266	1577	25.098	93.7869	
23397	114_and	And	MIKIR	MIKIR	ānsi	ānsi	ʌː n̪ s i	karb1241	1577	25.7317	93.0462	
23398	114_and	And	MIKIR	MIKIR	pen	pen	p e n̪	karb1241	1577	25.7317	93.0462	
23399	114_and	And	MIKIR	MIKIR	ā-kō	ā-kō	ʌː + k oː	karb1241	1577	25.7317	93.0462	
23400	114_and	And	TANGKHUL	TANGKHUL	āṅka-la	āṅka-la	ʌː ŋ k ʌ + l ʌ	ukhr1238	1577			
23401	114_and	And	TANGKHUL	TANGKHUL	la	la	l ʌ	ukhr1238	1577			
23402	114_and	And	MARING	MARING	-nuṅ	-nuṅ	+ n̪ u ŋ	mari1416	1577	24.2854	94.0723	
23403	114_and	And	CHINGPAORKACHIN	CHINGPA_OR_KACHIN	te	te	t̪ e	kach1280	1577	25.4634	97.3278	
23405	114_and	And	SINGPHO	SINGPHO	maṅ	maṅ	m ʌ ŋ	sing1264	1577	27.296	95.606	
23407	114_and	And	MEITHEI	MEITHEI	a-du-gā	a-du-gā	ʌ + d̪ u + g ʌː	mani1292	1577	24.4409	93.3426	
23408	114_and	And	THADO	THADO	yōṅ	yōṅ	j oː ŋ	thad1238	1577	24.096	93.722	
23409	114_and	And	THADO	THADO	lē	lē	l eː	thad1238	1577	24.096	93.722	
23410	114_and	And	SIYIN	SIYIN	lē	lē	l eː	siyi1240	1577	23.8192	93.6884	
23411	114_and	And	LAI	LAI	hẽ	hẽ	h ẽ	haka1240	1577	22.8735	92.8208	
23412	114_and	And	LUSHEI	LUSHEI	le°	le°	l e	lush1249	1577	22.6138	92.6247	
23413	114_and	And	BANJOGI	BANJOGI	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	zotu1235	1577	22.5298	93.29	
23414	114_and	And	PANKHU	PANKHU	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	pank1249	1577	22.6797	92.9461	
23415	114_and	And	HALLAM	HALLAM	nūk-chū	nūk-chū	n̪ uː k + tʃ uː	fala1243	1577	23.7892833333	92.3254633333	
23416	114_and	And	LANGRONG	LANGRONG	chūn	chūn	tʃ uː n̪	lang1312	1577			
23417	114_and	And	AIMOL	AIMOL	k’ana-k’ana-ko	k’ana-k’ana-ko	kʰ ʌ n̪ ʌ + kʰ ʌ n̪ ʌ + k o	aimo1244	1577	24.6437	94.3556	
23418	114_and	And	CHIRU	CHIRU	-ta-nā	-ta-nā	+ t̪ ʌ + n̪ ʌː	chir1283	1577	25.4643	94.4072	
23419	114_and	And	KOLHRENG	KOLHRENG	hā-ko	hā-ko	h ʌː + k o	kolh1240	1577			
23420	114_and	And	KOM	KOM	k’an-chūṅ	k’an-chūṅ	kʰ ʌ n̪ + tʃ uː ŋ	komi1270	1577	24.8688	94.534	
23421	114_and	And	PURUM	PURUM	nā-mā	nā-mā	n̪ ʌː + m ʌː	puru1266	1577	25.3887	95.0935	
23422	114_and	And	ANAL	ANAL	dāl dāl-ū t’i-maṅ	dāl dāl-ū t’i-maṅ	d̪ ʌː l + d̪ ʌː l + uː + t̪ʰ i + m ʌ ŋ	anal1239	1577	24.0506	94.2806	
23423	114_and	And	HIROILAMGANG	HIROI_LAMGANG	ta-dā	ta-dā	t̪ ʌ + d̪ ʌː	lamk1238	1577	24.1523	94.2706	
23424	114_and	And	TAUNGTHA	TAUNGTHA	nā	nā	n̪ ʌː	paok1235	1577	20.211	97.5969	
23425	114_and	And	CHINBON	CHINBON	nī-k’un-nai	nī-k’un-nai	n̪ iː + kʰ u n̪ + n̪ ai	chin1478	1577	20.0776	94.0506	
23426	114_and	And	THAYETMYOCHIN	THAYETMYO_CHIN	nu	nu	n̪ u	thay1247	1577			
23427	114_and	And	SHOORKHYANG	SHO_OR_KHYANG	nü	nü	n̪ y	asho1236	1577	21.393	93.5069	
23428	114_and	And	KHAMI	KHAMI	laik	laik	l ai k	kham1284	1577			
23429	114_and	And	KADU	KADU	yauᵏ	yauᵏ	j au k̚	kadu1254	1577			
23430	114_and	And	MARU	MARU	ä	ä	ɛ	maru1249	1577	24.942535	99.8338	
23431	114_and	And	MAINGTHAORNGACHANG	MAINGTHA_OR_NGACHANG	lå	lå	l ɔ	acha1249	1577	24.3479	97.7438	
23432	114_and	And	PHUNSAMONG	PHUN_SAMONG	lå (with)	lå	l ɔ	hpon1238	1577	24.4606	97.1142	
23434	114_and	And	MRU	MRU	ādoṅ-ey	ādoṅ-ey	ʌː d̪ o ŋ + e j	mruu1242	1577	24.154	90.6317	
23435	114_and	And	BURMESEWRITTEN	BURMESE_WRITTEN	nhaṅ°	nhaṅ°	n̪ h ʌ ŋ	nucl1310	1577	20.7926	93.9665	
23436	114_and	And	BURMESESPOKEN	BURMESE_SPOKEN	˥˦ hniṅ°	hniṅ°˥˦	h n̪ i ŋ ⁵⁴	nucl1310	1577	20.7926	93.9665	
23437	114_and	And	ARAKANESE	ARAKANESE	hnàn	hnàn	h n̪ a n̪	marm1234	1577	22.759948	92.210748	
23438	114_and	And	TAUNGYO	TAUNGYO	nå	nå	n̪ ɔ	taun1248	1577	20.4104	96.7401	
23439	114_and	And	DANU	DANU	nä	nä	n̪ ɛ	danu1251	1577			
23440	114_and	And	INTHA	INTHA	nā	nā	n̪ ʌː	inth1239	1577			
23441	114_and	And	TAVOYAN	TAVOYAN	nā	nā	n̪ ʌː	tavo1242	1577	14.1078	98.194	
#
56128	53_ass	Ass	MANDARIN	MANDARIN	˨ lū	lū˨	l u ²	mand1415	1862	40.0209	116.228	
56129	53_ass	Ass	CANTONESE	CANTONESE	˨ lui	lui˨	l u i ²	cant1236	1862			
56137	53_ass	Ass	PWOBASSEIN	PWO_BASSEIN	k^àθi yaũ	k^àθi yaũ	k a θ i + j ʌ ũ	pwow1235	1862	17.3622	97.7044	
56138	53_ass	Ass	PWOMAULMEIN	PWO_MAULMEIN	k^àθi yaũ	k^àθi yaũ	k a θ i + j ʌ ũ	pwoe1235	1862	15.1915	98.7355	
56139	53_ass	Ass	SGALITERARY	SGA_LITERARY	˧ ka ˥˦ θē = yå	ka˧yå=θē˥˦	k ʌ ³ + j ɔ + θ eː ⁵⁴	sgaw1245	1862	17.9872	97.7126	
56140	53_ass	Ass	SGASPOKEN	SGA_SPOKEN	k^àθi là	k^àθi là	k a θ i + l a	sgaw1245	1862	17.9872	97.7126	
56141	53_ass	Ass	SGASPOKEN	SGA_SPOKEN	là	là	l a	sgaw1245	1862	17.9872	97.7126	
56142	53_ass	Ass	BWE	BWE	θri	θri	θ r i	bwek1238	1862	18.9796	96.9936	
56143	53_ass	Ass	WEWAW	WEWAW	k^àθe	k^àθe	k a θ e	wewa1238	1862	19.020577	96.540526	
56144	53_ass	Ass	KARENBYU	KARENBYU	là	là	l a	geba1237	1862	19.4991	96.9492	
56145	53_ass	Ass	KARENNI	KARENNI	myà å lyà	myà å lyà	m j a + ɔ + l j a	east2342	1862	19.8939	98.3359	
56146	53_ass	Ass	GHEKO	GHEKO	myä	myä	m j ɛ	geko1235	1862	19.6741	96.5308	
56147	53_ass	Ass	PADAUNG	PADAUNG	myä	myä	m j ɛ	kaya1315	1862	19.5183	97.4138	
56148	53_ass	Ass	YEINBA	YEINBA	θüᵏ	θüᵏ	θ y k̚	yinb1236	1862	19.0383	97.2134	
56149	53_ass	Ass	MOPWABILICHI	MOPWA_BILICHI	k^àθi là	k^àθi là	k a θ i + l a	bili1249	1862			
56150	53_ass	Ass	MOPWADERMUHA	MOPWA_DERMUHA	l^àɣo là	l^àɣo là	l a ɣ o + l a	derm1238	1862			
56155	53_ass	Ass	MANCHATIORPATNI	MANCHATI_OR_PATNI	kārā	kārā	k ʌː r ʌː	karb1241	1862	25.7317	93.0462	
56156	53_ass	Ass	CHAMBALAHULI	CHAMBA_LAHULI	kār	kār	k ʌː r	cham1308	1862			
56157	53_ass	Ass	KANASHI	KANASHI	gad’a (Aryan)	gad’a	g ʌ d̪ʰ ʌ	kana1283	1862	32.2843	77.1553	
56158	53_ass	Ass	KANAURI	KANAURI	pōṯs̱	pōṯs̱	p oː ts	kinn1249	1862	31.3688	78.3148	
56159	53_ass	Ass	RANGKAS	RANGKAS	gadā (Aryan)	gadā	g ʌ d̪ ʌː	rang1266	1862	29.2278	80.0845	
56160	53_ass	Ass	DHIMAL	DHIMAL	gàd’à (Aryan)	gàd’à	g a d̪ʰ a	dhim1246	1862	26.6283	88.3798	
56161	53_ass	Ass	THAMI	THAMI	gad’ā (Aryan)	gad’ā	g ʌ d̪ʰ ʌː	than1259	1862	28.7554	85.7657	
56162	53_ass	Ass	LIMBU	LIMBU	gad’ā (Aryan)	gad’ā	g ʌ d̪ʰ ʌː	limb1266	1862	27.2703	87.8859	
56163	53_ass	Ass	YAKHA	YAKHA	gad’āhā (Aryan)	gad’āhā	g ʌ d̪ʰ ʌː h ʌː	yakk1236	1862	27.3714	87.9306	
56164	53_ass	Ass	KHAMBU	KHAMBU	gad’aha (Aryan)	gad’aha	g ʌ d̪ʰ ʌ h ʌ	kham1288	1862			
56165	53_ass	Ass	RAIORJIMDAR	RAI_OR_JIMDAR	gad’ā (Aryan)	gad’ā	g ʌ d̪ʰ ʌː	athp1241	1862	26.8794	87.3296	
56166	53_ass	Ass	GURUNG	GURUNG	ad’ā (? Aryan)	ad’ā	ʌ d̪ʰ ʌː	east2345	1862	28.4368	84.58145	
56167	53_ass	Ass	MURMI	MURMI	gad’ā (Aryan)	gad’ā	g ʌ d̪ʰ ʌː	west2415	1862	28.0239	85.0563	
56168	53_ass	Ass	SUNWAR	SUNWAR	gād’ā (Aryan)	gād’ā	g ʌː d̪ʰ ʌː	sunw1242	1862	27.5201	86.2476	
56169	53_ass	Ass	MAGARI	MAGARI	gad’ā (Aryan)	gad’ā	g ʌ d̪ʰ ʌː	west2418	1862	28.2462	83.511	
56170	53_ass	Ass	NEWARI	NEWARI	gaḍ’ā (Aryan)	gaḍ’ā	g ʌ ɖʰ ʌː	newa1246	1862	27.2614	84.9577	
56171	53_ass	Ass	PADIPAHRIORPAHI	PADI_PAHRI_OR_PAHI	gad’a (Aryan)	gad’a	g ʌ d̪ʰ ʌ	newa1246	1862	27.2614	84.9577	
56172	53_ass	Ass	RONGORLEPCHA	RONG_OR_LEPCHA	póṅ-bū	póṅ-bū	p o ŋ + b uː	lepc1244	1862	27.0869	88.5726	
56173	53_ass	Ass	TOTO	TOTO	pāṅ-bū	pāṅ-bū	p ʌː ŋ + b uː	toto1302	1862	26.67	88.975	
56175	53_ass	Ass	LOLONI	LOLO_NI	˧ a ˦˨ šla ˨˦ la ˦ mᵘ	a˧šla˦˨la˨˦mᵘ˦	ʌ ³ + ʃ l ʌ ⁴² + l ʌ ²⁴ + m ŭ ⁴	axiy1235	1862	24.6009	103.713	
56177	53_ass	Ass	AKAKA	A_KA_KA	lå	lå	l ɔ	akha1245	1862	21.2309	100.964	
56178	53_ass	Ass	MOSHO	MO_SHO	ten ža	ten ža	t̪ e n̪ + ʒ ʌ	lahu1253	1862	21.2701	100.214	
56179	53_ass	Ass	LAHU	LAHU	lå	lå	l ɔ	lahu1253	1862	21.2701	100.214	
56180	53_ass	Ass	BHOTIATIBETANWRITTEN	BHOTIA_TIBETAN_WRITTEN	boṅ-bu	boṅ-bu	b o ŋ + b u	sikk1242	1862	27.85795	88.59153	
56181	53_ass	Ass	BHOTIATIBETANSPOKEN	BHOTIA_TIBETAN_SPOKEN	poṅ-g’u	poṅ-g’u	p o ŋ + gʰ u	sikk1242	1862	27.85795	88.59153	
56182	53_ass	Ass	BALTI	BALTI	boṅ-bu	boṅ-bu	b o ŋ + b u	balt1258	1862	34.4491	77.2859	
56183	53_ass	Ass	BHOTIAOFPURIK	BHOTIA_OF_PURIK	boṅ-bū	boṅ-bū	b o ŋ + b uː	puri1258	1862	34.3386	76.0127	
56184	53_ass	Ass	LADAKHI	LADAKHI	boṅ-ṅu	boṅ-ṅu	b o ŋ + ŋ u	lada1244	1862	33.468	80.6013	
56185	53_ass	Ass	LADAKHIOFSPITI	LADAKHI_OF_SPITI	bum-bu	bum-bu	b u m + b u	spit1240	1862	32.526	77.833	
56186	53_ass	Ass	KAGATE	KAGATE	puṅ-gu	puṅ-gu	p u ŋ + g u	kaga1252	1862	27.4492	86.1675	
56187	53_ass	Ass	SHARPA	SHARPA	puṅ-bu	puṅ-bu	p u ŋ + b u	sher1255	1862	27.674	86.9994	
56188	53_ass	Ass	DANJONGKA	DANJONGKA	boṅ-gu	boṅ-gu	b o ŋ + g u	sikk1242	1862	27.85795	88.59153	
56189	53_ass	Ass	HLOKE	HLOKE	bom	bom	b o m	lowa1242	1862	29.0324	83.8959	
56190	53_ass	Ass	BODOORBARA	BODO_OR_BARA	gambǒ-gǒrai	gambǒ-gǒrai	g ʌ m b ɒ + g ɒ r ai	bodo1269	1862	26.1	92.0	
56191	53_ass	Ass	TANGKHUL	TANGKHUL	si-gui ka-t’ā	si-gui ka-t’ā	s i + g u i + k ʌ + t̪ʰ ʌː	ukhr1238	1862			
56193	53_ass	Ass	MEITHEI	MEITHEI	gād’ā (Aryan)	gād’ā	g ʌː d̪ʰ ʌː	mani1292	1862	24.4409	93.3426	
56194	53_ass	Ass	THADO	THADO	gād’ā (Aryan)	gād’ā	g ʌː d̪ʰ ʌː	thad1238	1862	24.096	93.722	
56195	53_ass	Ass	BURMESEWRITTEN	BURMESE_WRITTEN	˨˩ mrañ	mrañ˨˩	m r ʌ ɲ ²¹	nucl1310	1862	20.7926	93.9665	
56196	53_ass	Ass	BURMESESPOKEN	BURMESE_SPOKEN	˨˩ myi	myi˨˩	m j i ²¹	nucl1310	1862	20.7926	93.9665	
56197	53_ass	Ass	TAVOYAN	TAVOYAN	myä	myä	m j ɛ	tavo1242	1862	14.1078	98.194	
#
51854	37_back	Back	MANDARIN	MANDARIN	˦˨ pä	pä˦˨	p ɛ ⁴²	mand1415	1291	40.0209	116.228	
51855	37_back	Back	MANDARIN	MANDARIN	˦ pä	pä˦	p ɛ ⁴	mand1415	1291	40.0209	116.228	
51856	37_back	Back	CANTONESE	CANTONESE	˥˦ pūi	pūi˥˦	p uː i ⁵⁴	cant1236	1291			
51865	37_back	Back	PWOLITERARY	PWO_LITERARY	˨ k’lōṅ	k’lōṅ˨	kʰ l oː ŋ ²	phra1235	1291	18.0048	99.6382	
51866	37_back	Back	PWOBASSEIN	PWO_BASSEIN	kluṅ ku	kluṅ ku	k l u ŋ + k u	pwow1235	1291	17.3622	97.7044	
51867	37_back	Back	PWOMAULMEIN	PWO_MAULMEIN	kluṅ ku	kluṅ ku	k l u ŋ + k u	pwoe1235	1291	15.1915	98.7355	
51868	37_back	Back	TAUNGTHU	TAUNGTHU	ṅà	ṅà	ŋ a	paok1235	1291	20.211	97.5969	
51869	37_back	Back	SGALITERARY	SGA_LITERARY	˧ klö	klö˧	k l ø ³	sgaw1245	1291	17.9872	97.7126	
51870	37_back	Back	SGASPOKEN	SGA_SPOKEN	b^àlo	b^àlo	b a l o	sgaw1245	1291	17.9872	97.7126	
51871	37_back	Back	BWE	BWE	sàmu	sàmu	s a m u	bwek1238	1291	18.9796	96.9936	
51872	37_back	Back	WEWAW	WEWAW	^àꭓe sà hwi	^àꭓe sà hwi	a x e + s a + h w i	wewa1238	1291	19.020577	96.540526	
51873	37_back	Back	KARENBYU	KARENBYU	go klo	go klo	g o + k l o	geba1237	1291	19.4991	96.9492	
51874	37_back	Back	KARENNI	KARENNI	ñà	ñà	ɲ a	east2342	1291	19.8939	98.3359	
51875	37_back	Back	GHEKO	GHEKO	k^àbà ku	k^àbà ku	k a b a + k u	geko1235	1291	19.6741	96.5308	
51876	37_back	Back	PADAUNG	PADAUNG	kàṅ ko	kàṅ ko	k a ŋ + k o	kaya1315	1291	19.5183	97.4138	
